trait,fold,method,selection_method,repeat,repeat_seed,n_individuals,n_train_available,n_test,n_pcs,n_pcs_selection,n_pcs_fit,alpha,pearson_r,mse_adj,pevmean_obj,ga_generations,ga_cache_size,ga_elapsed_sec,fit_time_seconds
body_mass,1,full_train_pc_ridge,full_train,-1,-1,5127,5127,570,4000,100,4000,62178.10809025701,0.32344439576938305,1.065866231918335,0.014374252408742905,0,0,0.0,0.9385127769783139
body_mass,1,pevmean_ga_pc_ridge,pevmean_ga,0,1000514,500,5127,570,4000,100,4000,62178.10809025701,0.13263505315225016,1.1747490167617798,0.03877273201942444,300,26509,52.17931760009378,0.01908148918300867
body_mass,1,pevmean_ga_pc_ridge,pevmean_ga,0,1001014,1000,5127,570,4000,100,4000,62178.10809025701,0.18541781188448067,1.1462008953094482,0.030272888019680977,300,26534,61.096677356166765,0.0580616679508239
body_mass,1,pevmean_ga_pc_ridge,pevmean_ga,0,1001514,1500,5127,570,4000,100,4000,62178.10809025701,0.2121036509630622,1.1427421569824219,0.026045773178339005,300,26606,70.21493117907085,0.11805095500312746
body_mass,1,pevmean_ga_pc_ridge,pevmean_ga,0,1002014,2000,5127,570,4000,100,4000,62178.10809025701,0.24896060081823196,1.1078044176101685,0.022735266014933586,300,26572,79.90371692902409,0.21963932598009706
body_mass,1,pevmean_ga_pc_ridge,pevmean_ga,0,1002514,2500,5127,570,4000,100,4000,62178.10809025701,0.23525010701668161,1.126446008682251,0.020300166681408882,300,26535,87.89300335617736,0.3416434999089688
body_mass,1,pevmean_ga_pc_ridge,pevmean_ga,0,1003014,3000,5127,570,4000,100,4000,62178.10809025701,0.2627430919365457,1.1071820259094238,0.01848716475069523,300,26556,97.98581979307346,0.4814390130341053
body_mass,1,pevmean_ga_pc_ridge,pevmean_ga,0,1003514,3500,5127,570,4000,100,4000,62178.10809025701,0.28424414613521876,1.0937424898147583,0.01713438890874386,300,26587,108.20046944101341,0.6121436508838087
body_mass,1,pevmean_ga_pc_ridge,pevmean_ga,0,1004014,4000,5127,570,4000,100,4000,62178.10809025701,0.2921962151819332,1.0828666687011719,0.015941042453050613,300,26465,117.41639892803505,0.8003328510094434
body_mass,1,pevmean_ga_pc_ridge,pevmean_ga,0,1004514,4500,5127,570,4000,100,4000,62178.10809025701,0.3063963263420939,1.0808550119400024,0.015046519227325916,300,26588,106.01399317290634,0.8887456050142646
