trait,target_island,method,n_individuals,corr_mean,corr_std,mse_mean,n_rows
body_mass,3,pevmean_ga,50,0.1866702109568633,,0.9131889939308168,1
body_mass,3,pevmean_ga,100,0.1916188041934536,,0.8983878493309021,1
body_mass,3,pevmean_ga,250,0.2268022888212638,,0.8892765641212463,1
body_mass,3,pevmean_ga,500,0.2604217416423665,,0.890373945236206,1
body_mass,3,pevmean_ga,2000,0.2031012050365769,,0.8938062191009521,1
body_mass,3,pevmean_ga,3500,0.2182975625435234,,0.8951060771942139,1
body_mass,3,pevmean_ga,5503,0.218658316114165,,0.8971816897392273,1
body_mass,3,random_individual,50,0.01958143570731556,0.06459320569601545,0.9539265155792236,5
body_mass,3,random_individual,100,-0.038142919376085535,0.035856789721521204,0.927335548400879,5
body_mass,3,random_individual,250,-0.006989172162413219,0.06985843185573394,0.9322544813156128,5
body_mass,3,random_individual,500,0.07138953257620334,0.03201875346007229,0.9222447156906128,5
body_mass,3,random_individual,2000,0.12657393475373482,0.03010059199789398,0.9110927224159241,5
body_mass,3,random_individual,3500,0.18305316906955688,0.03679640865488752,0.9033775806427002,5
body_mass,3,random_individual,5503,0.218658316114165,,0.8971816897392273,1
