trait,fold,method,selection_method,repeat,repeat_seed,n_individuals,n_train_available,n_test,n_pcs,n_pcs_selection,n_pcs_fit,alpha,pearson_r,mse_adj,pevmean_obj,ga_generations,ga_cache_size,ga_elapsed_sec,fit_time_seconds
thr_tarsus,8,full_train_pc_ridge,full_train,-1,-1,5085,5085,565,3250,100,3250,107097.74831514445,0.39167933930598486,0.4981243312358856,0.012426288798451424,0,0,0.0,0.7949013169854879
thr_tarsus,8,pevmean_ga_pc_ridge,pevmean_ga,0,8000514,500,5085,565,3250,100,3250,107097.74831514445,0.2684702026167541,0.5434849262237549,0.026693226769566536,300,26512,60.51400002185255,0.02517826110124588
thr_tarsus,8,pevmean_ga_pc_ridge,pevmean_ga,0,8001014,1000,5085,565,3250,100,3250,107097.74831514445,0.27102507734703407,0.5403101444244385,0.022675421088933945,300,26672,76.01114231813699,0.07148828613571823
thr_tarsus,8,pevmean_ga_pc_ridge,pevmean_ga,0,8001514,1500,5085,565,3250,100,3250,107097.74831514445,0.29568048398909835,0.5320895910263062,0.019874822348356247,300,26659,88.11401566700079,0.18776237103156745
thr_tarsus,8,pevmean_ga_pc_ridge,pevmean_ga,0,8002014,2000,5085,565,3250,100,3250,107097.74831514445,0.3280332407205266,0.5226393938064575,0.017908984795212746,300,26441,102.3684417209588,0.26911466591991484
thr_tarsus,8,pevmean_ga_pc_ridge,pevmean_ga,0,8002514,2500,5085,565,3250,100,3250,107097.74831514445,0.348504478506991,0.5163285732269287,0.0164695605635643,300,26631,112.77844046987593,0.42864243197254837
thr_tarsus,8,pevmean_ga_pc_ridge,pevmean_ga,0,8003014,3000,5085,565,3250,100,3250,107097.74831514445,0.3654519150409402,0.5102894902229309,0.015347992070019245,300,26611,125.41445497912355,0.6090753970202059
thr_tarsus,8,pevmean_ga_pc_ridge,pevmean_ga,0,8003514,3500,5085,565,3250,100,3250,107097.74831514445,0.3625983589412426,0.511424720287323,0.014349176548421383,300,26656,136.46107604401186,0.6590192820876837
thr_tarsus,8,pevmean_ga_pc_ridge,pevmean_ga,0,8004014,4000,5085,565,3250,100,3250,107097.74831514445,0.39184274063605046,0.5008697509765625,0.013559933751821518,300,26679,151.68890544585884,0.7214194668922573
thr_tarsus,8,pevmean_ga_pc_ridge,pevmean_ga,0,8004514,4500,5085,565,3250,100,3250,107097.74831514445,0.37318144246129886,0.5040477514266968,0.012877046130597591,300,26533,152.76459803199396,0.8905536821112037
