target_island,source_island,source_island_name,phi,phi_per_individual,n_island,rank_full,rank_mean
3,2,Træna,0.14340186862961352,0.0004911022898274435,292,1,1
3,8,Lovund,0.052174613892928774,0.0003302190752717011,158,2,2
3,6,Indre Kvarøy,0.038745466013393376,0.00010883557868930723,356,3,4
3,5,Hestmannøy,0.02741934766965332,2.5435387448657995e-05,1078,4,10
3,10,Aldra,0.026998670646706194,0.00015606168003876413,173,5,3
3,13,Southern 3,0.025613362200229906,4.385849691820189e-05,584,6,7
3,14,Southern 4,0.020777402071924696,4.275185611507139e-05,486,7,9
3,15,Southern 5,0.015073359092851008,7.462058956856934e-05,202,8,6
3,9,Sleneset,0.014984720391485613,9.026939994870851e-05,166,9,5
3,0,Nesøy,0.005121315563179927,4.303626523680611e-05,119,10,8
3,7,Onøy og Lurøy,-0.0036887818226089635,-1.4242400859494067e-05,259,11,11
3,1,Myken,-0.013105458023214748,-0.00014245063068711684,92,12,15
3,12,Southern 2,-0.027608449236844024,-6.954269329179854e-05,397,13,13
3,11,Southern 1,-0.02863044695938239,-4.910882840374338e-05,583,14,12
3,4,Gjerøy,-0.07512748709107758,-0.00013463707363992397,558,15,14
