n_islands,n_individuals,corr_eval,mse_adj,method,order_seed,target_island
1,292,0.12941041052538851,1.0992226600646973,shapley_mean,-1,3
2,450,0.2234680536348294,1.0778861045837402,shapley_mean,-1,3
3,623,0.2275204081900038,1.0754657983779907,shapley_mean,-1,3
4,979,0.2878272958102309,1.0577315092086792,shapley_mean,-1,3
5,1145,0.2893533482033388,1.0524781942367554,shapley_mean,-1,3
6,1347,0.30184374348613263,1.049726128578186,shapley_mean,-1,3
7,1931,0.30560841726950044,1.0455230474472046,shapley_mean,-1,3
8,2050,0.317297077996926,1.0333045721054077,shapley_mean,-1,3
9,2536,0.3157620285411561,1.034461498260498,shapley_mean,-1,3
10,3614,0.27111586777034336,1.0740195512771606,shapley_mean,-1,3
11,3873,0.25059848315544425,1.0889767408370972,shapley_mean,-1,3
12,4456,0.2906199650135432,1.0733665227890015,shapley_mean,-1,3
13,4853,0.2586370761954275,1.0912070274353027,shapley_mean,-1,3
14,5411,0.21005674940738145,1.1147862672805786,shapley_mean,-1,3
15,5503,0.2380025065532166,1.097727656364441,shapley_mean,-1,3
1,292,0.022082048906369854,1.1011691093444824,random_individual,0,3
2,450,0.09286171673453165,1.0989067554473877,random_individual,0,3
3,623,0.06046823230393994,1.1019375324249268,random_individual,0,3
4,979,0.10181705550940996,1.1026575565338135,random_individual,0,3
5,1145,0.13943710370475276,1.092361569404602,random_individual,0,3
6,1347,0.10957908020570602,1.0956339836120605,random_individual,0,3
7,1931,0.11113914427710711,1.096510648727417,random_individual,0,3
8,2050,0.11532904853718369,1.101698398590088,random_individual,0,3
9,2536,0.1927089078809427,1.1009830236434937,random_individual,0,3
10,3614,0.19337981580418065,1.114251732826233,random_individual,0,3
11,3873,0.19520168636306845,1.1120699644088745,random_individual,0,3
12,4456,0.24527554332609292,1.1082714796066284,random_individual,0,3
13,4853,0.23266750536374395,1.1092544794082642,random_individual,0,3
14,5411,0.24546102590614943,1.0987370014190674,random_individual,0,3
15,5503,0.2380025065532166,1.097727656364441,random_individual,0,3
1,292,0.13171368104379627,1.0878812074661255,random_individual,1,3
2,450,0.23187715323107214,1.0700985193252563,random_individual,1,3
3,623,0.2338077824256609,1.0674586296081543,random_individual,1,3
4,979,0.2955569249963632,1.0612130165100098,random_individual,1,3
5,1145,0.2966419918531628,1.0640504360198975,random_individual,1,3
6,1347,0.2990512611409345,1.0586320161819458,random_individual,1,3
7,1931,0.2972610630234347,1.0624241828918457,random_individual,1,3
8,2050,0.3014071279332531,1.0672153234481812,random_individual,1,3
9,2536,0.26289131565435103,1.0703285932540894,random_individual,1,3
10,3614,0.27829643263758364,1.0818299055099487,random_individual,1,3
11,3873,0.2628129603281812,1.0892901420593262,random_individual,1,3
12,4456,0.24938904222549615,1.0842515230178833,random_individual,1,3
13,4853,0.26835696069717246,1.0722668170928955,random_individual,1,3
14,5411,0.24176482557475765,1.0946455001831055,random_individual,1,3
15,5503,0.2380025065532166,1.097727656364441,random_individual,1,3
1,292,0.27407290561079767,1.088113784790039,random_individual,2,3
2,450,0.31619922059044625,1.0797785520553589,random_individual,2,3
3,623,0.27606933545089873,1.0951730012893677,random_individual,2,3
4,979,0.2336913022274352,1.09364652633667,random_individual,2,3
5,1145,0.2700385693227497,1.0865352153778076,random_individual,2,3
6,1347,0.28577407814294786,1.0882662534713745,random_individual,2,3
7,1931,0.2642426453248368,1.075632929801941,random_individual,2,3
8,2050,0.28449693922111713,1.0801573991775513,random_individual,2,3
9,2536,0.31981840906294584,1.075353980064392,random_individual,2,3
10,3614,0.23688190648212237,1.1047917604446411,random_individual,2,3
11,3873,0.2541341264543022,1.087990641593933,random_individual,2,3
12,4456,0.2560516370903787,1.0871020555496216,random_individual,2,3
13,4853,0.25442389705892926,1.0804260969161987,random_individual,2,3
14,5411,0.24629357021810916,1.0932364463806152,random_individual,2,3
15,5503,0.2380025065532166,1.097727656364441,random_individual,2,3
1,292,0.5353909302481502,1.0775692462921143,random_individual,3,3
2,450,0.29531226123259485,1.1304652690887451,random_individual,3,3
3,623,0.2530035677198582,1.1236333847045898,random_individual,3,3
4,979,0.18901221267846197,1.102385401725769,random_individual,3,3
5,1145,0.24566495481551673,1.0902347564697266,random_individual,3,3
6,1347,0.20959884484427105,1.0815478563308716,random_individual,3,3
7,1931,0.19305496719929044,1.069358229637146,random_individual,3,3
8,2050,0.14930881857319156,1.0802149772644043,random_individual,3,3
9,2536,0.1279714731384272,1.0978468656539917,random_individual,3,3
10,3614,0.19846562103177445,1.0801959037780762,random_individual,3,3
11,3873,0.20207854510822304,1.0783337354660034,random_individual,3,3
12,4456,0.2225244509229534,1.0887959003448486,random_individual,3,3
13,4853,0.2400539533025435,1.0830169916152954,random_individual,3,3
14,5411,0.24652750396853618,1.093569278717041,random_individual,3,3
15,5503,0.2380025065532166,1.097727656364441,random_individual,3,3
1,292,0.09230704962131696,1.097785472869873,random_individual,4,3
2,450,0.13769555997159247,1.1216342449188232,random_individual,4,3
3,623,0.20428043417583241,1.1120069026947021,random_individual,4,3
4,979,0.192320856744915,1.1104559898376465,random_individual,4,3
5,1145,0.16753289365849805,1.1454232931137085,random_individual,4,3
6,1347,0.1672651920299866,1.136854648590088,random_individual,4,3
7,1931,0.10992351661739429,1.1484019756317139,random_individual,4,3
8,2050,0.04801738594727588,1.1662689447402954,random_individual,4,3
9,2536,0.16749816728705494,1.1277103424072266,random_individual,4,3
10,3614,0.23733865053756587,1.0950528383255005,random_individual,4,3
11,3873,0.26546887961340904,1.087760090827942,random_individual,4,3
12,4456,0.25300857352261835,1.0905953645706177,random_individual,4,3
13,4853,0.2634211778469132,1.0855796337127686,random_individual,4,3
14,5411,0.23494879974548788,1.0990939140319824,random_individual,4,3
15,5503,0.2380025065532166,1.097727656364441,random_individual,4,3
