target_island,source_island,source_island_name,phi,phi_per_individual,n_island,rank_full,rank_mean
14,5,Hestmannøy,0.13809463828511176,0.00013089539173944244,1055,1,3
14,11,Southern 1,0.1007478671542165,0.0001734042463927995,581,2,2
14,15,Southern 5,0.04363827188586272,0.00021603104893991448,202,3,1
14,7,Onøy og Lurøy,0.031380398474511774,0.00012257968154106162,256,4,4
14,10,Aldra,0.0020723823001715974,1.197908844029825e-05,173,5,5
14,0,Nesøy,0.0003636927936187322,3.082142318802815e-06,118,6,6
14,8,Lovund,-0.002733417581311903,-1.8102103187496044e-05,151,7,9
14,6,Indre Kvarøy,-0.005145737168832038,-1.4744232575449965e-05,349,8,7
14,9,Sleneset,-0.009377661955350036,-5.8610387220937724e-05,160,9,12
14,13,Southern 3,-0.009441374656163948,-1.6194467677811233e-05,583,10,8
14,1,Myken,-0.009457815585441029,-0.00010280234332001118,92,11,15
14,3,Selvær,-0.011072105196396714,-5.796913715390949e-05,191,12,11
14,12,Southern 2,-0.021050048678928204,-5.302279264213653e-05,397,13,10
14,2,Træna,-0.026262347718878063,-9.182639062544777e-05,286,14,14
14,4,Gjerøy,-0.03436033613103157,-6.213442338342057e-05,553,15,13
