n_islands,n_individuals,corr_eval,mse_adj,method,order_seed,target_island
1,349,0.07339913343101787,1.3765708208084106,shapley_mean,-1,5
2,635,0.09515166170934279,1.3484444618225098,shapley_mean,-1,5
3,786,0.09140643490986673,1.3428093194961548,shapley_mean,-1,5
4,1272,0.09848745880162726,1.3382078409194946,shapley_mean,-1,5
5,1669,0.09317981647147384,1.3391491174697876,shapley_mean,-1,5
6,2250,0.09558944842210779,1.3362144231796265,shapley_mean,-1,5
7,2506,0.1471510853375884,1.3130567073822021,shapley_mean,-1,5
8,2679,0.15232988349051063,1.3092516660690308,shapley_mean,-1,5
9,3232,0.15683334355517872,1.3163310289382935,shapley_mean,-1,5
10,3350,0.16337080021459596,1.3129842281341553,shapley_mean,-1,5
11,3541,0.16622354136530865,1.3119697570800781,shapley_mean,-1,5
12,3633,0.16684982885381622,1.311227560043335,shapley_mean,-1,5
13,3835,0.16728825669940992,1.3121644258499146,shapley_mean,-1,5
14,4418,0.16001667201254272,1.3126033544540405,shapley_mean,-1,5
15,4578,0.16512973446556617,1.3102747201919556,shapley_mean,-1,5
1,349,0.15032197865442004,1.3344591856002808,random_individual,0,5
2,635,0.1259886514235129,1.3371275663375854,random_individual,0,5
3,786,0.1362536006697631,1.3346823453903198,random_individual,0,5
4,1272,0.15071512336107679,1.3279272317886353,random_individual,0,5
5,1669,0.17237798719906067,1.314936876296997,random_individual,0,5
6,2250,0.18992292069830927,1.3063546419143677,random_individual,0,5
7,2506,0.18020681544265602,1.3108083009719849,random_individual,0,5
8,2679,0.1771725797801377,1.312368392944336,random_individual,0,5
9,3232,0.16872716387285935,1.3176051378250122,random_individual,0,5
10,3350,0.16906313561277853,1.3179205656051636,random_individual,0,5
11,3541,0.17390996315657276,1.3108482360839844,random_individual,0,5
12,3633,0.18072891560259172,1.3064676523208618,random_individual,0,5
13,3835,0.1823514115050564,1.3067431449890137,random_individual,0,5
14,4418,0.16728958667931332,1.3118536472320557,random_individual,0,5
15,4578,0.16512973446556617,1.3102747201919556,random_individual,0,5
1,349,0.057431835772518744,1.3448619842529297,random_individual,1,5
2,635,0.08081763987230017,1.339163899421692,random_individual,1,5
3,786,0.10426283393820605,1.3366515636444092,random_individual,1,5
4,1272,0.13777229302862257,1.3307468891143799,random_individual,1,5
5,1669,0.16184015891800324,1.323154330253601,random_individual,1,5
6,2250,0.16424114161191986,1.3148469924926758,random_individual,1,5
7,2506,0.17137806339460893,1.3090707063674927,random_individual,1,5
8,2679,0.1721652866177897,1.3127601146697998,random_individual,1,5
9,3232,0.1628651388700224,1.3083986043930054,random_individual,1,5
10,3350,0.16822538775551732,1.3098783493041992,random_individual,1,5
11,3541,0.16411017589596177,1.309550404548645,random_individual,1,5
12,3633,0.16532318702899684,1.3103324174880981,random_individual,1,5
13,3835,0.16088995398610792,1.313867449760437,random_individual,1,5
14,4418,0.16397212785086768,1.3124439716339111,random_individual,1,5
15,4578,0.16512973446556617,1.3102747201919556,random_individual,1,5
1,349,0.10080897885895848,1.3418755531311035,random_individual,2,5
2,635,0.12868386492389078,1.3338435888290405,random_individual,2,5
3,786,0.13460318785825465,1.3315049409866333,random_individual,2,5
4,1272,0.12262736879951636,1.3314762115478516,random_individual,2,5
5,1669,0.12572588356246972,1.3250043392181396,random_individual,2,5
6,2250,0.12009976010988944,1.3237133026123047,random_individual,2,5
7,2506,0.12379973040189102,1.3212369680404663,random_individual,2,5
8,2679,0.12688144281012542,1.3207859992980957,random_individual,2,5
9,3232,0.13331723004861004,1.3158270120620728,random_individual,2,5
10,3350,0.14120427165378602,1.3132675886154175,random_individual,2,5
11,3541,0.15355605958188714,1.3091319799423218,random_individual,2,5
12,3633,0.16018307626828354,1.3042856454849243,random_individual,2,5
13,3835,0.1625021151330807,1.3058432340621948,random_individual,2,5
14,4418,0.15722106215290912,1.3119205236434937,random_individual,2,5
15,4578,0.16512973446556617,1.3102747201919556,random_individual,2,5
1,349,0.04904411840576994,1.3435678482055664,random_individual,3,5
2,635,0.09643155026571143,1.3378033638000488,random_individual,3,5
3,786,0.10785259667410237,1.3379995822906494,random_individual,3,5
4,1272,0.1087783264640116,1.3365927934646606,random_individual,3,5
5,1669,0.1119202147233418,1.3280754089355469,random_individual,3,5
6,2250,0.11522982704517597,1.3191202878952026,random_individual,3,5
7,2506,0.12503769350598684,1.3184418678283691,random_individual,3,5
