analysis,method,selection_method,order_seed,n_individuals,target_island,repeat,trait,n_components,selection_n_components,weighted_fit_used,fit_time_seconds,corr_eval,mse_adj,target_island_name,repeat_seed,bpcrr_prior_mode,bpcrr_va_apriori,avg_grm_obj,pca_dist_obj
full_baseline,full_source_unweighted,none,-2,5578,0,0,body_mass,1000,,False,4677.6919567820005,0.2275504156852402,1071.133326042345,Nesøy,2076391374,default,,,
full_baseline,full_source_unweighted,none,-2,5605,1,0,body_mass,1000,,False,7245.362496958995,0.42408854573407306,1036.8288917815084,Myken,2041129560,default,,,
full_baseline,full_source_unweighted,none,-2,5405,2,0,body_mass,1000,,False,6329.306483053995,0.11289044302475414,982.6280040467126,Træna,691795168,default,,,
full_baseline,full_source_unweighted,none,-2,5503,3,0,body_mass,1000,,False,6113.213603721,0.18931736613092473,1017.9918682883599,Selvær,1712667889,default,,,
full_baseline,full_source_unweighted,none,-2,5139,4,0,body_mass,1000,,False,5068.944365971998,0.10264873635259182,1006.0251177108686,Gjerøy,31823479,default,,,
full_baseline,full_source_unweighted,none,-2,4619,5,0,body_mass,1000,,False,5879.322854933998,0.18141715297375782,1015.5269992277708,Hestmannøy,639053116,default,,,
full_baseline,full_source_unweighted,none,-2,5341,6,0,body_mass,1000,,False,4640.773721888996,0.25103135248525565,1014.5809651025104,Indre Kvarøy,159331124,default,,,
full_baseline,full_source_unweighted,none,-2,5438,7,0,body_mass,1000,,False,4790.1399935579975,-0.01347433602936647,996.4606030830506,Onøy og Lurøy,324992130,default,,,
full_baseline,full_source_unweighted,none,-2,5539,8,0,body_mass,1000,,False,4623.940754239011,0.338754180543216,1007.875360202752,Lovund,904772756,default,,,
full_baseline,full_source_unweighted,none,-2,5531,9,0,body_mass,1000,,False,4830.91758282599,0.10956476894172822,1018.818001106924,Sleneset,698402219,default,,,
full_baseline,full_source_unweighted,none,-2,5524,10,0,body_mass,1000,,False,4648.939028633002,0.2526719830134295,1001.1072995195124,Aldra,859124446,default,,,
full_baseline,full_source_unweighted,none,-2,5114,11,0,body_mass,1000,,False,8690.343525520992,0.12282859031752419,965.9329965737323,Leka,1584512352,default,,,
full_baseline,full_source_unweighted,none,-2,5300,12,0,body_mass,1000,,False,6121.200043366,0.05279990954411526,954.5932059997848,Vega,1695995065,default,,,
full_baseline,full_source_unweighted,none,-2,5113,13,0,body_mass,1000,,False,9251.957980587991,0.10675454840624889,936.5352461093527,Vikna,33537373,default,,,
full_baseline,full_source_unweighted,none,-2,5009,14,0,body_mass,1000,,False,4726.257159022993,0.018700993864035325,952.6170455900442,Lauvøya,631883636,default,,,
