target_island,source_island,source_island_name,phi,phi_per_individual,n_island,rank_full,rank_mean
4,5,Hestmannøy,0.11405114698091795,0.00010579883764463632,1078,1,5
4,6,Indre Kvarøy,0.10667739027819542,0.00029965559066908826,356,2,1
4,11,Southern 1,0.045004377714998774,7.71944729245262e-05,583,3,7
4,10,Aldra,0.028169724240254036,0.00016283077595522565,173,4,3
4,0,Nesøy,0.024918173400354002,0.00020939641512902522,119,5,2
4,14,Southern 4,0.02005267935182357,4.1260657102517636e-05,486,6,8
4,8,Lovund,0.012874837952349264,8.148631615410927e-05,158,7,6
4,1,Myken,0.011457987099876938,0.00012454333804214063,92,8,4
4,2,Træna,-0.0025244624145448276,-8.645419227893246e-06,292,9,9
4,12,Southern 2,-0.005162081327119511,-1.3002723745892974e-05,397,10,10
4,7,Onøy og Lurøy,-0.006315990627787024,-2.43860641999499e-05,259,11,11
4,15,Southern 5,-0.008185043892007391,-4.0520019267363324e-05,202,12,12
4,13,Southern 3,-0.040940303428944634,-7.010325929613807e-05,584,13,13
4,9,Sleneset,-0.05449189667109382,-0.0003282644377776736,166,14,15
4,3,Selvær,-0.05764094652125087,-0.0002971182810373756,194,15,14
