n_individuals,corr_eval,mse_adj,method,order_seed,pevmean_obj,target_island,target_island_name,repeat,repeat_seed,trait
1500,0.2606207182555266,1.5345112085342407,pevmean_ga,-1,17587.244158734036,6,Indre Kvarøy,1,672890309,body_mass
2500,0.28133185122573273,1.5079219341278076,pevmean_ga,-1,17194.275067170114,6,Indre Kvarøy,1,672890309,body_mass
3000,0.2623092885215671,1.5189905166625977,pevmean_ga,-1,16993.531522702113,6,Indre Kvarøy,1,672890309,body_mass
1500,0.15664487167411903,1.5505144596099854,random_individual,0,,6,Indre Kvarøy,1,672890309,body_mass
2500,0.2097663992844766,1.5323678255081177,random_individual,0,,6,Indre Kvarøy,1,672890309,body_mass
3000,0.23859187455079078,1.5188865661621094,random_individual,0,,6,Indre Kvarøy,1,672890309,body_mass
1500,0.19337180817727692,1.5545345544815063,random_individual,1,,6,Indre Kvarøy,1,672890309,body_mass
2500,0.21912589784550765,1.5324443578720093,random_individual,1,,6,Indre Kvarøy,1,672890309,body_mass
3000,0.2563416119474751,1.5149328708648682,random_individual,1,,6,Indre Kvarøy,1,672890309,body_mass
1500,0.2227034530364611,1.5526533126831055,random_individual,2,,6,Indre Kvarøy,1,672890309,body_mass
2500,0.24058147507812858,1.5362740755081177,random_individual,2,,6,Indre Kvarøy,1,672890309,body_mass
3000,0.2695306315841075,1.5213158130645752,random_individual,2,,6,Indre Kvarøy,1,672890309,body_mass
1500,0.22845683464002073,1.5462162494659424,random_individual,3,,6,Indre Kvarøy,1,672890309,body_mass
2500,0.25619593829236836,1.5274180173873901,random_individual,3,,6,Indre Kvarøy,1,672890309,body_mass
3000,0.2798732333240365,1.509978175163269,random_individual,3,,6,Indre Kvarøy,1,672890309,body_mass
1500,0.13055706126594813,1.5686657428741455,random_individual,4,,6,Indre Kvarøy,1,672890309,body_mass
2500,0.3050082885072081,1.5176513195037842,random_individual,4,,6,Indre Kvarøy,1,672890309,body_mass
3000,0.2936083803530325,1.5107003450393677,random_individual,4,,6,Indre Kvarøy,1,672890309,body_mass
