repeat,split_seed,source_island,source_island_name,n_island,phi,phi_per_individual,method,weight
3,835124100,3,Selvær,194,-0.02960844424226488,-0.00015262084660961278,rank,0.347729513605189
3,835124100,5,Hestmannøy,1078,0.08107944718995012,7.5212845259694e-05,rank,0.9040967353734913
3,835124100,6,Indre Kvarøy,356,-0.01903318898237333,-5.3464013995430705e-05,rank,0.45204836768674567
3,835124100,7,Onøy og Lurøy,259,-0.08765776724785208,-0.0003384469777909347,rank,0.3228916912048183
3,835124100,8,Lovund,158,0.07131840794268203,0.00045138232875115207,rank,4.520483676867457
3,835124100,9,Sleneset,166,-0.003538195884795946,-2.1314433040939434e-05,rank,0.5022759640963841
3,835124100,10,Aldra,173,-0.0938372285103796,-0.0005424117254935237,rank,0.30136557845783046
3,835124100,11,Southern 1,583,0.08001117251920879,0.0001372404331375794,rank,1.1301209192168642
3,835124100,12,Southern 2,397,-0.008426973377831725,-2.1226633193530794e-05,rank,0.5650604596084321
3,835124100,13,Southern 3,584,-0.05764625833223855,-9.870934645931258e-05,rank,0.41095306153340516
3,835124100,14,Southern 4,486,-0.005449345973377209,-1.1212646035755574e-05,rank,0.6457833824096366
3,835124100,15,Southern 5,202,0.029231885237461782,0.0001447123031557514,rank,1.506827892289152
3,835124100,0,Nesøy,119,-0.01237955508665034,-0.00010402987467773394,shifted_relu,0.9999999999999998
3,835124100,1,Myken,92,0.0024124569247863303,2.6222357878112288e-05,shifted_relu,0.9999999999999998
3,835124100,2,Træna,292,0.0643161939817201,0.000220260938293562,shifted_relu,0.9999999999999998
3,835124100,3,Selvær,194,-0.02960844424226488,-0.00015262084660961278,shifted_relu,0.9999999999999998
3,835124100,5,Hestmannøy,1078,0.08107944718995012,7.5212845259694e-05,shifted_relu,0.9999999999999998
3,835124100,6,Indre Kvarøy,356,-0.01903318898237333,-5.3464013995430705e-05,shifted_relu,0.9999999999999998
3,835124100,7,Onøy og Lurøy,259,-0.08765776724785208,-0.0003384469777909347,shifted_relu,0.9999999999999998
3,835124100,8,Lovund,158,0.07131840794268203,0.00045138232875115207,shifted_relu,0.9999999999999998
3,835124100,9,Sleneset,166,-0.003538195884795946,-2.1314433040939434e-05,shifted_relu,0.9999999999999998
3,835124100,10,Aldra,173,-0.0938372285103796,-0.0005424117254935237,shifted_relu,0.9999999999999998
3,835124100,11,Southern 1,583,0.08001117251920879,0.0001372404331375794,shifted_relu,0.9999999999999998
3,835124100,12,Southern 2,397,-0.008426973377831725,-2.1226633193530794e-05,shifted_relu,0.9999999999999998
3,835124100,13,Southern 3,584,-0.05764625833223855,-9.870934645931258e-05,shifted_relu,0.9999999999999998
3,835124100,14,Southern 4,486,-0.005449345973377209,-1.1212646035755574e-05,shifted_relu,0.9999999999999998
3,835124100,15,Southern 5,202,0.029231885237461782,0.0001447123031557514,shifted_relu,0.9999999999999998
4,1317123924,0,Nesøy,119,0.027491970912054173,0.00023102496564751405,relu,0.9999999999999998
4,1317123924,1,Myken,92,-0.003965292481938113,-4.310100523845775e-05,relu,0.9999999999999998
4,1317123924,2,Træna,292,-0.013209214017703072,-4.52370343072023e-05,relu,0.9999999999999998
4,1317123924,3,Selvær,194,-0.040093850549931045,-0.00020666933273160332,relu,0.9999999999999998
4,1317123924,5,Hestmannøy,1078,0.06840047675700595,6.345127714007972e-05,relu,0.9999999999999998
4,1317123924,6,Indre Kvarøy,356,0.016396083710931826,4.605641491834783e-05,relu,0.9999999999999998
4,1317123924,7,Onøy og Lurøy,259,-0.050775147575734494,-0.0001960430408329517,relu,0.9999999999999998
4,1317123924,8,Lovund,158,0.05339377066333378,0.000337935257362872,relu,0.9999999999999998
4,1317123924,9,Sleneset,166,0.03169471772612781,0.00019093203449474584,relu,0.9999999999999998
4,1317123924,10,Aldra,173,-0.019084510927739877,-0.00011031509206786055,relu,0.9999999999999998
4,1317123924,11,Southern 1,583,0.01827842028160602,3.13523503972659e-05,relu,0.9999999999999998
4,1317123924,12,Southern 2,397,-0.030898500687314437,-7.782997654235374e-05,relu,0.9999999999999998
4,1317123924,13,Southern 3,584,-0.025054592910532122,-4.290170018926733e-05,relu,0.9999999999999998
4,1317123924,14,Southern 4,486,-0.012528463051875003,-2.5778730559413586e-05,relu,0.9999999999999998
4,1317123924,15,Southern 5,202,-0.014273650360051314,-7.066163544579858e-05,relu,0.9999999999999998
4,1317123924,0,Nesøy,119,0.027491970912054173,0.00023102496564751405,softmax,1.0004511468332273
4,1317123924,1,Myken,92,-0.003965292481938113,-4.310100523845775e-05,softmax,0.9999027978797527
4,1317123924,2,Træna,292,-0.013209214017703072,-4.52370343072023e-05,softmax,0.9998985262459928
4,1317123924,3,Selvær,194,-0.040093850549931045,-0.00020666933273160332,softmax,0.9995757465213032
4,1317123924,5,Hestmannøy,1078,0.06840047675700595,6.345127714007972e-05,softmax,1.0001159044364778
4,1317123924,6,Indre Kvarøy,356,0.016396083710931826,4.605641491834783e-05,softmax,1.0000811112849766
4,1317123924,7,Onøy og Lurøy,259,-0.050775147575734494,-0.0001960430408329517,softmax,0.99959699031436
4,1317123924,8,Lovund,158,0.05339377066333378,0.000337935257362872,softmax,1.0006650867527014
4,1317123924,9,Sleneset,166,0.03169471772612781,0.00019093203449474584,softmax,1.0003709280115747
4,1317123924,10,Aldra,173,-0.019084510927739877,-0.00011031509206786055,softmax,0.9997683918069812
4,1317123924,11,Southern 1,583,0.01827842028160602,3.13523503972659e-05,softmax,1.0000517012030532
4,1317123924,12,Southern 2,397,-0.030898500687314437,-7.782997654235374e-05,softmax,0.9998333491005169
4,1317123924,13,Southern 3,584,-0.025054592910532122,-4.290170018926733e-05,softmax,0.9999031964511848
4,1317123924,14,Southern 4,486,-0.012528463051875003,-2.5778730559413586e-05,softmax,0.9999374396616582
4,1317123924,15,Southern 5,202,-0.014273650360051314,-7.066163544579858e-05,softmax,0.9998476834962425
4,1317123924,0,Nesøy,119,0.027491970912054173,0.00023102496564751405,minmax,2.0351002897253214
4,1317123924,1,Myken,92,-0.003965292481938113,-4.310100523845775e-05,minmax,0.7605261295472899
4,1317123924,2,Træna,292,-0.013209214017703072,-4.52370343072023e-05,minmax,0.7505944640155207
4,1317123924,3,Selvær,194,-0.040093850549931045,-0.00020666933273160332,minmax,0.12660948099979696
4,1317123924,5,Hestmannøy,1078,0.06840047675700595,6.345127714007972e-05,minmax,1.2559508621574271
4,1317123924,6,Indre Kvarøy,356,0.016396083710931826,4.605641491834783e-05,minmax,1.1750718347671365
4,1317123924,7,Onøy og Lurøy,259,-0.050775147575734494,-0.0001960430408329517,minmax,0.12660948099979696
4,1317123924,8,Lovund,158,0.05339377066333378,0.000337935257362872,minmax,2.5321896199959393
4,1317123924,9,Sleneset,166,0.03169471772612781,0.00019093203449474584,minmax,1.8486844828320306
4,1317123924,10,Aldra,173,-0.019084510927739877,-0.00011031509206786055,minmax,0.44800799054777407
4,1317123924,11,Southern 1,583,0.01827842028160602,3.13523503972659e-05,minmax,1.106703921184963
4,1317123924,12,Southern 2,397,-0.030898500687314437,-7.782997654235374e-05,minmax,0.5990505521313765
4,1317123924,13,Southern 3,584,-0.025054592910532122,-4.290170018926733e-05,minmax,0.7614528168832986
4,1317123924,14,Southern 4,486,-0.012528463051875003,-2.5778730559413586e-05,minmax,0.8410676544165256
4,1317123924,15,Southern 5,202,-0.014273650360051314,-7.066163544579858e-05,minmax,0.6323804197958014
4,1317123924,0,Nesøy,119,0.027491970912054173,0.00023102496564751405,rank,2.2602418384337284
4,1317123924,1,Myken,92,-0.003965292481938113,-4.310100523845775e-05,rank,0.5022759640963841
4,1317123924,2,Træna,292,-0.013209214017703072,-4.52370343072023e-05,rank,0.4520483676867457
4,1317123924,3,Selvær,194,-0.040093850549931045,-0.00020666933273160332,rank,0.30136557845783046
4,1317123924,5,Hestmannøy,1078,0.06840047675700595,6.345127714007972e-05,rank,1.1301209192168642
4,1317123924,6,Indre Kvarøy,356,0.016396083710931826,4.605641491834783e-05,rank,0.9040967353734914
4,1317123924,7,Onøy og Lurøy,259,-0.050775147575734494,-0.0001960430408329517,rank,0.32289169120481837
4,1317123924,8,Lovund,158,0.05339377066333378,0.000337935257362872,rank,4.520483676867457
4,1317123924,9,Sleneset,166,0.03169471772612781,0.00019093203449474584,rank,1.5068278922891523
4,1317123924,10,Aldra,173,-0.019084510927739877,-0.00011031509206786055,rank,0.34772951360518906
4,1317123924,11,Southern 1,583,0.01827842028160602,3.13523503972659e-05,rank,0.7534139461445761
4,1317123924,12,Southern 2,397,-0.030898500687314437,-7.782997654235374e-05,rank,0.37670697307228806
4,1317123924,13,Southern 3,584,-0.025054592910532122,-4.290170018926733e-05,rank,0.5650604596084321
4,1317123924,14,Southern 4,486,-0.012528463051875003,-2.5778730559413586e-05,rank,0.6457833824096367
4,1317123924,15,Southern 5,202,-0.014273650360051314,-7.066163544579858e-05,rank,0.4109530615334052
4,1317123924,0,Nesøy,119,0.027491970912054173,0.00023102496564751405,shifted_relu,0.9999999999999998
4,1317123924,1,Myken,92,-0.003965292481938113,-4.310100523845775e-05,shifted_relu,0.9999999999999998
4,1317123924,2,Træna,292,-0.013209214017703072,-4.52370343072023e-05,shifted_relu,0.9999999999999998
4,1317123924,3,Selvær,194,-0.040093850549931045,-0.00020666933273160332,shifted_relu,0.9999999999999998
4,1317123924,5,Hestmannøy,1078,0.06840047675700595,6.345127714007972e-05,shifted_relu,0.9999999999999998
4,1317123924,6,Indre Kvarøy,356,0.016396083710931826,4.605641491834783e-05,shifted_relu,0.9999999999999998
4,1317123924,7,Onøy og Lurøy,259,-0.050775147575734494,-0.0001960430408329517,shifted_relu,0.9999999999999998
4,1317123924,8,Lovund,158,0.05339377066333378,0.000337935257362872,shifted_relu,0.9999999999999998
4,1317123924,9,Sleneset,166,0.03169471772612781,0.00019093203449474584,shifted_relu,0.9999999999999998
4,1317123924,10,Aldra,173,-0.019084510927739877,-0.00011031509206786055,shifted_relu,0.9999999999999998
4,1317123924,11,Southern 1,583,0.01827842028160602,3.13523503972659e-05,shifted_relu,0.9999999999999998
4,1317123924,12,Southern 2,397,-0.030898500687314437,-7.782997654235374e-05,shifted_relu,0.9999999999999998
4,1317123924,13,Southern 3,584,-0.025054592910532122,-4.290170018926733e-05,shifted_relu,0.9999999999999998
4,1317123924,14,Southern 4,486,-0.012528463051875003,-2.5778730559413586e-05,shifted_relu,0.9999999999999998
4,1317123924,15,Southern 5,202,-0.014273650360051314,-7.066163544579858e-05,shifted_relu,0.9999999999999998
5,1991027166,0,Nesøy,119,0.03992199596459564,0.00033547895768567767,relu,0.9999999999999998
5,1991027166,1,Myken,92,0.005155554243615325,5.603863308277527e-05,relu,0.9999999999999998
5,1991027166,2,Træna,292,0.05014286639755434,0.0001717221451971039,relu,0.9999999999999998
5,1991027166,3,Selvær,194,0.002516285571625472,1.2970544183636453e-05,relu,0.9999999999999998
5,1991027166,5,Hestmannøy,1078,-0.009079069673356246,-8.42214255413381e-06,relu,0.9999999999999998
5,1991027166,6,Indre Kvarøy,356,0.04624746712853966,0.00012990861552960578,relu,0.9999999999999998
5,1991027166,7,Onøy og Lurøy,259,0.030729749791180695,0.00011864768259143126,relu,0.9999999999999998
5,1991027166,8,Lovund,158,0.049508332126598414,0.0003133438742189773,relu,0.9999999999999998
5,1991027166,9,Sleneset,166,0.03619601205340948,0.00021804826538198482,relu,0.9999999999999998
5,1991027166,10,Aldra,173,0.05930593583346793,0.00034280887765010364,relu,0.9999999999999998
5,1991027166,11,Southern 1,583,0.03359210290669265,5.7619387490038854e-05,relu,0.9999999999999998
5,1991027166,12,Southern 2,397,-0.0184280855352773,-4.6418351474250124e-05,relu,0.9999999999999998
5,1991027166,13,Southern 3,584,0.0028903860272566227,4.94929114256271e-06,relu,0.9999999999999998
5,1991027166,14,Southern 4,486,-0.000754941414438838,-1.5533773959646874e-06,relu,0.9999999999999998
5,1991027166,15,Southern 5,202,-0.009403693180343935,-4.6552936536356114e-05,relu,0.9999999999999998
5,1991027166,0,Nesøy,119,0.03992199596459564,0.00033547895768567767,softmax,1.0004498786312268
5,1991027166,1,Myken,92,0.005155554243615325,5.603863308277527e-05,softmax,0.9998909027685056
5,1991027166,2,Træna,292,0.05014286639755434,0.0001717221451971039,softmax,1.0001222713157265
5,1991027166,3,Selvær,194,0.002516285571625472,1.2970544183636453e-05,softmax,0.9998047796971351
5,1991027166,5,Hestmannøy,1078,-0.009079069673356246,-8.42214255413381e-06,softmax,0.9997620035913357
5,1991027166,6,Indre Kvarøy,356,0.04624746712853966,0.00012990861552960578,softmax,1.0000386375282735
5,1991027166,7,Onøy og Lurøy,259,0.030729749791180695,0.00011864768259143126,softmax,1.0000161150458329
5,1991027166,8,Lovund,158,0.049508332126598414,0.0003133438742189773,softmax,1.0004055895284414
5,1991027166,9,Sleneset,166,0.03619601205340948,0.00021804826538198482,softmax,1.0002149391776838
5,1991027166,10,Aldra,173,0.05930593583346793,0.00034280887765010364,softmax,1.0004645451738086
5,1991027166,11,Southern 1,583,0.03359210290669265,5.7619387490038854e-05,softmax,0.9998940639374053
5,1991027166,12,Southern 2,397,-0.0184280855352773,-4.6418351474250124e-05,softmax,0.9996860321460814
5,1991027166,13,Southern 3,584,0.0028903860272566227,4.94929114256271e-06,softmax,0.9997887404515311
5,1991027166,14,Southern 4,486,-0.000754941414438838,-1.5533773959646874e-06,softmax,0.999775737946507
5,1991027166,15,Southern 5,202,-0.009403693180343935,-4.6552936536356114e-05,softmax,0.999685763060504
5,1991027166,0,Nesøy,119,0.03992199596459564,0.00033547895768567767,minmax,2.3919998450493725
5,1991027166,1,Myken,92,0.005155554243615325,5.603863308277527e-05,minmax,0.6423521762026244
5,1991027166,2,Træna,292,0.05014286639755434,0.0001717221451971039,minmax,1.366676368076031
5,1991027166,3,Selvær,194,0.002516285571625472,1.2970544183636453e-05,minmax,0.37269180613561903
5,1991027166,5,Hestmannøy,1078,-0.009079069673356246,-8.42214255413381e-06,minmax,0.23874669805467988
5,1991027166,6,Indre Kvarøy,356,0.04624746712853966,0.00012990861552960578,minmax,1.1048711156918063
5,1991027166,7,Onøy og Lurøy,259,0.030729749791180695,0.00011864768259143126,minmax,1.0343635212982092
5,1991027166,8,Lovund,158,0.049508332126598414,0.0003133438742189773,minmax,2.253406400304862
5,1991027166,9,Sleneset,166,0.03619601205340948,0.00021804826538198482,minmax,1.6567361091079424
5,1991027166,10,Aldra,173,0.05930593583346793,0.00034280887765010364,minmax,2.437894357220498
5,1991027166,11,Southern 1,583,0.03359210290669265,5.7619387490038854e-05,minmax,0.6522496856891963
5,1991027166,12,Southern 2,397,-0.0184280855352773,-4.6418351474250124e-05,minmax,0.1218947178610249
5,1991027166,13,Southern 3,584,0.0028903860272566227,4.94929114256271e-06,minmax,0.3224686799476286
5,1991027166,14,Southern 4,486,-0.000754941414438838,-1.5533773959646874e-06,minmax,0.2817538014994829
5,1991027166,15,Southern 5,202,-0.009403693180343935,-4.6552936536356114e-05,minmax,0.1218947178610249
5,1991027166,0,Nesøy,119,0.03992199596459564,0.00033547895768567767,rank,2.2602418384337284
5,1991027166,1,Myken,92,0.005155554243615325,5.603863308277527e-05,rank,0.5022759640963841
5,1991027166,2,Træna,292,0.05014286639755434,0.0001717221451971039,rank,0.9040967353734913
5,1991027166,3,Selvær,194,0.002516285571625472,1.2970544183636453e-05,rank,0.45204836768674567
5,1991027166,5,Hestmannøy,1078,-0.009079069673356246,-8.42214255413381e-06,rank,0.347729513605189
5,1991027166,6,Indre Kvarøy,356,0.04624746712853966,0.00012990861552960578,rank,0.753413946144576
5,1991027166,7,Onøy og Lurøy,259,0.030729749791180695,0.00011864768259143126,rank,0.6457833824096366
5,1991027166,8,Lovund,158,0.049508332126598414,0.0003133438742189773,rank,1.506827892289152
5,1991027166,9,Sleneset,166,0.03619601205340948,0.00021804826538198482,rank,1.1301209192168642
5,1991027166,10,Aldra,173,0.05930593583346793,0.00034280887765010364,rank,4.520483676867457
5,1991027166,11,Southern 1,583,0.03359210290669265,5.7619387490038854e-05,rank,0.5650604596084321
5,1991027166,12,Southern 2,397,-0.0184280855352773,-4.6418351474250124e-05,rank,0.3228916912048183
5,1991027166,13,Southern 3,584,0.0028903860272566227,4.94929114256271e-06,rank,0.41095306153340516
5,1991027166,14,Southern 4,486,-0.000754941414438838,-1.5533773959646874e-06,rank,0.376706973072288
5,1991027166,15,Southern 5,202,-0.009403693180343935,-4.6552936536356114e-05,rank,0.30136557845783046
5,1991027166,0,Nesøy,119,0.03992199596459564,0.00033547895768567767,shifted_relu,0.9999999999999998
5,1991027166,1,Myken,92,0.005155554243615325,5.603863308277527e-05,shifted_relu,0.9999999999999998
5,1991027166,2,Træna,292,0.05014286639755434,0.0001717221451971039,shifted_relu,0.9999999999999998
5,1991027166,3,Selvær,194,0.002516285571625472,1.2970544183636453e-05,shifted_relu,0.9999999999999998
5,1991027166,5,Hestmannøy,1078,-0.009079069673356246,-8.42214255413381e-06,shifted_relu,0.9999999999999998
5,1991027166,6,Indre Kvarøy,356,0.04624746712853966,0.00012990861552960578,shifted_relu,0.9999999999999998
5,1991027166,7,Onøy og Lurøy,259,0.030729749791180695,0.00011864768259143126,shifted_relu,0.9999999999999998
5,1991027166,8,Lovund,158,0.049508332126598414,0.0003133438742189773,shifted_relu,0.9999999999999998
5,1991027166,9,Sleneset,166,0.03619601205340948,0.00021804826538198482,shifted_relu,0.9999999999999998
5,1991027166,10,Aldra,173,0.05930593583346793,0.00034280887765010364,shifted_relu,0.9999999999999998
5,1991027166,11,Southern 1,583,0.03359210290669265,5.7619387490038854e-05,shifted_relu,0.9999999999999998
5,1991027166,12,Southern 2,397,-0.0184280855352773,-4.6418351474250124e-05,shifted_relu,0.9999999999999998
5,1991027166,13,Southern 3,584,0.0028903860272566227,4.94929114256271e-06,shifted_relu,0.9999999999999998
5,1991027166,14,Southern 4,486,-0.000754941414438838,-1.5533773959646874e-06,shifted_relu,0.9999999999999998
5,1991027166,15,Southern 5,202,-0.009403693180343935,-4.6552936536356114e-05,shifted_relu,0.9999999999999998
6,203411449,0,Nesøy,119,-0.031803853219991574,-0.0002672592707562317,relu,0.9999999999999998
6,203411449,1,Myken,92,0.009556935678202353,0.00010387973563263427,relu,0.9999999999999998
6,203411449,2,Træna,292,-0.015317043402024952,-5.245562808912655e-05,relu,0.9999999999999998
6,203411449,3,Selvær,194,-0.05780652172579179,-0.00029797176147315353,relu,0.9999999999999998
6,203411449,5,Hestmannøy,1078,0.025784630770742615,2.3918952477497786e-05,relu,0.9999999999999998
6,203411449,6,Indre Kvarøy,356,0.039686405852383026,0.00011147866812467142,relu,0.9999999999999998
6,203411449,7,Onøy og Lurøy,259,-0.031747067854548,-0.00012257555156196137,relu,0.9999999999999998
6,203411449,8,Lovund,158,-0.0012046995232871274,-7.624680527133718e-06,relu,0.9999999999999998
6,203411449,9,Sleneset,166,-0.018708817179015715,-0.00011270371794587779,relu,0.9999999999999998
6,203411449,10,Aldra,173,-0.02263318691284918,-0.00013082767001646925,relu,0.9999999999999998
6,203411449,11,Southern 1,583,0.03780392087059117,6.484377507820098e-05,relu,0.9999999999999998
6,203411449,12,Southern 2,397,0.00837785453835027,2.1102908157053576e-05,relu,0.9999999999999998
6,203411449,13,Southern 3,584,-0.05604472993490386,-9.596700331319154e-05,relu,0.9999999999999998
6,203411449,14,Southern 4,486,0.04126194721850284,8.490112596399762e-05,relu,0.9999999999999998
6,203411449,15,Southern 5,202,0.014174317595524922,7.016988908675704e-05,relu,0.9999999999999998
6,203411449,0,Nesøy,119,-0.031803853219991574,-0.0002672592707562317,softmax,0.9995464986097289
6,203411449,1,Myken,92,0.009556935678202353,0.00010387973563263427,softmax,1.0002887154299303
6,203411449,2,Træna,292,-0.015317043402024952,-5.245562808912655e-05,softmax,0.9999760033201325
6,203411449,3,Selvær,194,-0.05780652172579179,-0.00029797176147315353,softmax,0.9994851033702297
6,203411449,5,Hestmannøy,1078,0.025784630770742615,2.3918952477497786e-05,softmax,1.0001287604822602
6,203411449,6,Indre Kvarøy,356,0.039686405852383026,0.00011147866812467142,softmax,1.000303917798294
6,203411449,7,Onøy og Lurøy,259,-0.031747067854548,-0.00012257555156196137,softmax,0.9998357766713891
6,203411449,8,Lovund,158,-0.0012046995232871274,-7.624680527133718e-06,softmax,1.00006566708332
6,203411449,9,Sleneset,166,-0.018708817179015715,-0.00011270371794587779,softmax,0.9998555172911261
6,203411449,10,Aldra,173,-0.02263318691284918,-0.00013082767001646925,softmax,0.9998192752810326
6,203411449,11,Southern 1,583,0.03780392087059117,6.484377507820098e-05,softmax,1.0002106240166662
6,203411449,12,Southern 2,397,0.00837785453835027,2.1102908157053576e-05,softmax,1.000123127684291
6,203411449,13,Southern 3,584,-0.05604472993490386,-9.596700331319154e-05,softmax,0.9998889864442201
6,203411449,14,Southern 4,486,0.04126194721850284,8.490112596399762e-05,softmax,1.0002507479723324
6,203411449,15,Southern 5,202,0.014174317595524922,7.016988908675704e-05,softmax,1.0002212785450455
6,203411449,0,Nesøy,119,-0.031803853219991574,-0.0002672592707562317,minmax,0.1186433837278772
6,203411449,1,Myken,92,0.009556935678202353,0.00010387973563263427,minmax,1.5523658374758602
6,203411449,2,Træna,292,-0.015317043402024952,-5.245562808912655e-05,minmax,0.9484370737934492
6,203411449,3,Selvær,194,-0.05780652172579179,-0.00029797176147315353,minmax,0.07908603845267642
6,203411449,5,Hestmannøy,1078,0.025784630770742615,2.3918952477497786e-05,minmax,1.2434746450780574
6,203411449,6,Indre Kvarøy,356,0.039686405852383026,0.00011147866812467142,minmax,1.5817207690535284
6,203411449,7,Onøy og Lurøy,259,-0.031747067854548,-0.00012257555156196137,minmax,0.6775614530489155
6,203411449,8,Lovund,158,-0.0012046995232871274,-7.624680527133718e-06,minmax,1.121620530762352
6,203411449,9,Sleneset,166,-0.018708817179015715,-0.00011270371794587779,minmax,0.7156966780492585
6,203411449,10,Aldra,173,-0.02263318691284918,-0.00013082767001646925,minmax,0.6456832421480119
6,203411449,11,Southern 1,583,0.03780392087059117,6.484377507820098e-05,minmax,1.4015686100567848
6,203411449,12,Southern 2,397,0.00837785453835027,2.1102908157053576e-05,minmax,1.232596171235456
6,203411449,13,Southern 3,584,-0.05604472993490386,-9.596700331319154e-05,minmax,0.7803511691099819
6,203411449,14,Southern 4,486,0.04126194721850284,8.490112596399762e-05,minmax,1.4790508305527312
6,203411449,15,Southern 5,202,0.014174317595524922,7.016988908675704e-05,minmax,1.4221435674550584
6,203411449,0,Nesøy,119,-0.031803853219991574,-0.0002672592707562317,rank,0.3228916912048183
6,203411449,1,Myken,92,0.009556935678202353,0.00010387973563263427,rank,2.2602418384337284
6,203411449,2,Træna,292,-0.015317043402024952,-5.245562808912655e-05,rank,0.5022759640963841
6,203411449,3,Selvær,194,-0.05780652172579179,-0.00029797176147315353,rank,0.30136557845783046
6,203411449,5,Hestmannøy,1078,0.025784630770742615,2.3918952477497786e-05,rank,0.753413946144576
6,203411449,6,Indre Kvarøy,356,0.039686405852383026,0.00011147866812467142,rank,4.520483676867457
6,203411449,7,Onøy og Lurøy,259,-0.031747067854548,-0.00012257555156196137,rank,0.376706973072288
6,203411449,8,Lovund,158,-0.0012046995232871274,-7.624680527133718e-06,rank,0.5650604596084321
6,203411449,9,Sleneset,166,-0.018708817179015715,-0.00011270371794587779,rank,0.41095306153340516
6,203411449,10,Aldra,173,-0.02263318691284918,-0.00013082767001646925,rank,0.347729513605189
6,203411449,11,Southern 1,583,0.03780392087059117,6.484377507820098e-05,rank,0.9040967353734913
6,203411449,12,Southern 2,397,0.00837785453835027,2.1102908157053576e-05,rank,0.6457833824096366
6,203411449,13,Southern 3,584,-0.05604472993490386,-9.596700331319154e-05,rank,0.45204836768674567
6,203411449,14,Southern 4,486,0.04126194721850284,8.490112596399762e-05,rank,1.506827892289152
6,203411449,15,Southern 5,202,0.014174317595524922,7.016988908675704e-05,rank,1.1301209192168642
6,203411449,0,Nesøy,119,-0.031803853219991574,-0.0002672592707562317,shifted_relu,0.9999999999999998
6,203411449,1,Myken,92,0.009556935678202353,0.00010387973563263427,shifted_relu,0.9999999999999998
6,203411449,2,Træna,292,-0.015317043402024952,-5.245562808912655e-05,shifted_relu,0.9999999999999998
6,203411449,3,Selvær,194,-0.05780652172579179,-0.00029797176147315353,shifted_relu,0.9999999999999998
6,203411449,5,Hestmannøy,1078,0.025784630770742615,2.3918952477497786e-05,shifted_relu,0.9999999999999998
6,203411449,6,Indre Kvarøy,356,0.039686405852383026,0.00011147866812467142,shifted_relu,0.9999999999999998
6,203411449,7,Onøy og Lurøy,259,-0.031747067854548,-0.00012257555156196137,shifted_relu,0.9999999999999998
6,203411449,8,Lovund,158,-0.0012046995232871274,-7.624680527133718e-06,shifted_relu,0.9999999999999998
6,203411449,9,Sleneset,166,-0.018708817179015715,-0.00011270371794587779,shifted_relu,0.9999999999999998
6,203411449,10,Aldra,173,-0.02263318691284918,-0.00013082767001646925,shifted_relu,0.9999999999999998
6,203411449,11,Southern 1,583,0.03780392087059117,6.484377507820098e-05,shifted_relu,0.9999999999999998
6,203411449,12,Southern 2,397,0.00837785453835027,2.1102908157053576e-05,shifted_relu,0.9999999999999998
6,203411449,13,Southern 3,584,-0.05604472993490386,-9.596700331319154e-05,shifted_relu,0.9999999999999998
6,203411449,14,Southern 4,486,0.04126194721850284,8.490112596399762e-05,shifted_relu,0.9999999999999998
6,203411449,15,Southern 5,202,0.014174317595524922,7.016988908675704e-05,shifted_relu,0.9999999999999998
7,320106164,0,Nesøy,119,0.04881127918217113,0.0004101788166569003,relu,0.9999999999999998
7,320106164,1,Myken,92,0.0326411517825217,0.000354795128070888,relu,0.9999999999999998
7,320106164,2,Træna,292,0.022713581107080397,7.778623666808354e-05,relu,0.9999999999999998
7,320106164,3,Selvær,194,-0.06387076179315651,-0.00032923073089255933,relu,0.9999999999999998
7,320106164,5,Hestmannøy,1078,0.1234105303257364,0.00011448101143389276,relu,0.9999999999999998
7,320106164,6,Indre Kvarøy,356,0.05592934644143819,0.00015710490573437694,relu,0.9999999999999998
7,320106164,7,Onøy og Lurøy,259,-0.01807697491476743,-6.979526994118699e-05,relu,0.9999999999999998
7,320106164,8,Lovund,158,0.05291462712049918,0.0003349027032942986,relu,0.9999999999999998
7,320106164,9,Sleneset,166,-0.06673220069250924,-0.0004020012089910195,relu,0.9999999999999998
7,320106164,10,Aldra,173,-0.013664595677874043,-7.898610218424302e-05,relu,0.9999999999999998
7,320106164,11,Southern 1,583,0.06351426140280424,0.00010894384460172254,relu,0.9999999999999998
7,320106164,12,Southern 2,397,0.023377486428878155,5.888535624402558e-05,relu,0.9999999999999998
7,320106164,13,Southern 3,584,-0.07452063792748999,-0.00012760383206761983,relu,0.9999999999999998
7,320106164,14,Southern 4,486,0.028561895977158323,5.8769333286333996e-05,relu,0.9999999999999998
7,320106164,15,Southern 5,202,0.002084323557274263,1.0318433451852788e-05,relu,0.9999999999999998
7,320106164,0,Nesøy,119,0.04881127918217113,0.0004101788166569003,softmax,1.0007300527506722
7,320106164,1,Myken,92,0.0326411517825217,0.000354795128070888,softmax,1.0006192106464298
7,320106164,2,Træna,292,0.022713581107080397,7.778623666808354e-05,softmax,1.0000650033444407
7,320106164,3,Selvær,194,-0.06387076179315651,-0.00032923073089255933,softmax,0.9992512477516613
7,320106164,5,Hestmannøy,1078,0.1234105303257364,0.00011448101143389276,softmax,1.0001384003577924
7,320106164,6,Indre Kvarøy,356,0.05592934644143819,0.00015710490573437694,softmax,1.0002236635789166
7,320106164,7,Onøy og Lurøy,259,-0.01807697491476743,-6.979526994118699e-05,softmax,0.9997698647037871
7,320106164,8,Lovund,158,0.05291462712049918,0.0003349027032942986,softmax,1.000579401953571
