trait,method_key,n_train_size,pearson_r_median,pearson_r_mean,pearson_r_std,n_rows
thr_wing,pevmean_ga_pc_ridge,1000,0.2403948170137684,0.2359930676165297,0.030198400534227364,10
thr_wing,pevmean_ga_pc_ridge,1500,0.2403931307573321,0.2553857521226536,0.03927010549078925,10
thr_wing,pevmean_ga_pc_ridge,2000,0.2740163076359647,0.26995524751520733,0.04505671988613268,10
thr_wing,pevmean_ga_pc_ridge,2500,0.2957566685829818,0.29000880469375556,0.019760795568034076,10
thr_wing,pevmean_ga_pc_ridge,3000,0.30516230727390625,0.3059089798462321,0.03341961062038615,10
thr_wing,pevmean_ga_pc_ridge,3500,0.3214173031709878,0.3156754733803577,0.02893705633385591,10
thr_wing,pevmean_ga_pc_ridge,4000,0.32564254579455293,0.3224604156162131,0.028305350524196717,10
thr_wing,pevmean_ga_pc_ridge,4500,0.32469918970131373,0.3317266303754134,0.02751727870521459,10
thr_wing,random_pc_ridge,500,0.17295418781819993,0.1689641634871951,0.04100165408124032,100
thr_wing,random_pc_ridge,1000,0.2202581772691524,0.21724293450933146,0.034109245499280134,100
thr_wing,random_pc_ridge,1500,0.2462296779685869,0.24801637052872255,0.033562612708659637,100
thr_wing,random_pc_ridge,2000,0.26976459945228015,0.2706788222182095,0.03108033417682774,100
thr_wing,random_pc_ridge,2500,0.28694895587751656,0.28708852776554733,0.030518041713160013,100
thr_wing,random_pc_ridge,3000,0.30518515747264735,0.30135913383820984,0.03079363772840298,100
thr_wing,random_pc_ridge,3500,0.3110088424140842,0.312367687327899,0.030234117528770015,100
thr_wing,random_pc_ridge,4000,0.32678272953190146,0.323668887535318,0.029878852480632562,100
thr_wing,random_pc_ridge,4500,0.32910442559085296,0.330639092703051,0.02700946287075928,100
