trait,method,target_island,target_island_name,repeat,repeat_seed,n_train_size,n_train,n_pcs,n_pcs_requested,alpha,pearson_r,mse_adj,fit_time_seconds,n_test
body_mass,random_pc_ridge,0,Nesøy,0,744452614,500,500,2500,2500,89093.2,0.24015622313084437,1072.510009765625,0.036496709999482846,119
body_mass,random_pc_ridge,0,Nesøy,1,154263954,500,500,2500,2500,89093.2,0.04045372612818691,1063.604736328125,0.12724424800035194,119
body_mass,random_pc_ridge,0,Nesøy,2,1378078444,500,500,2500,2500,89093.2,0.00224002851283031,1062.8642578125,0.027946076999796787,119
body_mass,random_pc_ridge,0,Nesøy,3,1181729346,500,500,2500,2500,89093.2,0.035307191960576925,1066.6661376953125,0.03161556200211635,119
body_mass,random_pc_ridge,0,Nesøy,4,555131593,500,500,2500,2500,89093.2,0.11906762231165105,1068.1177978515625,0.03184173699992243,119
body_mass,random_pc_ridge,0,Nesøy,5,19,500,500,2500,2500,89093.2,0.1335492918904391,1059.4349365234375,0.031696725000074366,119
body_mass,random_pc_ridge,0,Nesøy,6,20,500,500,2500,2500,89093.2,0.2975267775532557,1068.3873291015625,0.032941024997853674,119
body_mass,random_pc_ridge,0,Nesøy,7,21,500,500,2500,2500,89093.2,0.026506050906176658,1068.0433349609375,0.032819821000884986,119
body_mass,random_pc_ridge,0,Nesøy,8,22,500,500,2500,2500,89093.2,0.24150563534589523,1068.3604736328125,0.031836870999541134,119
body_mass,random_pc_ridge,0,Nesøy,9,23,500,500,2500,2500,89093.2,0.2515978654831326,1060.7291259765625,0.03189383299832116,119
body_mass,random_pc_ridge,0,Nesøy,0,744452614,1000,1000,2500,2500,89093.2,0.1806640743752591,1065.8734130859375,0.05984793699826696,119
body_mass,random_pc_ridge,0,Nesøy,1,154263954,1000,1000,2500,2500,89093.2,0.10980895876066622,1066.8719482421875,0.06689124300100957,119
body_mass,random_pc_ridge,0,Nesøy,2,1378078444,1000,1000,2500,2500,89093.2,-0.06320194746236969,1065.5126953125,0.09176525399743696,119
body_mass,random_pc_ridge,0,Nesøy,3,1181729346,1000,1000,2500,2500,89093.2,0.005882595358149341,1063.82861328125,0.06469608399856952,119
body_mass,random_pc_ridge,0,Nesøy,4,555131593,1000,1000,2500,2500,89093.2,0.1220339317220588,1066.4613037109375,0.09747517600044375,119
body_mass,random_pc_ridge,0,Nesøy,5,19,1000,1000,2500,2500,89093.2,0.014921409216381933,1066.0006103515625,0.07698484399952576,119
body_mass,random_pc_ridge,0,Nesøy,6,20,1000,1000,2500,2500,89093.2,0.1056162577430741,1063.20166015625,0.08262020999973174,119
body_mass,random_pc_ridge,0,Nesøy,7,21,1000,1000,2500,2500,89093.2,0.2203388870222943,1071.9300537109375,0.06276082700060215,119
body_mass,random_pc_ridge,0,Nesøy,8,22,1000,1000,2500,2500,89093.2,0.010072828461569922,1068.72998046875,0.06539655400047195,119
body_mass,random_pc_ridge,0,Nesøy,9,23,1000,1000,2500,2500,89093.2,-0.002807181123278581,1065.1351318359375,0.07181473899981938,119
body_mass,random_pc_ridge,0,Nesøy,0,744452614,1500,1500,2500,2500,89093.2,0.1471171888432476,1068.6458740234375,0.15612676499949885,119
body_mass,random_pc_ridge,0,Nesøy,1,154263954,1500,1500,2500,2500,89093.2,0.16252216368951444,1064.912841796875,0.20591451600193977,119
body_mass,random_pc_ridge,0,Nesøy,2,1378078444,1500,1500,2500,2500,89093.2,0.1681920666290922,1063.4658203125,0.19894427899998846,119
body_mass,random_pc_ridge,0,Nesøy,3,1181729346,1500,1500,2500,2500,89093.2,0.25232371940611453,1073.1162109375,0.16151591599918902,119
body_mass,random_pc_ridge,0,Nesøy,4,555131593,1500,1500,2500,2500,89093.2,0.2300162043608012,1069.140380859375,0.15857750799841597,119
body_mass,random_pc_ridge,0,Nesøy,5,19,1500,1500,2500,2500,89093.2,0.07218695104373453,1063.556640625,0.16116613999838592,119
body_mass,random_pc_ridge,0,Nesøy,6,20,1500,1500,2500,2500,89093.2,0.12762636515748546,1070.4417724609375,0.1587426520018198,119
body_mass,random_pc_ridge,0,Nesøy,7,21,1500,1500,2500,2500,89093.2,0.20141255576778755,1067.850341796875,0.16125287500108243,119
body_mass,random_pc_ridge,0,Nesøy,8,22,1500,1500,2500,2500,89093.2,0.023043247356098275,1067.0335693359375,0.15808805999768083,119
body_mass,random_pc_ridge,0,Nesøy,9,23,1500,1500,2500,2500,89093.2,0.29481056687618273,1069.4161376953125,0.1559524069998588,119
body_mass,random_pc_ridge,0,Nesøy,0,744452614,2000,2000,2500,2500,89093.2,0.22796903836378166,1072.246826171875,0.2641551579981751,119
body_mass,random_pc_ridge,0,Nesøy,1,154263954,2000,2000,2500,2500,89093.2,0.38376449308367416,1070.40673828125,0.24685042800047086,119
body_mass,random_pc_ridge,0,Nesøy,2,1378078444,2000,2000,2500,2500,89093.2,0.10751303603664604,1066.947998046875,0.25490993600033107,119
body_mass,random_pc_ridge,0,Nesøy,3,1181729346,2000,2000,2500,2500,89093.2,0.29303516154526615,1070.9169921875,0.25505492700176546,119
body_mass,random_pc_ridge,0,Nesøy,4,555131593,2000,2000,2500,2500,89093.2,0.025293052392676246,1066.255126953125,0.2523627660011698,119
body_mass,random_pc_ridge,0,Nesøy,5,19,2000,2000,2500,2500,89093.2,0.2681962591538696,1071.1497802734375,0.24879260899979272,119
body_mass,random_pc_ridge,0,Nesøy,6,20,2000,2000,2500,2500,89093.2,0.0920910944034274,1066.8033447265625,0.2524074840002868,119
body_mass,random_pc_ridge,0,Nesøy,7,21,2000,2000,2500,2500,89093.2,0.20303132138961408,1069.3392333984375,0.17191368199928547,119
body_mass,random_pc_ridge,0,Nesøy,8,22,2000,2000,2500,2500,89093.2,0.34019996678507264,1076.0811767578125,0.17326373399919248,119
body_mass,random_pc_ridge,0,Nesøy,9,23,2000,2000,2500,2500,89093.2,0.1557058754627454,1067.7720947265625,0.17481228099859436,119
body_mass,random_pc_ridge,0,Nesøy,0,744452614,2500,2500,2500,2500,89093.2,0.29450532361373905,1072.144287109375,0.25217014599911636,119
body_mass,random_pc_ridge,0,Nesøy,1,154263954,2500,2500,2500,2500,89093.2,0.26078531804196237,1073.9239501953125,0.2614294160011923,119
body_mass,random_pc_ridge,0,Nesøy,2,1378078444,2500,2500,2500,2500,89093.2,0.29511415186231954,1072.1787109375,0.1674074370021117,119
body_mass,random_pc_ridge,0,Nesøy,3,1181729346,2500,2500,2500,2500,89093.2,0.11106479344905264,1062.9644775390625,0.1768731479969574,119
body_mass,random_pc_ridge,0,Nesøy,4,555131593,2500,2500,2500,2500,89093.2,0.16904827342769624,1061.2220458984375,0.25877242099886644,119
body_mass,random_pc_ridge,0,Nesøy,5,19,2500,2500,2500,2500,89093.2,0.288191818080814,1070.738525390625,0.18445031000010204,119
body_mass,random_pc_ridge,0,Nesøy,6,20,2500,2500,2500,2500,89093.2,0.14026156958984742,1068.5263671875,0.17957389499861165,119
body_mass,random_pc_ridge,0,Nesøy,7,21,2500,2500,2500,2500,89093.2,0.0984191088026936,1069.62353515625,0.25530745400101296,119
body_mass,random_pc_ridge,0,Nesøy,8,22,2500,2500,2500,2500,89093.2,-0.01725025027207953,1064.3201904296875,2.63816646000123,119
body_mass,random_pc_ridge,0,Nesøy,9,23,2500,2500,2500,2500,89093.2,0.18892887746605297,1069.2034912109375,2.741699175996473,119
body_mass,random_pc_ridge,0,Nesøy,0,744452614,3000,3000,2500,2500,89093.2,0.1622880894602256,1067.50244140625,0.31426202000147896,119
body_mass,random_pc_ridge,0,Nesøy,1,154263954,3000,3000,2500,2500,89093.2,0.22437833721912262,1071.8538818359375,0.29353714900207706,119
body_mass,random_pc_ridge,0,Nesøy,2,1378078444,3000,3000,2500,2500,89093.2,0.1925446345531316,1066.6357421875,0.2621038409997709,119
body_mass,random_pc_ridge,0,Nesøy,3,1181729346,3000,3000,2500,2500,89093.2,0.18195805119718952,1068.682861328125,0.1691041620033502,119
body_mass,random_pc_ridge,0,Nesøy,4,555131593,3000,3000,2500,2500,89093.2,0.11838714401532698,1069.4437255859375,0.18084430899762083,119
body_mass,random_pc_ridge,0,Nesøy,5,19,3000,3000,2500,2500,89093.2,0.18989171739496927,1068.020751953125,0.15678856000158703,119
body_mass,random_pc_ridge,0,Nesøy,6,20,3000,3000,2500,2500,89093.2,0.16599051865284714,1066.9517822265625,0.1681228019988339,119
body_mass,random_pc_ridge,0,Nesøy,7,21,3000,3000,2500,2500,89093.2,0.23730631690526485,1069.56689453125,0.16579108700170764,119
body_mass,random_pc_ridge,0,Nesøy,8,22,3000,3000,2500,2500,89093.2,0.1371798001147323,1067.749755859375,0.1673829220017069,119
body_mass,random_pc_ridge,0,Nesøy,9,23,3000,3000,2500,2500,89093.2,0.27029653141785553,1068.6044921875,0.1772727110001142,119
body_mass,random_pc_ridge,0,Nesøy,0,744452614,3500,3500,2500,2500,89093.2,0.20955332734600104,1067.0643310546875,0.17924854800003232,119
body_mass,random_pc_ridge,0,Nesøy,1,154263954,3500,3500,2500,2500,89093.2,0.21756232071478682,1069.086669921875,0.19110806100070477,119
body_mass,random_pc_ridge,0,Nesøy,2,1378078444,3500,3500,2500,2500,89093.2,0.20628573198690373,1068.5433349609375,0.176486960001057,119
body_mass,random_pc_ridge,0,Nesøy,3,1181729346,3500,3500,2500,2500,89093.2,0.19890113902987622,1066.94482421875,0.17868174400064163,119
body_mass,random_pc_ridge,0,Nesøy,4,555131593,3500,3500,2500,2500,89093.2,0.25217351668114607,1068.507568359375,0.1916290070003015,119
body_mass,random_pc_ridge,0,Nesøy,5,19,3500,3500,2500,2500,89093.2,0.20807677631185756,1067.7244873046875,0.31091595999896526,119
body_mass,random_pc_ridge,0,Nesøy,6,20,3500,3500,2500,2500,89093.2,0.22953708769343253,1070.0537109375,1.6004751740001666,119
body_mass,random_pc_ridge,0,Nesøy,7,21,3500,3500,2500,2500,89093.2,0.13338971867834565,1068.21875,0.25152709699978004,119
