target_island,target_island_name,model,removal_fraction,corr_eval_mean,corr_eval_std,mse_adj_mean,mse_adj_std,fit_time_mean_s,fit_time_std_s,n_source_train_mean,n_runs
0,Nesøy,ridge,0.0,0.18706601361433664,0.05199861075156259,1.3067835569381714,0.04367767458446363,242.61909583831826,1.492800346308047,5578.0,3
0,Nesøy,ridge,0.25,0.17654337485631308,0.010517615024897462,1.2975752751032512,0.01868663944216656,167.46434565400705,1.1670847099058443,4184.0,3
0,Nesøy,ridge,0.5,0.18691427260637283,0.09787194298526866,1.2784854571024578,0.037054441094020826,101.80974786169827,0.7489480018786709,2789.0,3
0,Nesøy,ridge,0.75,0.14052344610293707,0.0881589838120982,1.3130440711975098,0.02186274715184333,48.223045642254874,0.39022371507134584,1394.0,3
