ringnr,island,score,rank
8887370,5,-0.0003748723574972246,0
8747224,5,-0.0001842619476519758,1
8L89399,6,-0.00017152535838249605,2
8N42716,4,-0.0001711890108708758,3
8981657,2,-0.00017047764231392648,4
8M72707,6,-0.00015623897161276545,5
8N42715,4,-0.0001454561479476979,6
8816949,4,-0.0001445532834623009,7
8M71865,5,-0.00013651584413310047,8
8816954,4,-0.00013565354493039194,9
8794352,1,-0.000131339994368318,10
8L89654,5,-0.00012692738528130576,11
8887342,5,-0.00012617080665222602,12
8981031,4,-0.00012047582458762918,13
8N13927,5,-0.00011732266830222216,14
8N14902,6,-0.00011719452959368937,15
8668476,5,-0.00011664896010188386,16
8934059,5,-0.00011411528976168483,17
8M71867,5,-0.00011349068427080056,18
8573608,7,-0.00011308251032460248,19
8681038,5,-0.00011288267069176072,20
8943897,5,-0.00010795499565574573,21
8934077,5,-0.00010735665091488045,22
8681028,5,-0.00010710132846725173,23
8747735,7,-0.00010497155108168954,24
8N42729,5,-0.00010260297131026164,25
8730417,4,-0.00010238426057185279,26
8681371,5,-0.00010198262680205517,27
8P11750,7,-0.00010181332709180424,28
8939184,1,-9.956169469660381e-05,29
8800066,4,-9.784252597455634e-05,30
8N05534,5,-9.771168242878048e-05,31
8N73406,4,-9.572158251103247e-05,32
8N73409,4,-9.382031748828012e-05,33
8L48651,5,-9.324418806500034e-05,34
8730486,5,-9.180142023978988e-05,35
8681069,9,-9.036069332069019e-05,36
8800077,5,-9.004370076581836e-05,37
8N42706,4,-8.97606569196796e-05,38
8L48314,5,-8.960707418737002e-05,39
8N27902,1,-8.912212797440588e-05,40
8N27119,7,-8.908295330911642e-05,41
8M72666,5,-8.850769336277153e-05,42
8747732,7,-8.779234849498607e-05,43
8681396,7,-8.767279359744862e-05,44
8P14196,5,-8.695679753145669e-05,45
8N05726,5,-8.689676087669795e-05,46
8N05709,5,-8.648339644423686e-05,47
8L19729,4,-8.586149033362744e-05,48
8N05846,5,-8.466801045869943e-05,49
8N14181,6,-8.367619921045844e-05,50
8N13423,9,-8.350729876838159e-05,51
8747758,5,-8.252680800069356e-05,52
8887243,1,-8.240732768172165e-05,53
8M31634,4,-8.181678276741877e-05,54
8N14968,7,-8.169406191882445e-05,55
8800102,10,-8.148183769662865e-05,56
8800171,10,-8.129973775794497e-05,57
8L26597,6,-8.061208063736558e-05,58
8N73573,6,-7.87321332609281e-05,59
8M72996,10,-7.839953377697384e-05,60
8N73533,5,-7.827375247870805e-05,61
8943009,5,-7.814536184014287e-05,62
8N06293,2,-7.803915104886983e-05,63
8981604,10,-7.785162779327948e-05,64
8N42545,7,-7.725237810518593e-05,65
8M31504,4,-7.7150436482043e-05,66
8N06944,4,-7.624299178132787e-05,67
8681454,5,-7.597261901537422e-05,68
8L89384,5,-7.577298765681917e-05,69
8N28864,4,-7.570614798169117e-05,70
8651998,5,-7.56211093175807e-05,71
8N72664,5,-7.524810189352138e-05,72
8816959,4,-7.485542482754681e-05,73
8816486,5,-7.423811166518135e-05,74
8816418,4,-7.36838019292918e-05,75
8L19960,10,-7.28061750123743e-05,76
8L30396,2,-7.248129440995399e-05,77
8N73568,6,-7.181809360190528e-05,78
8L89793,5,-7.16798799658136e-05,79
8M31543,6,-7.158692460507154e-05,80
8L19921,5,-7.156338597269496e-05,81
8N73526,4,-7.144303435779875e-05,82
8981962,2,-6.994399518589489e-05,83
8934058,5,-6.951239083718974e-05,84
8M72708,6,-6.938711794646224e-05,85
8N27142,7,-6.919942552485736e-05,86
8N05840,10,-6.891936300235102e-05,87
8M71304,6,-6.858394772280008e-05,88
8N06359,5,-6.854940238554263e-05,89
8732595,7,-6.77262432873249e-05,90
8M31164,2,-6.757838673365768e-05,91
8N14109,6,-6.723199294356164e-05,92
8934888,7,-6.716655934724258e-05,93
8P14063,5,-6.696114178339485e-05,94
8L19988,4,-6.695515185128897e-05,95
8939180,5,-6.633949351453339e-05,96
8L52905,7,-6.607635123145883e-05,97
8943805,1,-6.578566399184638e-05,98
8732656,5,-6.576911800948437e-05,99
8934884,2,-6.559781240866869e-05,100
