target_island,method,removal_fraction,cal_fraction,corr_eval,mse_adj,n_train_remaining,seed,epochs_trained
0,tracin_iterative,0,0.2,0.09686027467250824,1.341485857963562,3326,10,49
0,tracin_iterative,1,0.2,0.027289222925901413,1.386590600013733,3160,10,55
0,tracin_iterative,2,0.2,0.11347745358943939,1.350692868232727,3002,10,62
0,tracin_iterative,3,0.2,0.10628532618284225,1.3485420942306519,2852,10,48
0,tracin_iterative,0,0.2,0.10501597821712494,1.3579374551773071,3326,11,57
0,tracin_iterative,1,0.2,0.19492243230342865,1.3616498708724976,3160,11,63
0,tracin_iterative,2,0.2,0.09939155727624893,1.3835557699203491,3002,11,78
0,tracin_iterative,3,0.2,0.09983295947313309,1.4092944860458374,2852,11,90
0,tracin_iterative,0,0.2,0.20827755331993103,1.3096827268600464,3326,12,49
0,tracin_iterative,1,0.2,0.11322212219238281,1.3361949920654297,3160,12,58
0,tracin_iterative,2,0.2,0.08690757304430008,1.4146722555160522,3002,12,76
0,tracin_iterative,3,0.2,0.10683063417673111,1.388351559638977,2852,12,82
0,random_iterative,0,0.2,0.09114017337560654,1.3535007238388062,3326,10,49
0,random_iterative,1,0.2,-0.06722871959209442,1.3734664916992188,3160,10,35
0,random_iterative,2,0.2,0.03370891883969307,1.3596073389053345,3002,10,39
0,random_iterative,3,0.2,0.13384494185447693,1.3593158721923828,2852,10,33
0,random_iterative,0,0.2,0.23731036484241486,1.318847417831421,3326,11,50
0,random_iterative,1,0.2,0.14412909746170044,1.3637322187423706,3160,11,59
0,random_iterative,2,0.2,0.1483089178800583,1.3453298807144165,3002,11,59
0,random_iterative,3,0.2,0.24023735523223877,1.2974662780761719,2852,11,58
0,random_iterative,0,0.2,-0.008809356018900871,1.3551088571548462,3326,12,34
0,random_iterative,1,0.2,0.10999184846878052,1.3522590398788452,3160,12,49
0,random_iterative,2,0.2,-0.030429868027567863,1.3597429990768433,3002,12,31
0,random_iterative,3,0.2,0.08054753392934799,1.363739013671875,2852,12,52
