target_island,source_island,source_island_name,phi,phi_per_individual,n_island,rank_full,rank_mean
4,5,Hestmannøy,0.06840047675700595,6.345127714007972e-05,1078,1,4
4,8,Lovund,0.05339377066333378,0.000337935257362872,158,2,1
4,9,Sleneset,0.03169471772612781,0.00019093203449474584,166,3,3
4,0,Nesøy,0.027491970912054173,0.00023102496564751405,119,4,2
4,11,Southern 1,0.01827842028160602,3.13523503972659e-05,583,5,6
4,6,Indre Kvarøy,0.016396083710931826,4.605641491834783e-05,356,6,5
4,1,Myken,-0.003965292481938113,-4.310100523845775e-05,92,7,9
4,14,Southern 4,-0.012528463051875003,-2.5778730559413586e-05,486,8,7
4,2,Træna,-0.013209214017703072,-4.52370343072023e-05,292,9,10
4,15,Southern 5,-0.014273650360051314,-7.066163544579858e-05,202,10,11
4,10,Aldra,-0.019084510927739877,-0.00011031509206786055,173,11,13
4,13,Southern 3,-0.025054592910532122,-4.290170018926733e-05,584,12,8
4,12,Southern 2,-0.030898500687314437,-7.782997654235374e-05,397,13,12
4,3,Selvær,-0.040093850549931045,-0.00020666933273160332,194,14,15
4,7,Onøy og Lurøy,-0.050775147575734494,-0.0001960430408329517,259,15,14
