n_removed,n_islands_remaining,n_individuals_remaining,corr_eval,mse_adj,method,order_seed,n_islands,n_individuals,target_island
14,1,158,0.0615974824579921,1.5533528327941895,shapley_mean,-1,1,158,4
13,2,277,0.09163699084065903,1.5479869842529297,shapley_mean,-1,2,277,4
12,3,443,0.04327770463223634,1.5545247793197632,shapley_mean,-1,3,443,4
11,4,1521,0.0912231145332052,1.5446770191192627,shapley_mean,-1,4,1521,4
10,5,1877,0.13350250226641244,1.5326710939407349,shapley_mean,-1,5,1877,4
9,6,2460,0.1546312221589587,1.5246000289916992,shapley_mean,-1,6,2460,4
8,7,2946,0.1561788109199364,1.5222874879837036,shapley_mean,-1,7,2946,4
7,8,3530,0.12843061304837872,1.5300571918487549,shapley_mean,-1,8,3530,4
6,9,3622,0.13231520120716117,1.528164029121399,shapley_mean,-1,9,3622,4
5,10,3914,0.13591242627266184,1.5277454853057861,shapley_mean,-1,10,3914,4
4,11,4116,0.1312712546133207,1.5297991037368774,shapley_mean,-1,11,4116,4
3,12,4513,0.1368659441852937,1.5273816585540771,shapley_mean,-1,12,4513,4
2,13,4686,0.12340286285535844,1.5286226272583008,shapley_mean,-1,13,4686,4
1,14,4945,0.12299368445902624,1.5278064012527466,shapley_mean,-1,14,4945,4
0,15,5139,0.10997258020037234,1.533318042755127,shapley_mean,-1,15,5139,4
