analysis,method,weight_scheme,order_seed,weighted_fit_used,n_individuals,corr_eval,mse_adj,target_island,target_island_name,repeat,repeat_seed,trait,n_components,avg_grm_obj
weighted_full,bpcrr_weight_exp_beta_4p0,exp_beta_4p0,-1,True,5578,0.3035801721502603,4.20616407019001,0,Nesøy,0,2076391374,body_mass,500,-0.0012997164876513844
weighted_full,bpcrr_weight_exp_beta_4p0,exp_beta_4p0,-1,True,5605,0.1865100480093071,5.68896076223034,1,Myken,0,2041129560,body_mass,500,-0.0011549602703682994
weighted_full,bpcrr_weight_exp_beta_4p0,exp_beta_4p0,-1,True,5405,0.2428522253781409,4.775705019512931,2,Træna,0,691795168,body_mass,500,-0.0015742536471535559
weighted_full,bpcrr_weight_exp_beta_4p0,exp_beta_4p0,-1,True,5503,0.19996554261926514,3.5580011182803046,3,Selvær,0,1712667889,body_mass,500,-0.001113041352838955
weighted_full,bpcrr_weight_exp_beta_4p0,exp_beta_4p0,-1,True,5139,0.0936810363848629,3.9613344749102786,4,Gjerøy,0,31823479,body_mass,500,-0.0036667255796769163
weighted_full,bpcrr_weight_exp_beta_4p0,exp_beta_4p0,-1,True,4619,0.13926815018425098,4.5363187930888245,5,Hestmannøy,0,639053116,body_mass,500,-0.004097308018003854
weighted_full,bpcrr_weight_exp_beta_4p0,exp_beta_4p0,-1,True,5341,0.2512208759490842,4.119142085007338,6,Indre Kvarøy,0,159331124,body_mass,500,-0.002539627952297367
weighted_full,bpcrr_weight_exp_beta_4p0,exp_beta_4p0,-1,True,5438,0.21162390909230788,3.911373906587264,7,Onøy og Lurøy,0,324992130,body_mass,500,-0.001944004273372419
weighted_full,bpcrr_weight_exp_beta_4p0,exp_beta_4p0,-1,True,5539,0.3918339894557418,3.454653568816387,8,Lovund,0,904772756,body_mass,500,-0.0007632773359394643
weighted_full,bpcrr_weight_exp_beta_4p0,exp_beta_4p0,-1,True,5531,0.17430536541779829,3.794847385654643,9,Sleneset,0,698402219,body_mass,500,-0.0015718369968423813
weighted_full,bpcrr_weight_exp_beta_4p0,exp_beta_4p0,-1,True,5524,0.1463771117051235,3.4619334545062577,10,Aldra,0,859124446,body_mass,500,-0.005076303334098852
weighted_full,bpcrr_weight_exp_beta_4p0,exp_beta_4p0,-1,True,5114,0.1309891495902383,3.0374650829980503,11,Southern 1,0,1584512352,body_mass,500,-0.004787047109560498
weighted_full,bpcrr_weight_exp_beta_4p0,exp_beta_4p0,-1,True,5300,0.043533912835221004,3.5688924397000807,12,Southern 2,0,1695995065,body_mass,500,-0.003690062699420242
weighted_full,bpcrr_weight_exp_beta_4p0,exp_beta_4p0,-1,True,5113,0.15952804251710162,3.1357352338558524,13,Southern 3,0,33537373,body_mass,500,-0.0036528064612761538
weighted_full,bpcrr_weight_exp_beta_4p0,exp_beta_4p0,-1,True,5211,0.0415135675092431,3.0408613809874985,14,Southern 4,0,631883636,body_mass,500,-0.003263157137102592
weighted_full,bpcrr_weight_exp_beta_4p0,exp_beta_4p0,-1,True,5495,0.10819652522613947,2.9908027580877325,15,Southern 5,0,929754402,body_mass,500,-0.002507729787105793
