n_removed,n_islands_remaining,n_individuals_remaining,corr_eval,mse_adj,method,order_seed,n_islands,n_individuals,target_island
14,1,119,0.08862885946937278,1.003379225730896,shapley_mean,-1,1,119,9
13,2,211,0.20021113804921947,0.9904581904411316,shapley_mean,-1,2,211,9
12,3,697,0.19102522109250075,0.9921679496765137,shapley_mean,-1,3,697,9
11,4,891,0.186630422199348,0.9870266318321228,shapley_mean,-1,4,891,9
10,5,1064,0.20321450402960337,0.9833311438560486,shapley_mean,-1,5,1064,9
9,6,1461,0.11373305488858555,0.9963161945343018,shapley_mean,-1,6,1461,9
8,7,1619,0.1739477345964167,0.9735939502716064,shapley_mean,-1,7,1619,9
7,8,2203,0.16997222655846678,0.974364697933197,shapley_mean,-1,8,2203,9
6,9,2495,0.12901152467022023,0.9817252159118652,shapley_mean,-1,9,2495,9
5,10,3078,0.13151842299153282,0.9790844917297363,shapley_mean,-1,10,3078,9
4,11,4156,0.09629049489248903,0.9884170293807983,shapley_mean,-1,11,4156,9
3,12,4358,0.10343665903581006,0.9875585436820984,shapley_mean,-1,12,4358,9
2,13,4617,0.13531332429870324,0.9777407050132751,shapley_mean,-1,13,4617,9
1,14,4973,0.17888488198189215,0.9639606475830078,shapley_mean,-1,14,4973,9
0,15,5531,0.1355647595069453,0.9760047197341919,shapley_mean,-1,15,5531,9
14,1,119,-0.033356689804906546,1.0169609785079956,random_individual,0,1,119,9
13,2,211,0.04783753242743685,1.0247081518173218,random_individual,0,2,211,9
12,3,697,0.1682991503605988,0.9837865233421326,random_individual,0,3,697,9
11,4,891,0.18884256519561574,0.9763240814208984,random_individual,0,4,891,9
10,5,1064,0.19495336687015052,0.973251461982727,random_individual,0,5,1064,9
9,6,1461,0.1788960208085918,0.9736106395721436,random_individual,0,6,1461,9
8,7,1619,0.18192490441741785,0.9726365208625793,random_individual,0,7,1619,9
7,8,2203,0.23237755553850806,0.9604560136795044,random_individual,0,8,2203,9
6,9,2495,0.1994194976549232,0.9638516902923584,random_individual,0,9,2495,9
5,10,3078,0.17853128996120168,0.9678540229797363,random_individual,0,10,3078,9
4,11,4156,0.13594603669811078,0.9805627465248108,random_individual,0,11,4156,9
3,12,4358,0.15239276719982736,0.974114179611206,random_individual,0,12,4358,9
2,13,4617,0.13460266089700373,0.9768590331077576,random_individual,0,13,4617,9
1,14,4973,0.12514879416769872,0.9795344471931458,random_individual,0,14,4973,9
0,15,5531,0.1355647595069453,0.9760047197341919,random_individual,0,15,5531,9
14,1,119,-0.05489996595104368,1.0154297351837158,random_individual,1,1,119,9
13,2,211,-0.04048943492437643,1.0126794576644897,random_individual,1,2,211,9
12,3,697,0.023768736084070975,1.003729224205017,random_individual,1,3,697,9
11,4,891,0.02619174221702016,1.0028319358825684,random_individual,1,4,891,9
10,5,1064,0.025872223668492934,1.0016125440597534,random_individual,1,5,1064,9
9,6,1461,-0.013209693205154348,1.009891152381897,random_individual,1,6,1461,9
8,7,1619,0.018823301852998214,1.0042991638183594,random_individual,1,7,1619,9
7,8,2203,0.007753225569639833,1.0039458274841309,random_individual,1,8,2203,9
6,9,2495,-0.007409868362704099,1.0067956447601318,random_individual,1,9,2495,9
5,10,3078,0.008203335016781166,1.0047686100006104,random_individual,1,10,3078,9
4,11,4156,0.12880556257049267,0.9787643551826477,random_individual,1,11,4156,9
3,12,4358,0.15168044692408283,0.9720629453659058,random_individual,1,12,4358,9
2,13,4617,0.14056842106285525,0.9732372164726257,random_individual,1,13,4617,9
