n_individuals,corr_eval,mse_adj,method,order_seed,pevmean_obj,target_island,target_island_name,repeat,repeat_seed,trait
500,0.1246463585734045,1.4059417247772217,pevmean_ga,-1,56758.5,0,Nesøy,0,744452614,body_mass
1500,0.11657354898042498,1.3602502346038818,pevmean_ga,-1,54523.671875,0,Nesøy,0,744452614,body_mass
2000,0.24368195106009374,1.3008517026901245,pevmean_ga,-1,53623.6015625,0,Nesøy,0,744452614,body_mass
3000,0.21711441164353895,1.307555913925171,pevmean_ga,-1,52442.04296875,0,Nesøy,0,744452614,body_mass
