trait,target_island,target_island_name,repeat,repeat_seed,method,weight_scheme,ringnr,ringnumber,source_island,source_island_name,rank,avg_grm,weight
body_mass,6,Indre Kvarøy,0,123246040,avggrm_weight_linear,linear,8N42534,8N42534,4,Gjerøy,116,0.017471798923015484,1.6474534894497124
body_mass,6,Indre Kvarøy,0,123246040,avggrm_weight_linear,linear,8N42535,8N42535,4,Gjerøy,112,0.017746956576269027,1.6563559921976585
body_mass,6,Indre Kvarøy,0,123246040,avggrm_weight_linear,linear,8N42536,8N42536,4,Gjerøy,1741,0.0011280943634765376,1.1186661814010836
body_mass,6,Indre Kvarøy,0,123246040,avggrm_weight_linear,linear,8N42544,8N42544,5,Hestmannøy,2629,-0.0016164126036130964,1.0298698839789664
body_mass,6,Indre Kvarøy,0,123246040,avggrm_weight_linear,linear,8N42545,8N42545,7,Onøy og Lurøy,2736,-0.0020168927498913675,1.016912673592181
body_mass,6,Indre Kvarøy,0,123246040,avggrm_weight_linear,linear,8N42548,8N42548,5,Hestmannøy,2658,-0.0017503040628342888,1.0255379343873448
body_mass,6,Indre Kvarøy,0,123246040,avggrm_weight_linear,linear,8N42633,8N42633,5,Hestmannøy,53,0.02792578502347396,1.9856837326789227
body_mass,6,Indre Kvarøy,0,123246040,avggrm_weight_linear,linear,8N42634,8N42634,5,Hestmannøy,364,0.007734144707524278,1.332399583490999
body_mass,6,Indre Kvarøy,0,123246040,avggrm_weight_linear,linear,8N42637,8N42637,5,Hestmannøy,483,0.006065023281551981,1.2783965132304658
body_mass,6,Indre Kvarøy,0,123246040,avggrm_weight_linear,linear,8N42642,8N42642,7,Onøy og Lurøy,153,0.015321983331958442,1.5778979492687966
body_mass,6,Indre Kvarøy,0,123246040,avggrm_weight_linear,linear,8N42645,8N42645,7,Onøy og Lurøy,21,0.03852327559533118,2.3285569467136478
body_mass,6,Indre Kvarøy,0,123246040,avggrm_weight_linear,linear,8N42647,8N42647,7,Onøy og Lurøy,418,0.006820049231287502,1.302824765589842
body_mass,6,Indre Kvarøy,0,123246040,avggrm_weight_linear,linear,8N42649,8N42649,7,Onøy og Lurøy,115,0.017522139447551165,1.6490822163003478
body_mass,6,Indre Kvarøy,0,123246040,avggrm_weight_linear,linear,8N42652,8N42652,7,Onøy og Lurøy,1404,0.0019903692885611746,1.1465643873905706
body_mass,6,Indre Kvarøy,0,123246040,avggrm_weight_linear,linear,8N42654,8N42654,7,Onøy og Lurøy,1902,0.0006326277422335438,1.102635760640564
body_mass,6,Indre Kvarøy,0,123246040,avggrm_weight_linear,linear,8N42657,8N42657,0,Nesøy,1139,0.002727011555848275,1.170397850611505
body_mass,6,Indre Kvarøy,0,123246040,avggrm_weight_linear,linear,8N42658,8N42658,0,Nesøy,102,0.01913114380703734,1.701140247623156
body_mass,6,Indre Kvarøy,0,123246040,avggrm_weight_linear,linear,8N42664,8N42664,4,Gjerøy,13,0.048333387668994816,2.6459551679180504
body_mass,6,Indre Kvarøy,0,123246040,avggrm_weight_linear,linear,8N42674,8N42674,5,Hestmannøy,1624,0.0014377820152347246,1.1286858742505568
body_mass,6,Indre Kvarøy,0,123246040,avggrm_weight_linear,linear,8N42679,8N42679,5,Hestmannøy,638,0.004982961559614423,1.2433872836521036
body_mass,6,Indre Kvarøy,0,123246040,avggrm_weight_linear,linear,8N42681,8N42681,5,Hestmannøy,3104,-0.004712977862144497,0.929683026018416
body_mass,6,Indre Kvarøy,0,123246040,avggrm_weight_linear,linear,8N42697,8N42697,5,Hestmannøy,104,0.01880756222440507,1.690671027906726
body_mass,6,Indre Kvarøy,0,123246040,avggrm_weight_linear,linear,8N42705,8N42705,5,Hestmannøy,375,0.007455026374995167,1.3233689361767738
body_mass,6,Indre Kvarøy,0,123246040,avggrm_weight_linear,linear,8N42706,8N42706,4,Gjerøy,2654,-0.0017158066081414667,1.0266540715602295
body_mass,6,Indre Kvarøy,0,123246040,avggrm_weight_linear,linear,8N42707,8N42707,4,Gjerøy,353,0.0078722904546871,1.3368691771192047
body_mass,6,Indre Kvarøy,0,123246040,avggrm_weight_linear,linear,8N42708,8N42708,4,Gjerøy,1824,0.0008569785560224551,1.1098944492964793
body_mass,6,Indre Kvarøy,0,123246040,avggrm_weight_linear,linear,8N42709,8N42709,4,Gjerøy,1721,0.0011812372341922107,1.1203855758899737
body_mass,6,Indre Kvarøy,0,123246040,avggrm_weight_linear,linear,8N42710,8N42710,10,Aldra,2865,-0.002841654550603178,0.9902281743226935
body_mass,6,Indre Kvarøy,0,123246040,avggrm_weight_linear,linear,8N42715,8N42715,4,Gjerøy,1705,0.0012250261961553402,1.1218023322461825
body_mass,6,Indre Kvarøy,0,123246040,avggrm_weight_linear,linear,8N42716,8N42716,4,Gjerøy,2486,-0.0011075391399864658,1.0463340722533105
body_mass,6,Indre Kvarøy,0,123246040,avggrm_weight_linear,linear,8N42717,8N42717,5,Hestmannøy,2075,0.0001707660262625052,1.0876925993401778
