analysis,method,weight_scheme,order_seed,weighted_fit_used,n_individuals,corr_eval,mse_adj,avg_grm_obj,target_island,target_island_name,repeat,repeat_seed,trait
full_baseline,full_source_unweighted,none,-2,False,5341,0.3187624679350735,1.4793716669082642,-0.002539627952297367,6,Indre Kvarøy,0,123246040,body_mass
ranked_subset,avggrm_topk,none,-1,False,50,-0.020781427814798966,1.619521975517273,0.04115030835868762,6,Indre Kvarøy,0,123246040,body_mass
ranked_subset,avggrm_topk,none,-1,False,100,0.04579095997424942,1.5921510457992554,0.03245234757013484,6,Indre Kvarøy,0,123246040,body_mass
ranked_subset,avggrm_topk,none,-1,False,250,0.12202033397200236,1.5797842741012573,0.02146656037709878,6,Indre Kvarøy,0,123246040,body_mass
ranked_subset,avggrm_topk,none,-1,False,500,0.1221664974585936,1.573235034942627,0.014616650101207175,6,Indre Kvarøy,0,123246040,body_mass
ranked_subset,avggrm_topk,none,-1,False,1000,0.19758069588267302,1.5474570989608765,0.009547161391247588,6,Indre Kvarøy,0,123246040,body_mass
ranked_subset,avggrm_topk,none,-1,False,1500,0.20184431030183247,1.5397717952728271,0.007175280284509322,6,Indre Kvarøy,0,123246040,body_mass
ranked_subset,avggrm_topk,none,-1,False,2000,0.27573962110941064,1.51524817943573,0.005650870203810151,6,Indre Kvarøy,0,123246040,body_mass
ranked_subset,avggrm_topk,none,-1,False,2500,0.2753198698788003,1.5127497911453247,0.004451506280986001,6,Indre Kvarøy,0,123246040,body_mass
ranked_subset,avggrm_topk,none,-1,False,3000,0.3124059996962895,1.4958245754241943,0.0033322526717466136,6,Indre Kvarøy,0,123246040,body_mass
ranked_subset,avggrm_topk,none,-1,False,3500,0.310768564151765,1.4936792850494385,0.002004195899317753,6,Indre Kvarøy,0,123246040,body_mass
ranked_subset,avggrm_topk,none,-1,False,4000,0.3157627064831839,1.4891893863677979,0.0006226572765251452,6,Indre Kvarøy,0,123246040,body_mass
ranked_subset,avggrm_topk,none,-1,False,4500,0.3128528134752304,1.4879451990127563,-0.0006335962365615523,6,Indre Kvarøy,0,123246040,body_mass
ranked_subset,random_individual,none,0,False,50,0.17845523971780855,1.5916744470596313,,6,Indre Kvarøy,0,123246040,body_mass
ranked_subset,random_individual,none,0,False,100,0.17312808698766274,1.588575839996338,,6,Indre Kvarøy,0,123246040,body_mass
ranked_subset,random_individual,none,0,False,250,0.22602366873919533,1.5766363143920898,,6,Indre Kvarøy,0,123246040,body_mass
ranked_subset,random_individual,none,0,False,500,0.21395740223108725,1.5704045295715332,,6,Indre Kvarøy,0,123246040,body_mass
ranked_subset,random_individual,none,0,False,1000,0.23520601145283462,1.5513439178466797,,6,Indre Kvarøy,0,123246040,body_mass
ranked_subset,random_individual,none,0,False,1500,0.20290900844318396,1.5517487525939941,,6,Indre Kvarøy,0,123246040,body_mass
ranked_subset,random_individual,none,0,False,2000,0.2713429620021037,1.5243691205978394,,6,Indre Kvarøy,0,123246040,body_mass
ranked_subset,random_individual,none,0,False,2500,0.29613912044207397,1.5087834596633911,,6,Indre Kvarøy,0,123246040,body_mass
ranked_subset,random_individual,none,0,False,3000,0.32374832603521925,1.492786169052124,,6,Indre Kvarøy,0,123246040,body_mass
ranked_subset,random_individual,none,0,False,3500,0.3291646041474339,1.487756609916687,,6,Indre Kvarøy,0,123246040,body_mass
ranked_subset,random_individual,none,0,False,4000,0.29479089595071767,1.4968281984329224,,6,Indre Kvarøy,0,123246040,body_mass
ranked_subset,random_individual,none,0,False,4500,0.3237850831126278,1.4793810844421387,,6,Indre Kvarøy,0,123246040,body_mass
ranked_subset,random_individual,none,1,False,50,-0.06564499517295125,1.693138599395752,,6,Indre Kvarøy,0,123246040,body_mass
ranked_subset,random_individual,none,1,False,100,-0.0356320028679047,1.611357569694519,,6,Indre Kvarøy,0,123246040,body_mass
ranked_subset,random_individual,none,1,False,250,-0.08609561668199206,1.6132956743240356,,6,Indre Kvarøy,0,123246040,body_mass
ranked_subset,random_individual,none,1,False,500,0.023867698296062827,1.6013116836547852,,6,Indre Kvarøy,0,123246040,body_mass
ranked_subset,random_individual,none,1,False,1000,0.03858050610327471,1.5987595319747925,,6,Indre Kvarøy,0,123246040,body_mass
ranked_subset,random_individual,none,1,False,1500,0.09848939440287816,1.5793837308883667,,6,Indre Kvarøy,0,123246040,body_mass
ranked_subset,random_individual,none,1,False,2000,0.19917938519714753,1.5518913269042969,,6,Indre Kvarøy,0,123246040,body_mass
ranked_subset,random_individual,none,1,False,2500,0.21066172591851803,1.5480573177337646,,6,Indre Kvarøy,0,123246040,body_mass
ranked_subset,random_individual,none,1,False,3000,0.24060131374233815,1.5373021364212036,,6,Indre Kvarøy,0,123246040,body_mass
ranked_subset,random_individual,none,1,False,3500,0.24434949125327868,1.531098484992981,,6,Indre Kvarøy,0,123246040,body_mass
ranked_subset,random_individual,none,1,False,4000,0.27643953252403003,1.512325644493103,,6,Indre Kvarøy,0,123246040,body_mass
ranked_subset,random_individual,none,1,False,4500,0.31177732640184636,1.4929226636886597,,6,Indre Kvarøy,0,123246040,body_mass
