trait,target_island,target_island_name,analysis,method,selection_method,n_components,selection_n_components,n_individuals,corr_mean,corr_std,mse_mean,n_rows
body_mass,6,Indre Kvarøy,full_baseline,full_source_unweighted,none,500,,5341,0.2470267477471038,,1.5266913842001684,1
body_mass,6,Indre Kvarøy,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,500,0.0170466568605521,,1.6069160044048496,1
body_mass,6,Indre Kvarøy,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,1000,0.1493111396121423,,1.5677668602465755,1
body_mass,6,Indre Kvarøy,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,1500,0.1507937034180778,,1.5627091882680455,1
body_mass,6,Indre Kvarøy,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,2000,0.1903705208732399,,1.5516903076610398,1
body_mass,6,Indre Kvarøy,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,2500,0.1969876695110675,,1.54985254242872,1
body_mass,6,Indre Kvarøy,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,3000,0.1939008792640932,,1.5487209814720948,1
body_mass,6,Indre Kvarøy,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,3500,0.2355486874244168,,1.535074815386375,1
body_mass,6,Indre Kvarøy,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,4000,0.2329370811103785,,1.5330888367886708,1
body_mass,6,Indre Kvarøy,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,4500,0.2357527357337721,,1.5315495923044091,1
body_mass,6,Indre Kvarøy,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,500,0.1335844396735892,,1.5819561910309958,1
body_mass,6,Indre Kvarøy,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,1000,0.1153096031658316,,1.5772732671396994,1
body_mass,6,Indre Kvarøy,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,1500,0.1451136237017075,,1.558638833250457,1
body_mass,6,Indre Kvarøy,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,2000,0.137875392014252,,1.5639032477609485,1
body_mass,6,Indre Kvarøy,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,2500,0.1680144219152783,,1.5535963848463463,1
body_mass,6,Indre Kvarøy,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,3000,0.1830468167016249,,1.549700714972288,1
body_mass,6,Indre Kvarøy,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,3500,0.1974863259137117,,1.5439962519440336,1
body_mass,6,Indre Kvarøy,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,4000,0.2094721563277351,,1.5419346477953613,1
body_mass,6,Indre Kvarøy,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,4500,0.2191846364658487,,1.5360929831601289,1
body_mass,6,Indre Kvarøy,ranked_subset,random_individual,random,500,,500,0.059792859031942924,0.06528663287923116,1.5964743804706474,5
body_mass,6,Indre Kvarøy,ranked_subset,random_individual,random,500,,1000,0.10849034914430926,0.06511977209910602,1.5809440340181162,5
body_mass,6,Indre Kvarøy,ranked_subset,random_individual,random,500,,1500,0.16075532025498268,0.07838388022724005,1.5632686198379089,5
body_mass,6,Indre Kvarøy,ranked_subset,random_individual,random,500,,2000,0.14127457687409475,0.04106727068015471,1.5655701369987658,5
body_mass,6,Indre Kvarøy,ranked_subset,random_individual,random,500,,2500,0.19215223157113331,0.05873318197415307,1.5497987797183126,5
body_mass,6,Indre Kvarøy,ranked_subset,random_individual,random,500,,3000,0.2125543235205694,0.04349843471369505,1.5415995435698755,5
body_mass,6,Indre Kvarøy,ranked_subset,random_individual,random,500,,3500,0.22209474448836727,0.026631867702854726,1.5374565406478689,5
body_mass,6,Indre Kvarøy,ranked_subset,random_individual,random,500,,4000,0.2364549176837516,0.03825402184066933,1.5305146780147865,5
body_mass,6,Indre Kvarøy,ranked_subset,random_individual,random,500,,4500,0.2455056464443092,0.02330736657555646,1.5268964935014986,5
