trait,target_island,target_island_name,source_island,source_island_name,n_island,phi_mean,phi_std,phi_per_ind_mean,phi_per_ind_std,n_repeats,rank_mean_phi_per_ind
body_mass,1,Myken,2,Træna,292,0.0495633329508118,0.075933778650066,0.0001697374416123,0.0002600471871577,10,5
body_mass,1,Myken,3,Selvær,194,0.0165553708084398,0.0806363723187715,8.533696293010208e-05,0.000415651403705,10,9
body_mass,1,Myken,4,Gjerøy,558,0.0626067567802601,0.0696412807051497,0.0001121984888535,0.000124805162554,10,7
body_mass,1,Myken,5,Hestmannøy,1078,0.1562113311517478,0.0931547044358151,0.0001449084704561,8.641438259352053e-05,10,6
body_mass,1,Myken,6,Indre Kvarøy,356,0.0219292927725001,0.0800146883205077,6.159913700140484e-05,0.0002247603604508,10,10
body_mass,1,Myken,7,Onøy og Lurøy,259,-0.0257896463336644,0.0709091550598556,-9.95739240682024e-05,0.0002737805214666,10,13
body_mass,1,Myken,8,Lovund,158,0.0604572423102509,0.0750713654125199,0.0003826407741155,0.0004751352241298,10,1
body_mass,1,Myken,9,Sleneset,166,0.0421599991629404,0.0450273355802243,0.0002539758985719,0.0002712490095194,10,3
body_mass,1,Myken,10,Aldra,173,0.0620781099012829,0.0401460957413543,0.0003588330052097,0.0002320583568864,10,2
body_mass,1,Myken,11,Leka,583,0.0007158049800485,0.0584568865667056,1.2277958491398818e-06,0.0001002691021727,10,11
body_mass,1,Myken,12,Vega,397,-0.0788019378059265,0.0507505570327328,-0.0001984935461106,0.0001278351562537,10,14
body_mass,1,Myken,13,Vikna,584,0.0588808262085318,0.0756211273537427,0.0001008233325488,0.0001294882317701,10,8
body_mass,1,Myken,14,Lauvøya,688,-0.0115305904448117,0.0534767027915145,-1.6759579134900768e-05,7.772776568534097e-05,10,12
body_mass,2,Træna,0,Nesøy,119,0.0061871116800323,0.0419064422415187,5.199253512632207e-05,0.0003521549768194,10,5
body_mass,2,Træna,1,Myken,92,0.0702236525233982,0.0406476175045308,0.0007633005709065,0.000441821929397,10,1
body_mass,2,Træna,3,Selvær,194,0.1001004173202002,0.1235706196951134,0.0005159815325783,0.0006369619571913,10,2
body_mass,2,Træna,4,Gjerøy,558,0.0189554328831815,0.0507234281131039,3.3970309826490264e-05,9.090220091954111e-05,10,6
body_mass,2,Træna,5,Hestmannøy,1078,0.0107335782737639,0.0632988730984943,9.956937174178076e-06,5.8718806213816656e-05,10,9
body_mass,2,Træna,6,Indre Kvarøy,356,-0.0066338372220808,0.0640720064695391,-1.8634374219328148e-05,0.0001799775462627,10,12
body_mass,2,Træna,7,Onøy og Lurøy,259,-0.0137877095068036,0.069501195041612,-5.323439964016848e-05,0.0002683443824,10,13
body_mass,2,Træna,8,Lovund,158,0.0088348896101326,0.1293963477196448,5.5917022848940927e-05,0.0008189642260737,10,4
body_mass,2,Træna,9,Sleneset,166,0.0050834881607149,0.0721515710051174,3.062342265490954e-05,0.0004346480181031,10,7
body_mass,2,Træna,10,Aldra,173,-0.0266794997631873,0.0556061980888609,-0.0001542167616369,0.0003214231103402,10,14
body_mass,2,Træna,11,Leka,583,0.0355177278823112,0.0823993610613487,6.092234628183746e-05,0.0001413368114259,10,3
body_mass,2,Træna,12,Vega,397,0.0073082463628559,0.0591278675404358,1.840868101475045e-05,0.0001489366940565,10,8
body_mass,2,Træna,13,Vikna,584,0.0037143259999272,0.0878757140845905,6.360147260149414e-06,0.0001504721131585,10,10
body_mass,2,Træna,14,Lauvøya,688,0.0022464692385589,0.050477649370156,3.2652169165101223e-06,7.336867641011059e-05,10,11
body_mass,3,Selvær,0,Nesøy,119,0.0101450778218272,0.0546165539067235,8.525275480527135e-05,0.0004589626378716,10,5
body_mass,3,Selvær,1,Myken,92,0.0081743505333549,0.0697629529767452,8.885163623211893e-05,0.0007582929671385,10,4
body_mass,3,Selvær,2,Træna,292,0.1731013107796714,0.1631243110402412,0.0005928127081495,0.0005586449008227,10,1
body_mass,3,Selvær,4,Gjerøy,558,-0.0451541959267765,0.1033519906873719,-8.092149807666057e-05,0.0001852186213035,10,11
body_mass,3,Selvær,5,Hestmannøy,1078,-0.0418185538971424,0.0997260158177212,-3.879272161144943e-05,9.251021875484342e-05,10,10
body_mass,3,Selvær,6,Indre Kvarøy,356,0.0470435485328481,0.074914277796277,0.0001321447992495,0.0002104333645962,10,3
body_mass,3,Selvær,7,Onøy og Lurøy,259,-0.0436144016979084,0.0617092627281523,-0.0001683953733509,0.000238259701653,10,14
body_mass,3,Selvær,8,Lovund,158,0.0831514460430492,0.0712276123290681,0.000526274974956,0.0004508076729687,10,2
body_mass,3,Selvær,9,Sleneset,166,-0.0177124582980796,0.0889568150816684,-0.0001067015560125,0.0005358844282028,10,13
body_mass,3,Selvær,10,Aldra,173,0.0100280540317887,0.0313239023022943,5.7965630241553706e-05,0.0001810630190884,10,7
body_mass,3,Selvær,11,Leka,583,0.0018639484047982,0.0452794972467781,3.197167075125717e-06,7.766637606651491e-05,10,9
body_mass,3,Selvær,12,Vega,397,-0.0372816155150628,0.0429647806431286,-9.3908351423332e-05,0.000108223628824,10,12
body_mass,3,Selvær,13,Vikna,584,0.0411872097432531,0.073056399074342,7.052604408091289e-05,0.0001250965737574,10,6
body_mass,3,Selvær,14,Lauvøya,688,0.0172070354228893,0.0413655253152195,2.5010225905362372e-05,6.0124310051191246e-05,10,8
body_mass,4,Gjerøy,0,Nesøy,119,0.048726794816364,0.1167254495225125,0.000409468864003,0.0009808861304412,10,1
body_mass,4,Gjerøy,1,Myken,92,0.0270942112392559,0.0661069962278027,0.0002945022960788,0.0007185543068239,10,2
body_mass,4,Gjerøy,2,Træna,292,-0.0057925127854888,0.0961478060762506,-1.9837372553043865e-05,0.0003292733084803,10,9
body_mass,4,Gjerøy,3,Selvær,194,-0.0296171529666203,0.0719789176514514,-0.0001526657369413,0.0003710253487188,10,14
body_mass,4,Gjerøy,5,Hestmannøy,1078,0.0585046385822401,0.2331076030673546,5.427146436200385e-05,0.0002162408191719,10,5
body_mass,4,Gjerøy,6,Indre Kvarøy,356,0.0600834864686837,0.0684049450555253,0.0001687738383951,0.000192148722066,10,3
body_mass,4,Gjerøy,7,Onøy og Lurøy,259,-0.0077433631196001,0.0942223055451815,-2.989715490193124e-05,0.0003637926855026,10,11
body_mass,4,Gjerøy,8,Lovund,158,0.0126756220431557,0.0382782611584924,8.022545596934027e-05,0.0002422674756866,10,4
body_mass,4,Gjerøy,9,Sleneset,166,-0.0078918213671587,0.0485358627104787,-4.7541092573245217e-05,0.0002923847151233,10,12
body_mass,4,Gjerøy,10,Aldra,173,-0.0234186893264541,0.0622959298903035,-0.0001353681463956,0.0003600920802907,10,13
body_mass,4,Gjerøy,11,Leka,583,0.0035996684782116,0.0515261804658422,6.174388470345919e-06,8.838109856919762e-05,10,8
body_mass,4,Gjerøy,12,Vega,397,0.0176972300450854,0.0593820272497596,4.457740565512712e-05,0.0001495768948356,10,6
body_mass,4,Gjerøy,13,Vikna,584,0.007198759706257,0.0629632803926712,1.2326643332632008e-05,0.0001078138362888,10,7
body_mass,4,Gjerøy,14,Lauvøya,688,-0.0154098481590993,0.0707600732728347,-2.239803511497006e-05,0.0001028489437105,10,10
body_mass,5,Hestmannøy,0,Nesøy,119,0.0114141899201565,0.0930915552534273,9.591756235425676e-05,0.0007822819769195,10,6
body_mass,5,Hestmannøy,1,Myken,92,0.0113424885559836,0.0432218259716517,0.0001232879190867,0.0004698024562136,10,4
body_mass,5,Hestmannøy,2,Træna,292,0.0176057449527557,0.1107312024315319,6.029364709847875e-05,0.0003792164466833,10,8
body_mass,5,Hestmannøy,3,Selvær,194,-0.0215520784038117,0.058611469626068,-0.0001110931876485,0.0003021209774539,10,13
body_mass,5,Hestmannøy,4,Gjerøy,558,-0.0337212424500227,0.1206188062531675,-6.043233413982567e-05,0.0002161627352207,10,11
body_mass,5,Hestmannøy,6,Indre Kvarøy,356,0.1380627143973382,0.1047222693621382,0.0003878166134756,0.0002941636779835,10,1
body_mass,5,Hestmannøy,7,Onøy og Lurøy,259,-0.0563285214562388,0.0875716553708224,-0.0002174846388271,0.0003381144995012,10,14
body_mass,5,Hestmannøy,8,Lovund,158,0.0216471319178953,0.0722910908319257,0.0001370071640373,0.0004575385495691,10,3
body_mass,5,Hestmannøy,9,Sleneset,166,0.0511440929853715,0.0839018988788214,0.000308096945695,0.000505433125776,10,2
body_mass,5,Hestmannøy,10,Aldra,173,0.019025244381129,0.0481681477145188,0.0001099725108735,0.0002784285995058,10,5
body_mass,5,Hestmannøy,11,Leka,583,-0.0192106983659227,0.0526181016781807,-3.2951455173109345e-05,9.025403375331174e-05,10,10
body_mass,5,Hestmannøy,12,Vega,397,0.0289096130904724,0.0691344067545914,7.282018410698355e-05,0.0001741420825052,10,7
body_mass,5,Hestmannøy,13,Vikna,584,0.0109732309175965,0.0767717871896092,1.878977896848731e-05,0.0001314585397082,10,9
body_mass,5,Hestmannøy,14,Lauvøya,688,-0.0451572263294079,0.0602382665632993,-6.56355033857674e-05,8.755562000479562e-05,10,12
body_mass,6,Indre Kvarøy,0,Nesøy,119,0.0283898304937676,0.0511692250798843,0.0002385700041493,0.0004299934880662,10,3
body_mass,6,Indre Kvarøy,1,Myken,92,0.0056325590375779,0.0303897087049064,6.12234677997606e-05,0.0003303229207055,10,8
body_mass,6,Indre Kvarøy,2,Træna,292,-0.0700463579050217,0.0726211333477273,-0.0002398847873459,0.0002487025114648,10,14
body_mass,6,Indre Kvarøy,3,Selvær,194,0.0276476842727357,0.0651746592902354,0.0001425138364574,0.0003359518520115,10,4
body_mass,6,Indre Kvarøy,4,Gjerøy,558,-0.0383019569570773,0.1090252546056393,-6.864149992307765e-05,0.000195385760942,10,13
body_mass,6,Indre Kvarøy,5,Hestmannøy,1078,0.1265784020327028,0.149341102829831,0.0001174196679338,0.0001385353458532,10,6
body_mass,6,Indre Kvarøy,7,Onøy og Lurøy,259,0.0345246041404598,0.1096648279036494,0.0001332996298859,0.0004234163239523,10,5
body_mass,6,Indre Kvarøy,8,Lovund,158,0.0634257301097884,0.0626876013649805,0.0004014286715809,0.0003967569706644,10,2
body_mass,6,Indre Kvarøy,9,Sleneset,166,0.0175334422546431,0.0619033237193547,0.0001056231461123,0.0003729115886708,10,7
body_mass,6,Indre Kvarøy,10,Aldra,173,0.085405958744361,0.0479600851585284,0.0004936760621061,0.0002772259257718,10,1
body_mass,6,Indre Kvarøy,11,Leka,583,0.0324513001751516,0.0626425386933327,5.566260750454836e-05,0.0001074486083933,10,9
body_mass,6,Indre Kvarøy,12,Vega,397,-0.0178347311374871,0.1373775960808477,-4.492375601382141e-05,0.0003460392848384,10,11
body_mass,6,Indre Kvarøy,13,Vikna,584,0.021696354316779,0.0743362302684321,3.715129163832031e-05,0.0001272880655281,10,10
body_mass,6,Indre Kvarøy,14,Lauvøya,688,-0.0361854230333632,0.0797903887495316,-5.259509161826048e-05,0.0001159744022522,10,12
body_mass,7,Onøy og Lurøy,0,Nesøy,119,-0.0121292298339558,0.0518797843872401,-0.0001019263011256,0.0004359645746826,10,11
body_mass,7,Onøy og Lurøy,1,Myken,92,0.0283623117276038,0.0503484519910768,0.0003082859970391,0.0005472657825117,10,1
body_mass,7,Onøy og Lurøy,2,Træna,292,-0.0445692496050194,0.1026106897940488,-0.0001526344164555,0.0003514064718974,10,12
body_mass,7,Onøy og Lurøy,3,Selvær,194,-0.064010845322285,0.0670122322088666,-0.0003299528109396,0.0003454238773652,10,14
body_mass,7,Onøy og Lurøy,4,Gjerøy,558,0.062184961565765,0.0979332730516254,0.0001114425834511,0.0001755076577986,10,3
body_mass,7,Onøy og Lurøy,5,Hestmannøy,1078,0.0022576354856015,0.1472416068520785,2.094281526532048e-06,0.0001365877614583,10,5
body_mass,7,Onøy og Lurøy,6,Indre Kvarøy,356,0.0845391607206746,0.1191403092600107,0.0002374695525861,0.0003346637900562,10,2
body_mass,7,Onøy og Lurøy,8,Lovund,158,0.0094986095851294,0.0596940109769925,6.011778218436348e-05,0.0003778101960569,10,4
body_mass,7,Onøy og Lurøy,9,Sleneset,166,-0.0013782955240575,0.0848174260695081,-8.30298508468431e-06,0.0005109483498163,10,7
body_mass,7,Onøy og Lurøy,10,Aldra,173,-0.0277599390347008,0.0644136560476444,-0.000160462075345,0.0003723332719517,10,13
body_mass,7,Onøy og Lurøy,11,Leka,583,-0.0212823003867119,0.0668291905514603,-3.650480340773924e-05,0.0001146298294193,10,9
body_mass,7,Onøy og Lurøy,12,Vega,397,-0.0209237583713186,0.0715028043063295,-5.27046810360671e-05,0.0001801078194114,10,10
body_mass,7,Onøy og Lurøy,13,Vikna,584,-0.0041835360097427,0.095828903214526,-7.163589057778742e-06,0.0001640905876961,10,6
body_mass,7,Onøy og Lurøy,14,Lauvøya,688,-0.014680816755776,0.0596573402049719,-2.133839644734887e-05,8.671125029792428e-05,10,8
body_mass,8,Lovund,0,Nesøy,119,0.0224908878077182,0.0531140403913492,0.0001889990572077,0.0004463364738768,10,6
body_mass,8,Lovund,1,Myken,92,0.0370103208111225,0.0329863981413417,0.000402286095773,0.0003585478058841,10,1
body_mass,8,Lovund,2,Træna,292,0.0612118526315434,0.1368650193728891,0.0002096296322998,0.0004687158197701,10,2
body_mass,8,Lovund,3,Selvær,194,0.0380715981947782,0.0616202200776796,0.0001962453515194,0.0003176300004004,10,5
body_mass,8,Lovund,4,Gjerøy,558,0.0392374360352238,0.0446158874526078,7.031798572620754e-05,7.995678754947646e-05,10,9
body_mass,8,Lovund,5,Hestmannøy,1078,0.0180199564712872,0.0933919152452425,1.671610062271545e-05,8.663442972657003e-05,10,11
body_mass,8,Lovund,6,Indre Kvarøy,356,0.0700600530368668,0.0998364873956596,0.0001967979017889,0.0002804395713361,10,4
body_mass,8,Lovund,7,Onøy og Lurøy,259,-0.0202428632657098,0.0780516889055344,-7.815777322667876e-05,0.0003013578722221,10,14
body_mass,8,Lovund,9,Sleneset,166,0.0334944713569481,0.1095134952845673,0.000201773923837,0.0006597198511118,10,3
body_mass,8,Lovund,10,Aldra,173,0.0201997937132686,0.0718874099561433,0.0001167618133714,0.0004155341615962,10,7
body_mass,8,Lovund,11,Leka,583,0.0561816425847558,0.0359864960420232,9.636645383320044e-05,6.172640830535719e-05,10,8
body_mass,8,Lovund,12,Vega,397,0.0055962281834883,0.0546547367559455,1.4096292653623002e-05,0.0001376693621056,10,12
body_mass,8,Lovund,13,Vikna,584,0.0190125922095455,0.0616604985013224,3.2555808577989025e-05,0.0001055830453789,10,10
body_mass,8,Lovund,14,Lauvøya,688,-0.0441787732843847,0.0600092506874896,-6.421333326218708e-05,8.722274809228151e-05,10,13
body_mass,9,Sleneset,0,Nesøy,119,0.0472153686788461,0.0620838444827587,0.0003967678040239,0.0005217129788467,10,3
body_mass,9,Sleneset,1,Myken,92,0.048595794572482,0.040895038251847,0.0005282151583965,0.0004445112853461,10,1
body_mass,9,Sleneset,2,Træna,292,0.0160113244787085,0.0866055296498137,5.483330300927592e-05,0.0002965942796226,10,7
body_mass,9,Sleneset,3,Selvær,194,0.011017252586673,0.0598396007990124,5.678996178697464e-05,0.0003084515505103,10,6
body_mass,9,Sleneset,4,Gjerøy,558,-0.0645503199162744,0.0663271413628878,-0.0001156815769108,0.0001188658447363,10,13
body_mass,9,Sleneset,5,Hestmannøy,1078,-0.040294082221416,0.1443572008649682,-3.737855493637857e-05,0.0001339120601715,10,11
body_mass,9,Sleneset,6,Indre Kvarøy,356,0.0635373774399735,0.0957382166542892,0.0001784757793257,0.0002689275748715,10,4
body_mass,9,Sleneset,7,Onøy og Lurøy,259,-0.0012116691304038,0.1085594564907475,-4.678259190748373e-06,0.0004191484806592,10,9
body_mass,9,Sleneset,8,Lovund,158,0.0659478068442623,0.1183900515208085,0.0004173911825586,0.0007493041235494,10,2
body_mass,9,Sleneset,10,Aldra,173,-0.0099469714869919,0.0299049099813437,-5.749694501151428e-05,0.0001728607513372,10,12
body_mass,9,Sleneset,11,Leka,583,0.0684236788262618,0.0552036244886266,0.0001173648007311,9.4688892776375e-05,10,5
body_mass,9,Sleneset,12,Vega,397,-0.0570717762874439,0.0963320881370685,-0.0001437576228902,0.0002426500960631,10,14
body_mass,9,Sleneset,13,Vikna,584,-0.0072831641678756,0.0495603738923702,-1.247117152033501e-05,8.486365392529156e-05,10,10
body_mass,9,Sleneset,14,Lauvøya,688,0.0242486822035695,0.0431175220036739,3.5245177621467426e-05,6.267081686580522e-05,10,8
body_mass,10,Aldra,0,Nesøy,119,0.0422900022088995,0.0502352627017811,0.0003553781698226,0.0004221450647208,10,1
body_mass,10,Aldra,1,Myken,92,0.0079614662755347,0.0293497044951185,8.653767690798626e-05,0.0003190185271208,10,4
body_mass,10,Aldra,2,Træna,292,-0.0295513442641353,0.0740864593995595,-0.0001012032337812,0.0002537207513683,10,14
body_mass,10,Aldra,3,Selvær,194,0.0189002692154108,0.0366458703907502,9.742406812067434e-05,0.0001888962391275,10,3
body_mass,10,Aldra,4,Gjerøy,558,0.0410729945216025,0.0844330535096494,7.36075170638039e-05,0.0001513137159671,10,6
body_mass,10,Aldra,5,Hestmannøy,1078,0.0916011707533356,0.1362783162597075,8.497325672851177e-05,0.0001264177330795,10,5
body_mass,10,Aldra,6,Indre Kvarøy,356,-0.029031206318853,0.1578916428613434,-8.154833235632874e-05,0.0004435158507341,10,12
body_mass,10,Aldra,7,Onøy og Lurøy,259,0.0111949841357724,0.1060153598916007,4.322387697209431e-05,0.0004093257138671,10,8
body_mass,10,Aldra,8,Lovund,158,0.00487923767589,0.0790160434960935,3.0881251113228415e-05,0.0005001015411145,10,9
body_mass,10,Aldra,9,Sleneset,166,0.0342759545670874,0.0547667638580407,0.0002064816540185,0.000329920264205,10,2
body_mass,10,Aldra,11,Leka,583,0.0030447158277858,0.0685105073472134,5.222497131708116e-06,0.0001175137347293,10,11
body_mass,10,Aldra,12,Vega,397,-0.0344472261460996,0.0474142898013105,-8.6768831602266e-05,0.0001194314604567,10,13
body_mass,10,Aldra,13,Vikna,584,0.0282558056584594,0.0672923558057532,4.838322886722511e-05,0.0001152266366536,10,7
body_mass,10,Aldra,14,Lauvøya,688,0.0037360579410937,0.0694616658240544,5.430316774845513e-06,0.0001009617235814,10,10
body_mass,11,Leka,0,Nesøy,119,-0.011224796007985,0.0482293665492608,-9.432601687382392e-05,0.0004052887945316,10,11
body_mass,11,Leka,1,Myken,92,-0.0201275990713035,0.0310850765344388,-0.000218778250775,0.0003378812666786,10,14
body_mass,11,Leka,2,Træna,292,0.0010504046994314,0.0439056313390751,3.597276367915808e-06,0.0001503617511612,10,8
body_mass,11,Leka,3,Selvær,194,-0.0250724158504048,0.0641370579963767,-0.0001292392569608,0.0003306033917339,10,12
body_mass,11,Leka,4,Gjerøy,558,-0.0048731637866929,0.0939044323588265,-8.73326843493365e-06,0.0001682875131878,10,9
body_mass,11,Leka,5,Hestmannøy,1078,0.0873111774897475,0.0959025408091101,8.099367114076769e-05,8.896339592681834e-05,10,6
body_mass,11,Leka,6,Indre Kvarøy,356,0.0598295924995907,0.0609562816102086,0.0001680606530887,0.000171225510141,10,2
body_mass,11,Leka,7,Onøy og Lurøy,259,0.0033033212450573,0.0501112715799485,1.2754136081302614e-05,0.0001934798130499,10,7
body_mass,11,Leka,8,Lovund,158,0.0493461914466351,0.0413907829057106,0.0003123176673837,0.0002619669804158,10,1
body_mass,11,Leka,9,Sleneset,166,0.0197711495868154,0.0465221134725578,0.0001191033107639,0.0002802536956178,10,5
body_mass,11,Leka,10,Aldra,173,-0.0347444630284384,0.046528469385909,-0.0002008350464071,0.0002689506900919,10,13
body_mass,11,Leka,12,Vega,397,-0.0234323490831524,0.0479172851240618,-5.902354932783988e-05,0.0001206984511941,10,10
body_mass,11,Leka,13,Vikna,584,0.0743865137769901,0.1351336387985857,0.0001273741674263,0.0002313932171208,10,4
body_mass,11,Leka,14,Lauvøya,688,0.1078875379021851,0.069135291801352,0.0001568132818345,0.0001004873427345,10,3
body_mass,12,Vega,0,Nesøy,119,0.0110827945609223,0.0569288779952853,9.313272740270911e-05,0.0004783939327334,10,2
body_mass,12,Vega,1,Myken,92,-0.0417399943474583,0.0394377270746649,-0.0004536955907332,0.0004286709464637,10,14
body_mass,12,Vega,2,Træna,292,0.0058662616978993,0.0693568022994194,2.0089937321573067e-05,0.0002375232955459,10,5
body_mass,12,Vega,3,Selvær,194,-0.0450078601050668,0.0652364968364225,-0.000231999278892,0.0003362706022496,10,13
body_mass,12,Vega,4,Gjerøy,558,0.0111288885264653,0.1260850068515878,1.9944244671084812e-05,0.0002259587936408,10,6
body_mass,12,Vega,5,Hestmannøy,1078,-0.0264953590786048,0.0958823789458554,-2.4578255174958093e-05,8.894469289968035e-05,10,9
body_mass,12,Vega,6,Indre Kvarøy,356,2.9356070420785697e-05,0.084123912800923,8.246087196849225e-08,0.0002363031258452,10,8
body_mass,12,Vega,7,Onøy og Lurøy,259,-0.0210025533417367,0.0826993072696785,-8.109093954338515e-05,0.0003193023446705,10,11
body_mass,12,Vega,8,Lovund,158,0.027653789240647,0.0495925452557095,0.0001750239825357,0.000313876868707,10,1
body_mass,12,Vega,9,Sleneset,166,-0.0269164298157869,0.0522179424279725,-0.0001621471675649,0.0003145659182407,10,12
body_mass,12,Vega,10,Aldra,173,-0.0079903785483546,0.0499344119359448,-4.618715923904404e-05,0.0002886382192829,10,10
body_mass,12,Vega,11,Leka,583,0.0314133813456482,0.0641056082901185,5.388230076440519e-05,0.0001099581617326,10,4
body_mass,12,Vega,13,Vikna,584,0.0071597684202462,0.0681603260457822,1.2259877431928456e-05,0.0001167128870646,10,7
body_mass,12,Vega,14,Lauvøya,688,0.049584713590395,0.1520886118422684,7.207080463720216e-05,0.0002210590288405,10,3
body_mass,13,Vikna,0,Nesøy,119,0.0080639582696519,0.0532889211185571,6.776435520715913e-05,0.0004478060598198,10,9
body_mass,13,Vikna,1,Myken,92,0.0272000049984964,0.0317209493993445,0.0002956522282445,0.0003447929282537,10,1
body_mass,13,Vikna,2,Træna,292,0.0334798977835302,0.0702276815430307,0.0001146571841901,0.000240505758709,10,6
body_mass,13,Vikna,3,Selvær,194,0.0436695792417552,0.0329517636766463,0.0002251009239265,0.0001698544519414,10,2
body_mass,13,Vikna,4,Gjerøy,558,-0.0381610872835392,0.0873964286744188,-6.838904531100228e-05,0.0001566244241477,10,13
body_mass,13,Vikna,5,Hestmannøy,1078,-0.0981743250885757,0.1496523885804165,-9.10708024940406e-05,0.000138824108145,10,14
body_mass,13,Vikna,6,Indre Kvarøy,356,0.0683359729397312,0.0832634544555529,0.0001919549801677,0.0002338861080212,10,3
body_mass,13,Vikna,7,Onøy og Lurøy,259,-0.0010538097330998,0.0575762009440703,-4.068763448261782e-06,0.0002223019341469,10,12
body_mass,13,Vikna,8,Lovund,158,0.0190982973611931,0.0723900262195681,0.0001208752997543,0.0004581647229086,10,5
body_mass,13,Vikna,9,Sleneset,166,0.0137463232707809,0.0529662965954979,8.280917633000557e-05,0.0003190740758764,10,8
body_mass,13,Vikna,10,Aldra,173,0.0105382475286813,0.0471786775222218,6.091472559931438e-05,0.0002727091186255,10,10
body_mass,13,Vikna,11,Leka,583,0.0128914242853094,0.1450611041120129,2.2112220043412407e-05,0.0002488183603979,10,11
body_mass,13,Vikna,12,Vega,397,0.0567670156275657,0.0949863243612509,0.0001429899637973,0.0002392602628746,10,4
body_mass,13,Vikna,14,Lauvøya,688,0.0767449635738501,0.123998473255864,0.0001115479121712,0.0001802303390346,10,7
body_mass,14,Lauvøya,0,Nesøy,119,-0.0017358487027717,0.0333927567588887,-1.4586963888838384e-05,0.0002806114013351,10,8
body_mass,14,Lauvøya,1,Myken,92,-0.0055876825266014,0.0648609451086426,-6.073567963697192e-05,0.00070501027292,10,10
body_mass,14,Lauvøya,2,Træna,292,-0.0197203687039957,0.0301854280708053,-6.753550926025957e-05,0.0001033747536671,10,11
body_mass,14,Lauvøya,3,Selvær,194,0.0150156563009877,0.0399533782214941,7.740029021127684e-05,0.0002059452485644,10,3
body_mass,14,Lauvøya,4,Gjerøy,558,-0.0411277551277079,0.0821507721263491,-7.370565435073117e-05,0.0001472236059611,10,12
body_mass,14,Lauvøya,5,Hestmannøy,1078,-0.0953499160773025,0.1028811834484694,-8.845075702903764e-05,9.543709039746702e-05,10,13
body_mass,14,Lauvøya,6,Indre Kvarøy,356,0.0153878352777331,0.09893658354397,4.322425639812686e-05,0.000277911751528,10,5
body_mass,14,Lauvøya,7,Onøy og Lurøy,259,0.0078585501435762,0.0640206446855819,3.034189244624044e-05,0.0002471839563149,10,6
body_mass,14,Lauvøya,8,Lovund,158,-0.0036185033310145,0.0564808614837093,-2.290191981654785e-05,0.0003574738068589,10,9
body_mass,14,Lauvøya,9,Sleneset,166,-0.0185283961015893,0.0619753974701366,-0.0001116168439854,0.0003733457678923,10,14
body_mass,14,Lauvøya,10,Aldra,173,0.0018539688065337,0.0423961660877219,1.071658269672708e-05,0.0002450645438596,10,7
body_mass,14,Lauvøya,11,Leka,583,0.0767479683969518,0.0700772468829963,0.0001316431704921,0.0001202011095763,10,2
body_mass,14,Lauvøya,12,Vega,397,0.0625581051796231,0.1074337349378006,0.0001575770911325,0.0002706139419088,10,1
body_mass,14,Lauvøya,13,Vikna,584,0.0387267161209349,0.0886916649359996,6.631287007009412e-05,0.0001518692892739,10,4
