target_island,target_island_name,v_full,n_permutations,n_truncated,n_utility_evals,cache_hit_rate,eps_trunc,use_truncation,min_prefix_islands,note,cap_per_island,n_train_seeds_per_eval,trait,repeat,split_seed
0,Nesøy,0.2542270435975078,50,0,546,0.2211126961483595,0.005,False,3,Shapley values computed on cal set; curves evaluated on held-out test set,,1,body_mass,0,14
0,Nesøy,0.1754560307753935,50,0,547,0.21968616262482168,0.005,False,3,Shapley values computed on cal set; curves evaluated on held-out test set,,1,body_mass,1,1014
0,Nesøy,0.4375023315506889,50,0,554,0.20970042796005706,0.005,False,3,Shapley values computed on cal set; curves evaluated on held-out test set,,1,body_mass,2,2014
0,Nesøy,0.11491043262483021,50,0,554,0.20970042796005706,0.005,False,3,Shapley values computed on cal set; curves evaluated on held-out test set,,1,body_mass,3,3014
0,Nesøy,-0.027975529170950527,50,0,547,0.21968616262482168,0.005,False,3,Shapley values computed on cal set; curves evaluated on held-out test set,,1,body_mass,4,4014
0,Nesøy,0.1492491094862244,50,0,556,0.20684736091298145,0.005,False,3,Shapley values computed on cal set; curves evaluated on held-out test set,,1,body_mass,5,5014
0,Nesøy,0.21757850993741926,50,0,545,0.2225392296718973,0.005,False,3,Shapley values computed on cal set; curves evaluated on held-out test set,,1,body_mass,6,6014
0,Nesøy,0.04622186211186275,50,0,548,0.21825962910128388,0.005,False,3,Shapley values computed on cal set; curves evaluated on held-out test set,,1,body_mass,7,7014
0,Nesøy,0.18126601062172024,50,0,542,0.2268188302425107,0.005,False,3,Shapley values computed on cal set; curves evaluated on held-out test set,,1,body_mass,8,8014
0,Nesøy,0.4279666156475107,50,0,547,0.21968616262482168,0.005,False,3,Shapley values computed on cal set; curves evaluated on held-out test set,,1,body_mass,9,9014
1,Myken,0.5849519507410713,50,0,546,0.2211126961483595,0.005,False,3,Shapley values computed on cal set; curves evaluated on held-out test set,,1,body_mass,0,14
1,Myken,0.291217365942611,50,0,547,0.21968616262482168,0.005,False,3,Shapley values computed on cal set; curves evaluated on held-out test set,,1,body_mass,1,1014
1,Myken,0.5007742441052695,50,0,554,0.20970042796005706,0.005,False,3,Shapley values computed on cal set; curves evaluated on held-out test set,,1,body_mass,2,2014
1,Myken,0.18316419084694927,50,0,554,0.20970042796005706,0.005,False,3,Shapley values computed on cal set; curves evaluated on held-out test set,,1,body_mass,3,3014
1,Myken,0.49148349610346753,50,0,547,0.21968616262482168,0.005,False,3,Shapley values computed on cal set; curves evaluated on held-out test set,,1,body_mass,4,4014
1,Myken,0.4534113902786368,50,0,556,0.20684736091298145,0.005,False,3,Shapley values computed on cal set; curves evaluated on held-out test set,,1,body_mass,5,5014
1,Myken,0.49673315438163895,50,0,545,0.2225392296718973,0.005,False,3,Shapley values computed on cal set; curves evaluated on held-out test set,,1,body_mass,6,6014
1,Myken,0.5123982284398746,50,0,548,0.21825962910128388,0.005,False,3,Shapley values computed on cal set; curves evaluated on held-out test set,,1,body_mass,7,7014
1,Myken,0.4710951108504906,50,0,542,0.2268188302425107,0.005,False,3,Shapley values computed on cal set; curves evaluated on held-out test set,,1,body_mass,8,8014
1,Myken,0.40293147913659666,50,0,547,0.21968616262482168,0.005,False,3,Shapley values computed on cal set; curves evaluated on held-out test set,,1,body_mass,9,9014
2,Træna,0.3336687777089953,50,0,546,0.2211126961483595,0.005,False,3,Shapley values computed on cal set; curves evaluated on held-out test set,,1,body_mass,0,14
2,Træna,0.1627185304527744,50,0,547,0.21968616262482168,0.005,False,3,Shapley values computed on cal set; curves evaluated on held-out test set,,1,body_mass,1,1014
2,Træna,0.6013603147263006,50,0,554,0.20970042796005706,0.005,False,3,Shapley values computed on cal set; curves evaluated on held-out test set,,1,body_mass,2,2014
2,Træna,0.3079396041091382,50,0,554,0.20970042796005706,0.005,False,3,Shapley values computed on cal set; curves evaluated on held-out test set,,1,body_mass,3,3014
2,Træna,-0.02419358021343518,50,0,547,0.21968616262482168,0.005,False,3,Shapley values computed on cal set; curves evaluated on held-out test set,,1,body_mass,4,4014
2,Træna,0.08054407494046323,50,0,556,0.20684736091298145,0.005,False,3,Shapley values computed on cal set; curves evaluated on held-out test set,,1,body_mass,5,5014
2,Træna,0.24489514500730564,50,0,545,0.2225392296718973,0.005,False,3,Shapley values computed on cal set; curves evaluated on held-out test set,,1,body_mass,6,6014
2,Træna,0.23863062043270056,50,0,548,0.21825962910128388,0.005,False,3,Shapley values computed on cal set; curves evaluated on held-out test set,,1,body_mass,7,7014
