trait,fold,cv_strategy,n_train,n_test,n_features_available,n_pcs_available,best_n_pcs,best_n_pcs_fit,best_alpha,mean_inner_pearson_r,pearson_r,outer_pca_cumvar_at_best_r,fit_time_seconds,study_time_seconds,n_trials_completed,n_inner_folds,test_locality_codes,test_locality_original_labels,test_localities
thr_tarsus,1,within_population_kfold,5085,565,65344,5000,3500,3500,119663.19172337888,0.37139627072854314,0.4723968107741588,0.9265527725219727,0.31907383794896305,119.31905986694619,100,5,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]","[""20"", ""22"", ""23"", ""24"", ""26"", ""27"", ""28"", ""33"", ""34"", ""35"", ""38"", ""60"", ""61"", ""63"", ""67""]","[""Nes\u00f8y"", ""Myken"", ""Tr\u00e6na"", ""Selv\u00e6r"", ""Gjer\u00f8y"", ""Hestmann\u00f8y"", ""Indre Kvar\u00f8y"", ""On\u00f8y og Lur\u00f8y"", ""Lovund"", ""Sleneset"", ""Aldra"", ""Leka"", ""Vega"", ""Vikna"", ""Lauv\u00f8ya""]"
thr_tarsus,2,within_population_kfold,5085,565,65344,5000,3000,3000,117590.21030362949,0.38802956637456854,0.385277742177336,0.8917708992958069,0.24048923095688224,111.33321377518587,100,5,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]","[""20"", ""22"", ""23"", ""24"", ""26"", ""27"", ""28"", ""33"", ""34"", ""35"", ""38"", ""60"", ""61"", ""63"", ""67""]","[""Nes\u00f8y"", ""Myken"", ""Tr\u00e6na"", ""Selv\u00e6r"", ""Gjer\u00f8y"", ""Hestmann\u00f8y"", ""Indre Kvar\u00f8y"", ""On\u00f8y og Lur\u00f8y"", ""Lovund"", ""Sleneset"", ""Aldra"", ""Leka"", ""Vega"", ""Vikna"", ""Lauv\u00f8ya""]"
thr_tarsus,3,within_population_kfold,5085,565,65344,5000,5000,5000,80673.55397467047,0.38630505192338227,0.39468935214067047,0.9877876043319702,0.5418843219522387,130.68172419187613,100,5,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]","[""20"", ""22"", ""23"", ""24"", ""26"", ""27"", ""28"", ""33"", ""34"", ""35"", ""38"", ""60"", ""61"", ""63"", ""67""]","[""Nes\u00f8y"", ""Myken"", ""Tr\u00e6na"", ""Selv\u00e6r"", ""Gjer\u00f8y"", ""Hestmann\u00f8y"", ""Indre Kvar\u00f8y"", ""On\u00f8y og Lur\u00f8y"", ""Lovund"", ""Sleneset"", ""Aldra"", ""Leka"", ""Vega"", ""Vikna"", ""Lauv\u00f8ya""]"
thr_tarsus,4,within_population_kfold,5085,565,65344,5000,3000,3000,111088.58126415,0.38927669975708784,0.4212763754180069,0.8917708992958069,0.25154195609502494,81.02099050604738,100,5,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]","[""20"", ""22"", ""23"", ""24"", ""26"", ""27"", ""28"", ""33"", ""34"", ""35"", ""38"", ""60"", ""61"", ""63"", ""67""]","[""Nes\u00f8y"", ""Myken"", ""Tr\u00e6na"", ""Selv\u00e6r"", ""Gjer\u00f8y"", ""Hestmann\u00f8y"", ""Indre Kvar\u00f8y"", ""On\u00f8y og Lur\u00f8y"", ""Lovund"", ""Sleneset"", ""Aldra"", ""Leka"", ""Vega"", ""Vikna"", ""Lauv\u00f8ya""]"
thr_tarsus,5,within_population_kfold,5085,565,65344,5000,3500,3500,103106.91536613887,0.3771360115285666,0.4218883335991509,0.9265527725219727,0.3182855420745909,88.74191716406494,100,5,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]","[""20"", ""22"", ""23"", ""24"", ""26"", ""27"", ""28"", ""33"", ""34"", ""35"", ""38"", ""60"", ""61"", ""63"", ""67""]","[""Nes\u00f8y"", ""Myken"", ""Tr\u00e6na"", ""Selv\u00e6r"", ""Gjer\u00f8y"", ""Hestmann\u00f8y"", ""Indre Kvar\u00f8y"", ""On\u00f8y og Lur\u00f8y"", ""Lovund"", ""Sleneset"", ""Aldra"", ""Leka"", ""Vega"", ""Vikna"", ""Lauv\u00f8ya""]"
thr_tarsus,6,within_population_kfold,5085,565,65344,5000,3500,3500,90353.76337846548,0.38837408969081305,0.3852522544477592,0.9265527725219727,0.3338326709344983,117.54449179302901,100,5,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]","[""20"", ""22"", ""23"", ""24"", ""26"", ""27"", ""28"", ""33"", ""34"", ""35"", ""38"", ""60"", ""61"", ""63"", ""67""]","[""Nes\u00f8y"", ""Myken"", ""Tr\u00e6na"", ""Selv\u00e6r"", ""Gjer\u00f8y"", ""Hestmann\u00f8y"", ""Indre Kvar\u00f8y"", ""On\u00f8y og Lur\u00f8y"", ""Lovund"", ""Sleneset"", ""Aldra"", ""Leka"", ""Vega"", ""Vikna"", ""Lauv\u00f8ya""]"
thr_tarsus,7,within_population_kfold,5085,565,65344,5000,2500,2500,111390.04629651493,0.39210921112824215,0.39004027457012214,0.8466724157333374,0.18051407090388238,59.20898481598124,100,5,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]","[""20"", ""22"", ""23"", ""24"", ""26"", ""27"", ""28"", ""33"", ""34"", ""35"", ""38"", ""60"", ""61"", ""63"", ""67""]","[""Nes\u00f8y"", ""Myken"", ""Tr\u00e6na"", ""Selv\u00e6r"", ""Gjer\u00f8y"", ""Hestmann\u00f8y"", ""Indre Kvar\u00f8y"", ""On\u00f8y og Lur\u00f8y"", ""Lovund"", ""Sleneset"", ""Aldra"", ""Leka"", ""Vega"", ""Vikna"", ""Lauv\u00f8ya""]"
thr_tarsus,8,within_population_kfold,5085,565,65344,5000,5000,5000,97907.6433772402,0.3720339181278856,0.3895028083643635,0.9877876043319702,0.5422495708335191,93.6174368779175,100,5,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]","[""20"", ""22"", ""23"", ""24"", ""26"", ""27"", ""28"", ""33"", ""34"", ""35"", ""38"", ""60"", ""61"", ""63"", ""67""]","[""Nes\u00f8y"", ""Myken"", ""Tr\u00e6na"", ""Selv\u00e6r"", ""Gjer\u00f8y"", ""Hestmann\u00f8y"", ""Indre Kvar\u00f8y"", ""On\u00f8y og Lur\u00f8y"", ""Lovund"", ""Sleneset"", ""Aldra"", ""Leka"", ""Vega"", ""Vikna"", ""Lauv\u00f8ya""]"
thr_tarsus,9,within_population_kfold,5085,565,65344,5000,3000,3000,99313.62330467025,0.393976493070587,0.33071851324848256,0.8917708992958069,0.2400924649555236,96.21335636195727,100,5,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]","[""20"", ""22"", ""23"", ""24"", ""26"", ""27"", ""28"", ""33"", ""34"", ""35"", ""38"", ""60"", ""61"", ""63"", ""67""]","[""Nes\u00f8y"", ""Myken"", ""Tr\u00e6na"", ""Selv\u00e6r"", ""Gjer\u00f8y"", ""Hestmann\u00f8y"", ""Indre Kvar\u00f8y"", ""On\u00f8y og Lur\u00f8y"", ""Lovund"", ""Sleneset"", ""Aldra"", ""Leka"", ""Vega"", ""Vikna"", ""Lauv\u00f8ya""]"
thr_tarsus,10,within_population_kfold,5085,565,65344,5000,3000,3000,121686.6915482655,0.38511366393675883,0.38741104440038243,0.8917708992958069,0.24471434601582587,75.56123106298037,100,5,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]","[""20"", ""22"", ""23"", ""24"", ""26"", ""27"", ""28"", ""33"", ""34"", ""35"", ""38"", ""60"", ""61"", ""63"", ""67""]","[""Nes\u00f8y"", ""Myken"", ""Tr\u00e6na"", ""Selv\u00e6r"", ""Gjer\u00f8y"", ""Hestmann\u00f8y"", ""Indre Kvar\u00f8y"", ""On\u00f8y og Lur\u00f8y"", ""Lovund"", ""Sleneset"", ""Aldra"", ""Leka"", ""Vega"", ""Vikna"", ""Lauv\u00f8ya""]"
