analysis,method,weight_scheme,order_seed,weighted_fit_used,n_individuals,corr_eval,mse_adj,target_island,target_island_name,repeat,repeat_seed,trait,n_components,avg_grm_obj
weighted_full,bpcrr_weight_exp_beta_1p0,exp_beta_1p0,-1,True,5578,0.3037428561408687,4.2066728796116095,0,Nesøy,0,2076391374,body_mass,500,-0.0012997164876513844
weighted_full,bpcrr_weight_exp_beta_1p0,exp_beta_1p0,-1,True,5605,0.1877476404691002,5.687797753911494,1,Myken,0,2041129560,body_mass,500,-0.0011549602703682994
weighted_full,bpcrr_weight_exp_beta_1p0,exp_beta_1p0,-1,True,5405,0.24067091692273607,4.78329986764238,2,Træna,0,691795168,body_mass,500,-0.0015742536471535559
weighted_full,bpcrr_weight_exp_beta_1p0,exp_beta_1p0,-1,True,5503,0.20147853694729267,3.5545713040442237,3,Selvær,0,1712667889,body_mass,500,-0.001113041352838955
weighted_full,bpcrr_weight_exp_beta_1p0,exp_beta_1p0,-1,True,5139,0.09156256955887965,3.9651630234402644,4,Gjerøy,0,31823479,body_mass,500,-0.0036667255796769163
weighted_full,bpcrr_weight_exp_beta_1p0,exp_beta_1p0,-1,True,4619,0.139876809697241,4.536546686362521,5,Hestmannøy,0,639053116,body_mass,500,-0.004097308018003854
weighted_full,bpcrr_weight_exp_beta_1p0,exp_beta_1p0,-1,True,5341,0.25016013752416866,4.121378765980565,6,Indre Kvarøy,0,159331124,body_mass,500,-0.002539627952297367
weighted_full,bpcrr_weight_exp_beta_1p0,exp_beta_1p0,-1,True,5438,0.21512467557940193,3.9045062070343888,7,Onøy og Lurøy,0,324992130,body_mass,500,-0.001944004273372419
weighted_full,bpcrr_weight_exp_beta_1p0,exp_beta_1p0,-1,True,5539,0.3934581885147215,3.448753163980148,8,Lovund,0,904772756,body_mass,500,-0.0007632773359394643
weighted_full,bpcrr_weight_exp_beta_1p0,exp_beta_1p0,-1,True,5531,0.17278226844841532,3.796792940540509,9,Sleneset,0,698402219,body_mass,500,-0.0015718369968423813
weighted_full,bpcrr_weight_exp_beta_1p0,exp_beta_1p0,-1,True,5524,0.15173142687274227,3.4508449969256185,10,Aldra,0,859124446,body_mass,500,-0.005076303334098852
weighted_full,bpcrr_weight_exp_beta_1p0,exp_beta_1p0,-1,True,5114,0.13277447136938286,3.039965832998153,11,Southern 1,0,1584512352,body_mass,500,-0.004787047109560498
weighted_full,bpcrr_weight_exp_beta_1p0,exp_beta_1p0,-1,True,5300,0.04547709318923156,3.5674782791502544,12,Southern 2,0,1695995065,body_mass,500,-0.003690062699420242
weighted_full,bpcrr_weight_exp_beta_1p0,exp_beta_1p0,-1,True,5113,0.16441253512306273,3.1511067803827375,13,Southern 3,0,33537373,body_mass,500,-0.0036528064612761538
weighted_full,bpcrr_weight_exp_beta_1p0,exp_beta_1p0,-1,True,5211,0.038591062980335426,3.063349843103096,14,Southern 4,0,631883636,body_mass,500,-0.003263157137102592
weighted_full,bpcrr_weight_exp_beta_1p0,exp_beta_1p0,-1,True,5495,0.10756026709755785,2.9909446374841275,15,Southern 5,0,929754402,body_mass,500,-0.002507729787105793
