trait,model_type,target_island,target_island_name,repeat,repeat_seed,analysis,method,selection_method,lambda_label,lambda_div,order_seed,n_components,n_individuals,corr_eval,mse_adj,avg_grm_target_obj,avg_grm_train_train_obj,objective_obj,diversity_include_diagonal
body_mass,ridge,0,Nesøy,0,632490077,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,-1,,500,0.252988283930152,1.253870964050293,0.011619173854066172,0.007924078215788007,0.007657134746172169,True
body_mass,ridge,0,Nesøy,0,632490077,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,-1,,1000,0.2169064982559639,1.2749357223510742,0.008073552124025104,0.005031329285834539,0.005557887481107834,True
body_mass,ridge,0,Nesøy,0,632490077,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,-1,,1500,0.22395025843923275,1.2735711336135864,0.006241574368574234,0.003792957299995559,0.004345095718576455,True
body_mass,ridge,0,Nesøy,0,632490077,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,-1,,2000,0.20125152878379,1.2857205867767334,0.005006115757207901,0.0030726062460319577,0.003469812634191922,True
body_mass,ridge,0,Nesøy,0,632490077,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,-1,,2500,0.20428566815799332,1.2867326736450195,0.0040185345407085455,0.00250677747557503,0.0027651458029210305,True
body_mass,ridge,0,Nesøy,0,632490077,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,-1,,3000,0.19250996025034484,1.2917875051498413,0.0031603052482876808,0.0020198841840126684,0.0021503631562813466,True
body_mass,ridge,0,Nesøy,0,632490077,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,-1,,3500,0.1846159696724761,1.2932026386260986,0.0023658719954821675,0.0015860027635165705,0.0015728706137238821,True
body_mass,ridge,0,Nesøy,0,632490077,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,-1,,4000,0.1943821242138928,1.286049246788025,0.0016021543793319907,0.0011909041364757086,0.0010067023110941365,True
body_mass,ridge,0,Nesøy,0,632490077,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,-1,,4500,0.21975332779647436,1.275062084197998,0.0007974086304198579,0.0007557801342951207,0.0004195185632722976,True
body_mass,ridge,5,Hestmannøy,0,1191443913,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,-1,,500,0.1495344815060366,1.5842136144638062,0.006220301480068427,0.007129277145623853,0.0026556629072565004,True
body_mass,ridge,5,Hestmannøy,0,1191443913,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,-1,,1000,0.1402747364055906,1.5861468315124512,0.004137673330220554,0.0050490519497119225,0.0016131473553645925,True
body_mass,ridge,5,Hestmannøy,0,1191443913,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,-1,,1500,0.14000582327244515,1.584370732307434,0.002800202877269812,0.004025018287196641,0.0007876937336714915,True
body_mass,ridge,5,Hestmannøy,0,1191443913,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,-1,,2000,0.14246132776815915,1.5834084749221802,0.0016907089858597519,0.0032401163977525877,7.065078698345801e-05,True
body_mass,ridge,5,Hestmannøy,0,1191443913,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,-1,,2500,0.14087924537773655,1.580930471420288,0.0006583386226348133,0.0025543453755949267,-0.00061883406516265,True
body_mass,ridge,5,Hestmannøy,0,1191443913,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,-1,,3000,0.13510898595807697,1.5824798345565796,-0.0004037038022859789,0.0018792669715533463,-0.001343337288062652,True
body_mass,ridge,5,Hestmannøy,0,1191443913,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,-1,,3500,0.141944477524788,1.578675389289856,-0.0015773991509820163,0.0011761135556848745,-0.0021654559288244537,True
body_mass,ridge,5,Hestmannøy,0,1191443913,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,-1,,4000,0.13730776002275258,1.5812450647354126,-0.002731244021455378,0.0007973501129268806,-0.003129919077918818,True
body_mass,ridge,5,Hestmannøy,0,1191443913,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,-1,,4500,0.1387215351712424,1.5807533264160156,-0.0038261959835777354,0.0008633654627613046,-0.004257878714958387,True
body_mass,ridge,10,Aldra,0,1587784369,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,-1,,500,0.09632138858258063,1.4407869577407837,0.006901899077648878,0.005561858092235932,0.004120970031530912,True
body_mass,ridge,10,Aldra,0,1587784369,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,-1,,1000,0.16940522840921446,1.4262923002243042,0.0039459417848217776,0.003441997341615621,0.002224943114013967,True
body_mass,ridge,10,Aldra,0,1587784369,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,-1,,1500,0.21514866561155035,1.4169411659240723,0.00220322474758914,0.002435135956821075,0.0009856567691786027,True
body_mass,ridge,10,Aldra,0,1587784369,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,-1,,2000,0.23766870115868494,1.4074827432632446,0.0009540877377062528,0.0018675702201744536,2.0302627619026015e-05,True
body_mass,ridge,10,Aldra,0,1587784369,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,-1,,2500,0.25933263264029155,1.3989545106887817,-6.122124545838605e-05,0.0014702715490020645,-0.0007963570199594183,True
body_mass,ridge,10,Aldra,0,1587784369,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,-1,,3000,0.27617432112793616,1.3904787302017212,-0.0009262648841246395,0.001177238266811605,-0.0015148840175304421,True
body_mass,ridge,10,Aldra,0,1587784369,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,-1,,3500,0.3003241315347881,1.3896733522415161,-0.0017306101315051029,0.0009032689727738509,-0.002182244617892028,True
body_mass,ridge,10,Aldra,0,1587784369,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,-1,,4000,0.33963078607622926,1.3733454942703247,-0.0024936703945825076,0.0006674323411652146,-0.002827386565165115,True
body_mass,ridge,10,Aldra,0,1587784369,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,-1,,4500,0.3468042467928679,1.3731032609939575,-0.0032652590381585162,0.00044416526679662673,-0.00348734167155683,True
body_mass,ridge,15,Southern 5,0,1790611218,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,-1,,500,0.07451817854277405,0.8858143091201782,0.03296810054376805,0.029427281975643822,0.01825445955594614,True
body_mass,ridge,15,Southern 5,0,1790611218,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,-1,,1000,0.11625693853948632,0.8809581995010376,0.021010574319675908,0.014461465782484877,0.01377984142843347,True
body_mass,ridge,15,Southern 5,0,1790611218,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,-1,,1500,0.1244868261632502,0.8799002766609192,0.015199395971744791,0.009717735301746236,0.010340528320871675,True
body_mass,ridge,15,Southern 5,0,1790611218,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,-1,,2000,0.1291704757175967,0.8798612952232361,0.01157686404136386,0.007268214424954159,0.00794275682888678,True
