target_island,source_island,source_island_name,phi,phi_per_individual,n_island,rank_full,rank_mean
14,12,Southern 2,0.08214694411567036,0.00020691925469942156,397,1,2
14,13,Southern 3,0.06336829595982596,0.0001085073560955924,584,2,5
14,11,Southern 1,0.05466073387972556,9.375769104584144e-05,583,3,7
14,4,Gjerøy,0.046918327505561915,8.408302420351597e-05,558,4,8
14,0,Nesøy,0.0313261167977215,0.0002632446789724496,119,5,1
14,7,Onøy og Lurøy,0.020712156790826945,7.996971733910017e-05,259,6,9
14,9,Sleneset,0.02050619758896708,0.0001235313107769101,166,7,4
14,8,Lovund,0.014931044705942849,9.450028294900536e-05,158,8,6
14,3,Selvær,0.013730385842332854,7.077518475429307e-05,194,9,10
14,1,Myken,0.01362474361009229,0.0001480950392401336,92,10,3
14,2,Træna,-0.012067126791845554,-4.132577668440258e-05,292,11,12
14,10,Aldra,-0.014257662774592198,-8.241423569128439e-05,173,12,13
14,5,Hestmannøy,-0.021821404674478895,-2.0242490421594523e-05,1078,13,11
14,6,Indre Kvarøy,-0.03668887990327704,-0.00010305865141369954,356,14,14
14,15,Southern 5,-0.0392039247383176,-0.00019407883533820595,202,15,15
