permutation_index,source_island,phi_running,rank_running,source_island_name,target_island
1,0,0.01820047859663991,5,Nesøy,3
1,1,-0.016486049184860546,12,Myken,3
1,2,0.06608019294500558,2,Træna,3
1,4,-0.04632291770785685,15,Gjerøy,3
1,5,-0.013632942136849041,11,Hestmannøy,3
1,6,0.09710158283052565,1,Indre Kvarøy,3
1,7,0.0036580441448591794,10,Onøy og Lurøy,3
1,8,0.04140585148193049,4,Lovund,3
1,9,-0.02636255673438429,13,Sleneset,3
1,10,0.01642402867845244,6,Aldra,3
1,11,0.00499862997741729,8,Southern 1,3
1,12,-0.03655601065192357,14,Southern 2,3
1,13,0.059033986125460514,3,Southern 3,3
1,14,0.005614183979633036,7,Southern 4,3
1,15,0.004976624478871233,9,Southern 5,3
2,0,0.013717363917678825,7,Nesøy,3
2,1,-0.014271226034374543,12,Myken,3
2,2,0.048630196472739806,3,Træna,3
2,4,-0.05823452079183551,15,Gjerøy,3
2,5,-0.001227199910920268,11,Hestmannøy,3
2,6,0.06266028249072209,2,Indre Kvarøy,3
2,7,0.03178714657651397,6,Onøy og Lurøy,3
2,8,0.08448984382865798,1,Lovund,3
2,9,-0.018145902960458482,13,Sleneset,3
2,10,0.034297929992868834,4,Aldra,3
2,11,0.0038323278114845566,10,Southern 1,3
2,12,-0.05093901378431784,14,Southern 2,3
2,13,0.03207018362783895,5,Southern 3,3
2,14,0.004111802722898739,9,Southern 4,3
2,15,0.005353912863423932,8,Southern 5,3
3,0,0.012947795633171342,8,Nesøy,3
3,1,-0.006976967207322837,12,Myken,3
3,2,0.04973614685653744,3,Træna,3
3,4,-0.06223387165566798,15,Gjerøy,3
3,5,0.008268988385580295,9,Hestmannøy,3
3,6,0.052594248557093326,2,Indre Kvarøy,3
3,7,0.028444384682583267,5,Onøy og Lurøy,3
3,8,0.06890807783117846,1,Lovund,3
3,9,-0.013647725177033637,13,Sleneset,3
3,10,0.02869536279636618,4,Aldra,3
3,11,0.003872469718169222,11,Southern 1,3
3,12,-0.04284834557176331,14,Southern 2,3
3,13,0.027633624980233463,6,Southern 3,3
3,14,0.017299935922434177,7,Southern 4,3
3,15,0.005439001071361642,10,Southern 5,3
4,0,0.01109563826052324,9,Nesøy,3
4,1,-0.007933216574016341,12,Myken,3
4,2,0.043603541107106084,3,Træna,3
4,4,-0.06355044755405183,15,Gjerøy,3
4,5,0.020323989015468433,7,Hestmannøy,3
4,6,0.05278980441249583,2,Indre Kvarøy,3
4,7,0.02357157228114836,5,Onøy og Lurøy,3
4,8,0.0665943169944767,1,Lovund,3
4,9,-0.010050387846697541,13,Sleneset,3
4,10,0.02866276886125876,4,Aldra,3
4,11,0.005276168537503029,11,Southern 1,3
4,12,-0.03946383660010851,14,Southern 2,3
4,13,0.022843746503647795,6,Southern 3,3
4,14,0.016466779096816223,8,Southern 4,3
4,15,0.007902690327350814,10,Southern 5,3
5,0,0.010032055144656715,10,Nesøy,3
5,1,-0.008895243829931149,12,Myken,3
5,2,0.06941479531438591,1,Træna,3
5,4,-0.0801491716860641,15,Gjerøy,3
5,5,0.01785590512769114,7,Hestmannøy,3
5,6,0.047979183957219465,3,Indre Kvarøy,3
5,7,0.019666867754894547,6,Onøy og Lurøy,3
5,8,0.06290085478669913,2,Lovund,3
5,9,-0.010358834436094923,13,Sleneset,3
5,10,0.027416655086915633,4,Aldra,3
5,11,0.013127489717458484,9,Southern 1,3
5,12,-0.03412509550616638,14,Southern 2,3
5,13,0.020594424780304772,5,Southern 3,3
5,14,0.014822947024508152,8,Southern 4,3
5,15,0.007850293586443666,11,Southern 5,3
6,0,0.00933947842540788,11,Nesøy,3
6,1,-0.008732739235496062,12,Myken,3
6,2,0.062046616738456926,1,Træna,3
6,4,-0.07675659613956444,15,Gjerøy,3
6,5,0.01837302094734587,6,Hestmannøy,3
6,6,0.04905429669552928,3,Indre Kvarøy,3
6,7,0.01824348789440471,7,Onøy og Lurøy,3
6,8,0.06027868710431735,2,Lovund,3
6,9,-0.009370322449765165,13,Sleneset,3
6,10,0.02652382053195436,5,Aldra,3
6,11,0.011799450261910566,10,Southern 1,3
6,12,-0.039324582407924004,14,Southern 2,3
6,13,0.02914387485994933,4,Southern 3,3
6,14,0.01418282078196925,8,Southern 4,3
6,15,0.013331812814425187,9,Southern 5,3
7,0,0.008769474374019495,11,Nesøy,3
7,1,-0.010227618640438113,12,Myken,3
7,2,0.0750555094903391,1,Træna,3
7,4,-0.0722628039589488,15,Gjerøy,3
7,5,0.013299278687204883,7,Hestmannøy,3
7,6,0.046738850618508146,3,Indre Kvarøy,3
7,7,0.016347166767173602,6,Onøy og Lurøy,3
7,8,0.05710990762894974,2,Lovund,3
7,9,-0.011134863385732533,13,Sleneset,3
7,10,0.026611021142285755,5,Aldra,3
7,11,0.010950079458044434,10,Southern 1,3
7,12,-0.03545597892834663,14,Southern 2,3
7,13,0.02716115231948158,4,Southern 3,3
7,14,0.012674374954655699,8,Southern 4,3
7,15,0.012497576295724686,9,Southern 5,3
8,0,0.008395505412415885,11,Nesøy,3
8,1,-0.010110942769356826,12,Myken,3
8,2,0.0688747666338952,1,Træna,3
8,4,-0.07212393329051496,15,Gjerøy,3
8,5,0.018697992714445878,6,Hestmannøy,3
8,6,0.04701324765455788,3,Indre Kvarøy,3
8,7,0.01657325682358806,7,Onøy og Lurøy,3
8,8,0.0568846677155303,2,Lovund,3
8,9,-0.01090723298235019,13,Sleneset,3
8,10,0.027043369181202856,4,Aldra,3
8,11,0.01048743874878531,10,Southern 1,3
8,12,-0.032563767867702126,14,Southern 2,3
8,13,0.02466994538557324,5,Southern 3,3
8,14,0.01335681112090109,8,Southern 4,3
8,15,0.011842002341949442,9,Southern 5,3
9,0,0.00813488886064726,11,Nesøy,3
9,1,-0.009585599452506472,12,Myken,3
9,2,0.06418901812341415,1,Træna,3
9,4,-0.0712936747524853,15,Gjerøy,3
9,5,0.016061625929995785,6,Hestmannøy,3
9,6,0.04559690994400491,3,Indre Kvarøy,3
9,7,0.013656844295108887,7,Onøy og Lurøy,3
9,8,0.0624916438331926,2,Lovund,3
9,9,-0.013973832677164684,13,Sleneset,3
9,10,0.03625001272792308,4,Aldra,3
9,11,0.009231145200934062,10,Southern 1,3
9,12,-0.030375451394373323,14,Southern 2,3
9,13,0.023104604487085772,5,Southern 3,3
9,14,0.013594296846333965,8,Southern 4,3
9,15,0.011050694850810347,9,Southern 5,3
10,0,0.00812513499260233,11,Nesøy,3
10,1,-0.008828285745747075,12,Myken,3
10,2,0.061144522167532925,2,Træna,3
