trait,fold,method,selection_method,repeat,repeat_seed,n_individuals,n_train_available,n_test,n_pcs,n_pcs_selection,n_pcs_fit,alpha,pearson_r,mse_adj,pevmean_obj,ga_generations,ga_cache_size,ga_elapsed_sec,fit_time_seconds
thr_wing,1,full_train_pc_ridge,full_train,-1,-1,5069,5069,564,4500,100,4500,40673.818606964225,0.2953326101302812,0.8858140110969543,0.01663827709853649,0,0,0.0,1.2014988749288023
thr_wing,1,pevmean_ga_pc_ridge,pevmean_ga,0,1000514,500,5069,564,4500,100,4500,40673.818606964225,0.18567393069897034,0.993763267993927,0.051827672868967056,300,26157,51.74663838301785,0.021057096077129245
thr_wing,1,pevmean_ga_pc_ridge,pevmean_ga,0,1001014,1000,5069,564,4500,100,4500,40673.818606964225,0.2204467097563026,0.9555655121803284,0.03921419382095337,300,26537,61.170407572062686,0.061111920047551394
thr_wing,1,pevmean_ga_pc_ridge,pevmean_ga,0,1001514,1500,5069,564,4500,100,4500,40673.818606964225,0.21556699137362917,0.9562119245529175,0.03225066885352135,300,26743,70.07214384805411,0.13024116307497025
thr_wing,1,pevmean_ga_pc_ridge,pevmean_ga,0,1002014,2000,5069,564,4500,100,4500,40673.818606964225,0.23533421012595288,0.934476375579834,0.0276875589042902,300,26574,79.92084141192026,0.22641874197870493
thr_wing,1,pevmean_ga_pc_ridge,pevmean_ga,0,1002514,2500,5069,564,4500,100,4500,40673.818606964225,0.2650619565968561,0.9195675849914551,0.024302544072270393,300,26581,88.0463462411426,0.3552966080605984
thr_wing,1,pevmean_ga_pc_ridge,pevmean_ga,0,1003014,3000,5069,564,4500,100,4500,40673.818606964225,0.259335435893754,0.919707715511322,0.021817948669195175,300,26388,97.5237490539439,0.5383112449198961
thr_wing,1,pevmean_ga_pc_ridge,pevmean_ga,0,1003514,3500,5069,564,4500,100,4500,40673.818606964225,0.2896246726343718,0.9073796272277832,0.01998898573219776,300,26583,107.47258226806298,0.7287854838650674
thr_wing,1,pevmean_ga_pc_ridge,pevmean_ga,0,1004014,4000,5069,564,4500,100,4500,40673.818606964225,0.27299957311763906,0.8976429104804993,0.018506603315472603,300,26449,116.6154530448839,0.9955805069766939
thr_wing,1,pevmean_ga_pc_ridge,pevmean_ga,0,1004514,4500,5069,564,4500,100,4500,40673.818606964225,0.3026453885508003,0.8844130635261536,0.01737895980477333,300,26526,121.49253055197187,1.1430988339707255
