target_island,source_island,source_island_name,phi,phi_per_individual,n_island,rank_full,rank_mean
14,11,Southern 1,0.08587087662473995,0.00014779841071383814,581,1,2
14,5,Hestmannøy,0.05606272769644712,5.3140026252556514e-05,1055,2,8
14,12,Southern 2,0.026832588364733373,6.758838379026039e-05,397,3,6
14,10,Aldra,0.026454194554614764,0.0001529144193908368,173,4,1
14,3,Selvær,0.02487910859603528,0.00013025711306824755,191,5,3
14,7,Onøy og Lurøy,0.022268766926404854,8.698737080626896e-05,256,6,5
14,9,Sleneset,0.0165689674550453,0.00010355604659403313,160,7,4
14,6,Indre Kvarøy,0.016510163906350423,4.7307059903582874e-05,349,8,9
14,8,Lovund,0.009839796586200508,6.516421580265237e-05,151,9,7
14,1,Myken,0.0032282127572381305,3.508926910041446e-05,92,10,10
14,0,Nesøy,-0.012975302301431407,-0.00010996018899518141,118,11,13
14,13,Southern 3,-0.017527500104644562,-3.006432264947609e-05,583,12,11
14,15,Southern 5,-0.023675348671442435,-0.00011720469639327938,202,13,15
14,2,Træna,-0.02920839117553456,-0.00010212724187249846,286,14,12
14,4,Gjerøy,-0.06456687919809519,-0.00011675746690433126,553,15,14
