target_island,source_island,source_island_name,phi,phi_per_individual,n_island,rank_full,rank_mean
3,2,Træna,0.14599476996296687,0.0005104712236467373,286,1,3
3,8,Lovund,0.09834566469342967,0.0006512957926717197,151,2,1
3,1,Myken,0.057002559558911044,0.0006195930386838157,92,3,2
3,7,Onøy og Lurøy,0.05136691847722907,0.00020065202530167607,256,4,6
3,9,Sleneset,0.04538417169358779,0.0002836510730849237,160,5,4
3,11,Southern 1,0.04279839116576598,7.366332386534592e-05,581,6,7
3,0,Nesøy,0.02672001572149568,0.00022644081119911592,118,7,5
3,6,Indre Kvarøy,0.004987020647143808,1.4289457441672803e-05,349,8,8
3,10,Aldra,-0.0008639870713295927,-4.994144920980305e-06,173,9,9
3,14,Southern 4,-0.005497143298175947,-1.1310994440691248e-05,486,10,11
3,5,Hestmannøy,-0.00862869936165073,-8.178861954171308e-06,1055,11,10
3,13,Southern 3,-0.010575173468025056,-1.813923407894521e-05,583,12,12
3,4,Gjerøy,-0.024384149665466853,-4.409430319252595e-05,553,13,13
3,12,Southern 2,-0.03544593208269345,-8.928446368436637e-05,397,14,14
3,15,Southern 5,-0.03709635139621103,-0.00018364530394163875,202,15,15
