trait,target_island,target_island_name,repeat,repeat_seed,method,weight_scheme,n_components,alpha,ringnr,ringnumber,source_island,source_island_name,rank,pca_dist,weight
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L19977,8L19977,5,Hestmannøy,2204,61.23405075073242,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L19979,8L19979,5,Hestmannøy,3306,175.05810546875,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L19986,8L19986,6,Indre Kvarøy,2568,74.28440856933594,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L19987,8L19987,4,Gjerøy,27,10.07346248626709,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L19988,8L19988,4,Gjerøy,1558,45.25737380981445,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L19992,8L19992,4,Gjerøy,146,13.381274223327637,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L19998,8L19998,5,Hestmannøy,2342,65.64567565917969,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L26526,8L26526,9,Sleneset,1948,54.05552673339844,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L26528,8L26528,6,Indre Kvarøy,1988,55.05207061767578,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L26538,8L26538,10,Aldra,3126,120.03041076660156,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L26576,8L26576,6,Indre Kvarøy,2584,75.11483764648438,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L26578,8L26578,6,Indre Kvarøy,2886,92.30801391601562,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L26579,8L26579,5,Hestmannøy,1914,53.2601203918457,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L26581,8L26581,6,Indre Kvarøy,3036,107.66758728027344,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L26582,8L26582,6,Indre Kvarøy,2917,94.74630737304688,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L26586,8L26586,5,Hestmannøy,2464,69.66036224365234,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L26587,8L26587,5,Hestmannøy,2656,78.60184478759766,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L26591,8L26591,5,Hestmannøy,2442,68.87266540527344,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L26595,8L26595,6,Indre Kvarøy,299,16.984344482421875,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L26596,8L26596,6,Indre Kvarøy,93,12.225132942199707,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L26597,8L26597,6,Indre Kvarøy,2954,97.61346435546875,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L30001,8L30001,10,Aldra,3021,105.51504516601562,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L30249,8L30249,10,Aldra,2916,94.73802947998047,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L30260,8L30260,5,Hestmannøy,2627,77.28195190429688,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L30286,8L30286,5,Hestmannøy,3281,160.58053588867188,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L30289,8L30289,5,Hestmannøy,1857,51.80244827270508,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L30298,8L30298,5,Hestmannøy,228,15.253938674926758,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L30300,8L30300,5,Hestmannøy,364,18.963459014892578,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L30320,8L30320,5,Hestmannøy,1624,46.667415618896484,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L30340,8L30340,6,Indre Kvarøy,2353,65.97962188720703,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L30352,8L30352,7,Onøy og Lurøy,285,16.63619613647461,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L30354,8L30354,7,Onøy og Lurøy,869,30.507219314575195,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L30355,8L30355,7,Onøy og Lurøy,1813,50.811424255371094,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L30363,8L30363,10,Aldra,1935,53.67781066894531,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L30372,8L30372,2,Træna,3113,118.06840515136719,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L30388,8L30388,3,Selvær,817,29.35662078857422,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L30396,8L30396,2,Træna,641,25.793588638305664,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L30416,8L30416,8,Lovund,925,31.72414779663086,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L30444,8L30444,4,Gjerøy,3171,129.62660217285156,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L30445,8L30445,4,Gjerøy,2112,58.35549545288086,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L30446,8L30446,4,Gjerøy,2648,78.36388397216797,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L30449,8L30449,4,Gjerøy,2785,85.28389739990234,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L30451,8L30451,6,Indre Kvarøy,303,17.189624786376953,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L30499,8L30499,2,Træna,1633,46.86725616455078,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L30500,8L30500,2,Træna,3177,130.6164093017578,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L30591,8L30591,5,Hestmannøy,3023,106.12187957763672,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L30596,8L30596,4,Gjerøy,2538,73.12423706054688,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L30598,8L30598,5,Hestmannøy,3051,110.54862976074219,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L30599,8L30599,5,Hestmannøy,737,27.7045841217041,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L30761,8L30761,10,Aldra,3078,113.97163391113281,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L30779,8L30779,4,Gjerøy,3180,130.92820739746094,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L30780,8L30780,4,Gjerøy,3217,137.36941528320312,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L30781,8L30781,4,Gjerøy,392,19.992273330688477,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L30782,8L30782,4,Gjerøy,3026,106.23582458496094,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L30783,8L30783,5,Hestmannøy,59,11.194693565368652,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L30784,8L30784,5,Hestmannøy,552,24.044973373413086,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L30807,8L30807,2,Træna,334,18.05352020263672,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L30809,8L30809,3,Selvær,401,20.279115676879883,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L30813,8L30813,9,Sleneset,2968,98.9090347290039,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L30819,8L30819,3,Selvær,2469,69.83953857421875,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L30829,8L30829,3,Selvær,929,31.826711654663086,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L30832,8L30832,3,Selvær,688,26.713499069213867,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L30847,8L30847,5,Hestmannøy,2764,84.30892944335938,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L30848,8L30848,3,Selvær,2547,73.43881225585938,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L30851,8L30851,2,Træna,389,19.832035064697266,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L30859,8L30859,9,Sleneset,2888,92.38412475585938,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L30876,8L30876,1,Myken,743,27.86870574951172,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L30882,8L30882,4,Gjerøy,2524,72.45335388183594,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L30890,8L30890,5,Hestmannøy,3075,113.65693664550781,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L30898,8L30898,5,Hestmannøy,2062,56.82410430908203,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L30917,8L30917,2,Træna,3011,103.75276184082031,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L30947,8L30947,2,Træna,2485,70.5876693725586,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L30963,8L30963,2,Træna,2158,59.52069854736328,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L30972,8L30972,9,Sleneset,2605,76.08648681640625,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L30984,8L30984,9,Sleneset,2729,82.1549301147461,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L48304,8L48304,5,Hestmannøy,1900,52.73171615600586,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L48310,8L48310,5,Hestmannøy,21,9.573003768920898,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L48311,8L48311,5,Hestmannøy,2702,80.46361541748047,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L48312,8L48312,5,Hestmannøy,825,29.606142044067383,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L48313,8L48313,5,Hestmannøy,2960,98.24508666992188,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L48314,8L48314,5,Hestmannøy,1246,38.69916915893555,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L48315,8L48315,5,Hestmannøy,1192,37.41323471069336,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L48318,8L48318,5,Hestmannøy,1925,53.471717834472656,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L48319,8L48319,4,Gjerøy,1561,45.28476333618164,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L48323,8L48323,4,Gjerøy,3025,106.17510223388672,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L48334,8L48334,6,Indre Kvarøy,2881,91.82137298583984,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L48336,8L48336,5,Hestmannøy,2378,66.69599914550781,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L48365,8L48365,5,Hestmannøy,1623,46.656288146972656,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L48410,8L48410,5,Hestmannøy,2251,62.54063415527344,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L48415,8L48415,7,Onøy og Lurøy,2231,61.941619873046875,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L48418,8L48418,5,Hestmannøy,2427,68.47539520263672,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L48421,8L48421,7,Onøy og Lurøy,1474,43.25224685668945,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L48425,8L48425,7,Onøy og Lurøy,1577,45.57743835449219,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L48435,8L48435,2,Træna,1137,35.9760627746582,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L48438,8L48438,5,Hestmannøy,993,33.09514236450195,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L48440,8L48440,5,Hestmannøy,1256,38.89006805419922,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L48443,8L48443,5,Hestmannøy,1964,54.54817199707031,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L48446,8L48446,5,Hestmannøy,894,30.810827255249023,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L48448,8L48448,5,Hestmannøy,2408,67.7048568725586,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L48450,8L48450,5,Hestmannøy,1164,36.62150955200195,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L48451,8L48451,5,Hestmannøy,1480,43.34877014160156,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L48452,8L48452,5,Hestmannøy,2388,67.00105285644531,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L48454,8L48454,5,Hestmannøy,1698,48.300960540771484,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L48455,8L48455,5,Hestmannøy,2898,93.25469207763672,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L48457,8L48457,10,Aldra,3118,118.78319549560547,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L48459,8L48459,10,Aldra,2927,95.50843811035156,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L48461,8L48461,10,Aldra,3283,161.13673400878906,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L48463,8L48463,10,Aldra,3022,105.96118927001953,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L48467,8L48467,10,Aldra,3192,133.37472534179688,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L48473,8L48473,4,Gjerøy,3151,126.14212036132812,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L48474,8L48474,4,Gjerøy,1421,42.060577392578125,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L48476,8L48476,4,Gjerøy,624,25.514877319335938,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L48478,8L48478,4,Gjerøy,1207,37.622581481933594,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L48479,8L48479,4,Gjerøy,2940,97.1003189086914,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L48480,8L48480,4,Gjerøy,1024,33.516075134277344,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L48501,8L48501,10,Aldra,3320,194.9312744140625,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L48555,8L48555,3,Selvær,1228,38.16313934326172,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L48565,8L48565,2,Træna,1831,51.210105895996094,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L48566,8L48566,7,Onøy og Lurøy,1676,47.7573356628418,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L48567,8L48567,7,Onøy og Lurøy,967,32.60865020751953,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L48568,8L48568,7,Onøy og Lurøy,58,11.1908540725708,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L48574,8L48574,3,Selvær,508,23.084712982177734,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L48578,8L48578,8,Lovund,1893,52.57311248779297,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L48592,8L48592,5,Hestmannøy,3285,161.8612823486328,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L48598,8L48598,2,Træna,2618,76.68934631347656,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L48602,8L48602,5,Hestmannøy,418,20.720853805541992,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L48607,8L48607,6,Indre Kvarøy,2558,73.84427642822266,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L48608,8L48608,6,Indre Kvarøy,3290,163.15115356445312,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L48609,8L48609,6,Indre Kvarøy,85,12.062163352966309,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L48610,8L48610,5,Hestmannøy,1809,50.67313003540039,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L48651,8L48651,5,Hestmannøy,305,17.2285099029541,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L48661,8L48661,5,Hestmannøy,2857,90.44486236572266,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L48662,8L48662,5,Hestmannøy,2780,84.97386169433594,1.0
body_mass,0,Nesøy,0,461311978,pca_source_weight_uniform,uniform,10,,8L48691,8L48691,10,Aldra,3237,141.82763671875,1.0
