trait,target_island,target_island_name,repeat,repeat_seed,n_train_size,method,n_components,alpha,ringnr,ringnumber,source_island,source_island_name,rank,pca_dist
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L19506,8L19506,3,Selvær,504,23.031234741210938
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L19540,8L19540,3,Selvær,388,19.7432861328125
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L19556,8L19556,8,Lovund,446,21.54707145690918
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L19559,8L19559,8,Lovund,632,25.668575286865234
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L19568,8L19568,3,Selvær,789,28.704256057739258
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L19656,8L19656,3,Selvær,83,12.044251441955566
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L19813,8L19813,5,Hestmannøy,680,26.56498908996582
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L19825,8L19825,4,Gjerøy,462,21.861621856689453
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L19856,8L19856,4,Gjerøy,15,9.07275676727295
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L19900,8L19900,6,Indre Kvarøy,222,15.061081886291504
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L19912,8L19912,5,Hestmannøy,366,19.05621337890625
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L19920,8L19920,5,Hestmannøy,570,24.388961791992188
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L19921,8L19921,5,Hestmannøy,382,19.543331146240234
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L19969,8L19969,5,Hestmannøy,255,15.991488456726074
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L19987,8L19987,4,Gjerøy,27,10.07346248626709
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L19992,8L19992,4,Gjerøy,146,13.381274223327637
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L26595,8L26595,6,Indre Kvarøy,299,16.984344482421875
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L26596,8L26596,6,Indre Kvarøy,93,12.225132942199707
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L30298,8L30298,5,Hestmannøy,228,15.253938674926758
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L30300,8L30300,5,Hestmannøy,364,18.963459014892578
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L30352,8L30352,7,Onøy og Lurøy,285,16.63619613647461
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L30396,8L30396,2,Træna,641,25.793588638305664
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L30451,8L30451,6,Indre Kvarøy,303,17.189624786376953
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L30599,8L30599,5,Hestmannøy,737,27.7045841217041
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L30781,8L30781,4,Gjerøy,392,19.992273330688477
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L30783,8L30783,5,Hestmannøy,59,11.194693565368652
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L30784,8L30784,5,Hestmannøy,552,24.044973373413086
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L30807,8L30807,2,Træna,334,18.05352020263672
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L30809,8L30809,3,Selvær,401,20.279115676879883
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L30832,8L30832,3,Selvær,688,26.713499069213867
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L30851,8L30851,2,Træna,389,19.832035064697266
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L30876,8L30876,1,Myken,743,27.86870574951172
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L48310,8L48310,5,Hestmannøy,21,9.573003768920898
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L48476,8L48476,4,Gjerøy,624,25.514877319335938
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L48568,8L48568,7,Onøy og Lurøy,58,11.1908540725708
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L48574,8L48574,3,Selvær,508,23.084712982177734
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L48602,8L48602,5,Hestmannøy,418,20.720853805541992
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L48609,8L48609,6,Indre Kvarøy,85,12.062163352966309
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L48651,8L48651,5,Hestmannøy,305,17.2285099029541
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L49957,8L49957,4,Gjerøy,485,22.6540470123291
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L52204,8L52204,8,Lovund,550,24.042821884155273
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L52205,8L52205,8,Lovund,421,20.889741897583008
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L52210,8L52210,4,Gjerøy,248,15.833438873291016
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L52211,8L52211,5,Hestmannøy,712,27.241535186767578
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L52224,8L52224,3,Selvær,759,28.210983276367188
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L52404,8L52404,6,Indre Kvarøy,575,24.445898056030273
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L52426,8L52426,5,Hestmannøy,217,14.968903541564941
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L52595,8L52595,5,Hestmannøy,479,22.407264709472656
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L52905,8L52905,7,Onøy og Lurøy,483,22.53006362915039
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L52932,8L52932,4,Gjerøy,99,12.348472595214844
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L52961,8L52961,6,Indre Kvarøy,686,26.681175231933594
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L52973,8L52973,4,Gjerøy,144,13.244078636169434
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L57789,8L57789,3,Selvær,273,16.308631896972656
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L57814,8L57814,2,Træna,572,24.418304443359375
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L57876,8L57876,5,Hestmannøy,311,17.48590850830078
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L57882,8L57882,5,Hestmannøy,34,10.416717529296875
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L57918,8L57918,2,Træna,526,23.533525466918945
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L64202,8L64202,4,Gjerøy,783,28.64899253845215
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L64372,8L64372,3,Selvær,549,24.041418075561523
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L64373,8L64373,2,Træna,556,24.130218505859375
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L64397,8L64397,3,Selvær,562,24.261526107788086
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L64398,8L64398,3,Selvær,433,21.249130249023438
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L64812,8L64812,3,Selvær,313,17.536592483520508
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L64824,8L64824,2,Træna,386,19.715761184692383
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L64840,8L64840,3,Selvær,529,23.619932174682617
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L64901,8L64901,5,Hestmannøy,43,10.732836723327637
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L64902,8L64902,5,Hestmannøy,574,24.43144989013672
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L64923,8L64923,10,Aldra,148,13.418083190917969
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L64933,8L64933,5,Hestmannøy,156,13.610092163085938
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L64996,8L64996,10,Aldra,294,16.86598014831543
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L88307,8L88307,3,Selvær,368,19.086977005004883
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L89312,8L89312,9,Sleneset,333,18.04517936706543
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L89379,8L89379,5,Hestmannøy,124,12.794759750366211
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L89380,8L89380,5,Hestmannøy,17,9.207938194274902
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L89518,8L89518,5,Hestmannøy,151,13.46866226196289
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L89622,8L89622,4,Gjerøy,742,27.845060348510742
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L89634,8L89634,5,Hestmannøy,258,16.016389846801758
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L89637,8L89637,5,Hestmannøy,338,18.119197845458984
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L89654,8L89654,5,Hestmannøy,723,27.375581741333008
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L89655,8L89655,5,Hestmannøy,655,26.172317504882812
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L89663,8L89663,4,Gjerøy,186,14.327250480651855
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L89714,8L89714,4,Gjerøy,327,17.9409122467041
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L89722,8L89722,4,Gjerøy,82,12.033767700195312
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L89734,8L89734,4,Gjerøy,226,15.238497734069824
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L89751,8L89751,5,Hestmannøy,735,27.633405685424805
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L89753,8L89753,5,Hestmannøy,79,11.951388359069824
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L89844,8L89844,5,Hestmannøy,679,26.535655975341797
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L89845,8L89845,5,Hestmannøy,520,23.396751403808594
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8M31207,8M31207,7,Onøy og Lurøy,291,16.783958435058594
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8M31112,8M31112,3,Selvær,665,26.32256317138672
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8M31165,8M31165,2,Træna,383,19.605167388916016
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L89981,8L89981,7,Onøy og Lurøy,154,13.511149406433105
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8M31269,8M31269,8,Lovund,229,15.286572456359863
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8M31282,8M31282,10,Aldra,1,6.955007553100586
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8M31317,8M31317,4,Gjerøy,349,18.49806785583496
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8M31337,8M31337,5,Hestmannøy,429,21.15263557434082
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8M31338,8M31338,5,Hestmannøy,455,21.689952850341797
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8M31433,8M31433,4,Gjerøy,627,25.59798240661621
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8M31468,8M31468,5,Hestmannøy,711,27.21102523803711
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8M31485,8M31485,5,Hestmannøy,182,14.257420539855957
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8M31532,8M31532,5,Hestmannøy,57,11.188125610351562
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8M31552,8M31552,6,Indre Kvarøy,400,20.271886825561523
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8M31634,8M31634,4,Gjerøy,259,16.046159744262695
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8M31747,8M31747,5,Hestmannøy,5,7.81059455871582
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8M31862,8M31862,4,Gjerøy,155,13.548559188842773
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8M31872,8M31872,5,Hestmannøy,31,10.36989688873291
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8M31874,8M31874,5,Hestmannøy,240,15.560412406921387
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8M31925,8M31925,5,Hestmannøy,210,14.84685230255127
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8M31926,8M31926,5,Hestmannøy,133,12.963150978088379
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8M31928,8M31928,5,Hestmannøy,24,9.969067573547363
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8M31935,8M31935,4,Gjerøy,40,10.605772018432617
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8M31937,8M31937,10,Aldra,449,21.591514587402344
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8M31954,8M31954,4,Gjerøy,102,12.461389541625977
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8M31968,8M31968,5,Hestmannøy,35,10.482263565063477
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8M31969,8M31969,5,Hestmannøy,55,11.014229774475098
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8M31973,8M31973,5,Hestmannøy,626,25.560911178588867
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8M31993,8M31993,1,Myken,196,14.625576972961426
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8M71060,8M71060,5,Hestmannøy,628,25.598051071166992
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8M71061,8M71061,5,Hestmannøy,658,26.20409393310547
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8M71212,8M71212,5,Hestmannøy,409,20.507884979248047
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8M71247,8M71247,4,Gjerøy,130,12.923893928527832
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8M71250,8M71250,4,Gjerøy,516,23.325881958007812
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8M71268,8M71268,5,Hestmannøy,214,14.90602970123291
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8M71307,8M71307,6,Indre Kvarøy,792,28.73270606994629
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8M71310,8M71310,5,Hestmannøy,310,17.442277908325195
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8M71321,8M71321,5,Hestmannøy,405,20.408065795898438
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8M71322,8M71322,5,Hestmannøy,648,25.922021865844727
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L64400,8L64400,7,Onøy og Lurøy,721,27.367725372314453
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8L64182,8L64182,7,Onøy og Lurøy,168,13.891096115112305
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8M71504,8M71504,4,Gjerøy,676,26.482059478759766
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8M71505,8M71505,10,Aldra,36,10.49197769165039
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8M71507,8M71507,10,Aldra,131,12.933178901672363
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8M71511,8M71511,1,Myken,147,13.401310920715332
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8M31640,8M31640,10,Aldra,432,21.20073699951172
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8M71521,8M71521,1,Myken,138,13.120644569396973
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8M71531,8M71531,4,Gjerøy,190,14.434492111206055
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8M71750,8M71750,7,Onøy og Lurøy,695,26.904024124145508
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8M71765,8M71765,3,Selvær,691,26.76008415222168
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8M71828,8M71828,10,Aldra,390,19.935604095458984
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8M71831,8M71831,4,Gjerøy,765,28.365741729736328
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8M71864,8M71864,5,Hestmannøy,553,24.057741165161133
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8M72016,8M72016,2,Træna,414,20.621788024902344
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8M72018,8M72018,2,Træna,420,20.86821174621582
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8M31944,8M31944,6,Indre Kvarøy,180,14.0851411819458
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8M72120,8M72120,3,Selvær,326,17.916046142578125
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8M72179,8M72179,2,Træna,359,18.816659927368164
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8M72218,8M72218,8,Lovund,221,15.049819946289062
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8M72265,8M72265,8,Lovund,681,26.623775482177734
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8M72309,8M72309,8,Lovund,206,14.734222412109375
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8M72326,8M72326,3,Selvær,775,28.498655319213867
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8M72678,8M72678,5,Hestmannøy,478,22.37060546875
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8M72805,8M72805,4,Gjerøy,668,26.368215560913086
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8M72806,8M72806,4,Gjerøy,693,26.839439392089844
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8M72848,8M72848,6,Indre Kvarøy,413,20.611000061035156
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8M72859,8M72859,10,Aldra,47,10.780085563659668
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8M72877,8M72877,5,Hestmannøy,189,14.404084205627441
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8M72878,8M72878,5,Hestmannøy,244,15.6259765625
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8M72879,8M72879,6,Indre Kvarøy,297,16.939172744750977
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8M72934,8M72934,5,Hestmannøy,601,25.02561378479004
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8M72935,8M72935,5,Hestmannøy,188,14.39081859588623
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8M72990,8M72990,4,Gjerøy,12,8.870856285095215
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8N05464,8N05464,5,Hestmannøy,215,14.936026573181152
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8N05532,8N05532,5,Hestmannøy,256,16.000022888183594
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8N05535,8N05535,7,Onøy og Lurøy,8,7.971114158630371
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8N05749,8N05749,4,Gjerøy,443,21.5095272064209
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8N05795,8N05795,10,Aldra,245,15.673891067504883
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8N05796,8N05796,10,Aldra,46,10.779973983764648
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8N05798,8N05798,10,Aldra,307,17.25925064086914
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8N05827,8N05827,4,Gjerøy,622,25.477680206298828
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8N05846,8N05846,5,Hestmannøy,25,9.994386672973633
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8N06011,8N06011,2,Træna,187,14.379512786865234
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8N06020,8N06020,3,Selvær,791,28.718402862548828
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8N06028,8N06028,3,Selvær,363,18.85140609741211
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8N06294,8N06294,9,Sleneset,422,20.96424674987793
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8N06347,8N06347,4,Gjerøy,441,21.46641731262207
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8N06359,8N06359,5,Hestmannøy,517,23.346717834472656
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8N06360,8N06360,5,Hestmannøy,566,24.369422912597656
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8N06461,8N06461,8,Lovund,399,20.19429588317871
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8N06727,8N06727,4,Gjerøy,545,23.968809127807617
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8N06813,8N06813,6,Indre Kvarøy,139,13.131417274475098
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8N06999,8N06999,6,Indre Kvarøy,208,14.767549514770508
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8N13216,8N13216,9,Sleneset,407,20.477975845336914
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8N13347,8N13347,2,Træna,314,17.54945182800293
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8N13423,8N13423,9,Sleneset,170,13.924367904663086
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8N13425,8N13425,9,Sleneset,618,25.43454933166504
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8N13368,8N13368,2,Træna,613,25.300138473510742
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8N13931,8N13931,5,Hestmannøy,269,16.167997360229492
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8N13948,8N13948,4,Gjerøy,351,18.57384490966797
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8N13951,8N13951,4,Gjerøy,205,14.709383964538574
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8N13955,8N13955,4,Gjerøy,219,15.012447357177734
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8N13970,8N13970,5,Hestmannøy,101,12.421320915222168
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8N13981,8N13981,5,Hestmannøy,197,14.630434036254883
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8N13986,8N13986,5,Hestmannøy,586,24.686967849731445
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8N14022,8N14022,4,Gjerøy,316,17.619497299194336
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8N14031,8N14031,5,Hestmannøy,161,13.695602416992188
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8N14105,8N14105,4,Gjerøy,329,17.970191955566406
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8N14115,8N14115,5,Hestmannøy,461,21.79752540588379
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8N14143,8N14143,6,Indre Kvarøy,474,22.186479568481445
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8N14181,8N14181,6,Indre Kvarøy,426,21.105690002441406
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8N14784,8N14784,6,Indre Kvarøy,779,28.586803436279297
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8N14792,8N14792,6,Indre Kvarøy,18,9.229331970214844
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8N14801,8N14801,2,Træna,110,12.544242858886719
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8N14905,8N14905,6,Indre Kvarøy,7,7.882309436798096
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8N14924,8N14924,5,Hestmannøy,53,10.972406387329102
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8N14951,8N14951,4,Gjerøy,60,11.205484390258789
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8N14953,8N14953,6,Indre Kvarøy,74,11.726493835449219
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8N14992,8N14992,4,Gjerøy,37,10.514385223388672
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8N27093,8N27093,2,Træna,731,27.566858291625977
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8N27096,8N27096,8,Lovund,179,14.062952995300293
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8N27117,8N27117,7,Onøy og Lurøy,270,16.21107292175293
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8N27139,8N27139,7,Onøy og Lurøy,565,24.354122161865234
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8N27297,8N27297,10,Aldra,660,26.22433090209961
body_mass,0,Nesøy,0,461311978,794,pca_source_alpha,10,2.0,8N27315,8N27315,5,Hestmannøy,32,10.373534202575684
