target_island,source_island,source_island_name,phi,phi_per_individual,n_island,rank_full,rank_mean
4,5,Hestmannøy,0.1234105303257364,0.00011448101143389276,1078,1,5
4,11,Southern 1,0.06351426140280424,0.00010894384460172254,583,2,6
4,6,Indre Kvarøy,0.05592934644143819,0.00015710490573437694,356,3,4
4,8,Lovund,0.05291462712049918,0.0003349027032942986,158,4,3
4,0,Nesøy,0.04881127918217113,0.0004101788166569003,119,5,1
4,1,Myken,0.0326411517825217,0.000354795128070888,92,6,2
4,14,Southern 4,0.028561895977158323,5.8769333286333996e-05,486,7,9
4,12,Southern 2,0.023377486428878155,5.888535624402558e-05,397,8,8
4,2,Træna,0.022713581107080397,7.778623666808354e-05,292,9,7
4,15,Southern 5,0.002084323557274263,1.0318433451852788e-05,202,10,10
4,10,Aldra,-0.013664595677874043,-7.898610218424302e-05,173,11,12
4,7,Onøy og Lurøy,-0.01807697491476743,-6.979526994118699e-05,259,12,11
4,3,Selvær,-0.06387076179315651,-0.00032923073089255933,194,13,14
4,9,Sleneset,-0.06673220069250924,-0.0004020012089910195,166,14,15
4,13,Southern 3,-0.07452063792748999,-0.00012760383206761983,584,15,13
