n_removed,n_islands_remaining,n_individuals_remaining,corr_eval,mse_adj,method,order_seed,n_islands,n_individuals,target_island
14,1,119,0.04850144465853733,1.5656484365463257,shapley_mean,-1,1,119,4
13,2,211,0.05525441127329786,1.5461146831512451,shapley_mean,-1,2,211,4
12,3,369,0.06838725154785896,1.5416797399520874,shapley_mean,-1,3,369,4
11,4,725,0.1096565574136685,1.534762978553772,shapley_mean,-1,4,725,4
10,5,1803,0.12473148733592308,1.5217798948287964,shapley_mean,-1,5,1803,4
9,6,2386,0.13690182104568271,1.517154574394226,shapley_mean,-1,6,2386,4
8,7,2678,0.13718958175780344,1.5180230140686035,shapley_mean,-1,7,2678,4
7,8,3075,0.13471817685407605,1.5174556970596313,shapley_mean,-1,8,3075,4
6,9,3561,0.13127860088276005,1.5184446573257446,shapley_mean,-1,9,3561,4
5,10,3763,0.12369102470224894,1.5212671756744385,shapley_mean,-1,10,3763,4
4,11,4022,0.11604234179223877,1.5214437246322632,shapley_mean,-1,11,4022,4
3,12,4195,0.10286315752750183,1.5223557949066162,shapley_mean,-1,12,4195,4
2,13,4779,0.08070104713175542,1.5299493074417114,shapley_mean,-1,13,4779,4
1,14,4973,0.06948742446515466,1.5352097749710083,shapley_mean,-1,14,4973,4
0,15,5139,0.06676857808293682,1.5377506017684937,shapley_mean,-1,15,5139,4
