permutation_index,source_island,phi_running,rank_running,source_island_name,target_island
1,0,0.001898114415932739,9,Nesøy,4
1,1,0.11741048316818237,2,Myken,4
1,2,0.017904218860469858,6,Træna,4
1,3,-0.05278433004130597,13,Selvær,4
1,5,0.12839687199282146,1,Hestmannøy,4
1,6,0.05758348449726352,4,Indre Kvarøy,4
1,7,-0.07104390330131394,15,Onøy og Lurøy,4
1,8,0.0560700696980776,5,Lovund,4
1,9,-0.06665993538762428,14,Sleneset,4
1,10,-0.022549297068354734,11,Aldra,4
1,11,0.05924329112894964,3,Southern 1,4
1,12,0.01141731756865913,8,Southern 2,4
1,13,-0.03601036061497356,12,Southern 3,4
1,14,0.01645707541933958,7,Southern 4,4
1,15,-0.00023978801635871072,10,Southern 5,4
2,0,0.0393935553047564,7,Nesøy,4
2,1,0.08180230894712684,3,Myken,4
2,2,0.01869908699694886,8,Træna,4
2,3,-0.0788793495567206,14,Selvær,4
2,5,0.10132824541277652,1,Hestmannøy,4
2,6,0.05286992681850476,4,Indre Kvarøy,4
2,7,-0.04027071792325576,12,Onøy og Lurøy,4
2,8,0.042335459872257036,6,Lovund,4
2,9,-0.05989537577534429,13,Sleneset,4
2,10,0.004973457426961772,10,Aldra,4
2,11,0.09572677385051741,2,Southern 1,4
2,12,0.05045815663801568,5,Southern 2,4
2,13,-0.11182685824375992,15,Southern 3,4
2,14,0.01696145723145145,9,Southern 4,4
2,15,0.0034171853195285457,11,Southern 5,4
3,0,0.026275901194573598,7,Nesøy,4
3,1,0.07069157411409661,4,Myken,4
3,2,0.018336255564331345,9,Træna,4
3,3,-0.06459483228004828,13,Selvær,4
3,5,0.10346843030922055,1,Hestmannøy,4
3,6,0.07663246882550839,3,Indre Kvarøy,4
3,7,-0.029446564134308923,12,Onøy og Lurøy,4
3,8,0.06397042138235419,5,Lovund,4
3,9,-0.07189732317537371,14,Sleneset,4
3,10,-0.0012621225133628566,11,Aldra,4
3,11,0.07815179575513856,2,Southern 1,4
3,12,0.06347176966113453,6,Southern 2,4
3,13,-0.13709902412002203,15,Southern 3,4
3,14,0.01905134934887436,8,Southern 4,4
3,15,0.0013432123876483497,10,Southern 5,4
4,0,0.02034472070027843,8,Nesøy,4
4,1,0.0582014806358339,4,Myken,4
4,2,0.01872194745060788,9,Træna,4
4,3,-0.058461812177252694,13,Selvær,4
4,5,0.11488711439086273,1,Hestmannøy,4
4,6,0.08195771785464023,2,Indre Kvarøy,4
4,7,-0.0317395718888421,12,Onøy og Lurøy,4
4,8,0.05252744348844998,6,Lovund,4
4,9,-0.060958592147978,14,Sleneset,4
4,10,-0.005629104881556962,11,Aldra,4
4,11,0.06971168048249374,3,Southern 1,4
4,12,0.0530403984772133,5,Southern 2,4
4,13,-0.11945603095781529,15,Southern 3,4
4,14,0.02140158459039153,7,Southern 4,4
4,15,0.0025443363024380272,10,Southern 5,4
5,0,0.0545749782128377,4,Nesøy,4
5,1,0.04768624044086249,5,Myken,4
5,2,0.0189533625823738,9,Træna,4
5,3,-0.05405497875119516,14,Selvær,4
5,5,0.10486098904685708,1,Hestmannøy,4
5,6,0.07388638389012532,2,Indre Kvarøy,4
5,7,-0.042518234310291614,12,Onøy og Lurøy,4
5,8,0.045661656752107455,6,Lovund,4
5,9,-0.05400308659595441,13,Sleneset,4
5,10,-0.006234468955053396,11,Aldra,4
5,11,0.06387637932882848,3,Southern 1,4
5,12,0.04548207231820266,7,Southern 2,4
5,13,-0.10371643886455213,15,Southern 3,4
5,14,0.020377095263120804,8,Southern 4,4
5,15,0.0022613619614956283,10,Southern 5,4
6,0,0.06533870907176774,3,Nesøy,4
6,1,0.041964612908133664,6,Myken,4
6,2,0.01613094380167368,9,Træna,4
6,3,-0.0545579291245914,14,Selvær,4
6,5,0.10082591033085823,1,Hestmannøy,4
6,6,0.07380206394563385,2,Indre Kvarøy,4
6,7,-0.04200395291520032,12,Onøy og Lurøy,4
6,8,0.041037479574258746,7,Lovund,4
6,9,-0.04941003994775648,13,Sleneset,4
6,10,-0.010583780715789942,11,Aldra,4
6,11,0.061624137709162564,4,Southern 1,4
6,12,0.042979094821328535,5,Southern 2,4
6,13,-0.09180264580911525,15,Southern 3,4
6,14,0.018938632475464973,8,Southern 4,4
6,15,0.002810076193936107,10,Southern 5,4
7,0,0.08336118038481159,2,Nesøy,4
7,1,0.03712472215629165,7,Myken,4
7,2,0.016456887861288638,9,Træna,4
7,3,-0.060702962483348964,14,Selvær,4
7,5,0.09938790326678262,1,Hestmannøy,4
7,6,0.06943224785277592,3,Indre Kvarøy,4
7,7,-0.0372773006648724,12,Onøy og Lurøy,4
7,8,0.03944153599678283,5,Lovund,4
7,9,-0.049311699595032905,13,Sleneset,4
7,10,-0.015351072620480388,11,Aldra,4
7,11,0.05878252015008055,4,Southern 1,4
7,12,0.03890132320612686,6,Southern 2,4
7,13,-0.08342557299829244,15,Southern 3,4
7,14,0.017715165948407604,8,Southern 4,4
7,15,0.0025584338584435213,10,Southern 5,4
8,0,0.10155183539697407,2,Nesøy,4
8,1,0.03372647055240924,7,Myken,4
8,2,0.01660386040864424,9,Træna,4
8,3,-0.06410663457908176,14,Selvær,4
8,5,0.10397811054304251,1,Hestmannøy,4
8,6,0.06677276301364718,3,Indre Kvarøy,4
8,7,-0.033736015561424554,12,Onøy og Lurøy,4
8,8,0.03772480642055706,5,Lovund,4
8,9,-0.06088039324182958,13,Sleneset,4
8,10,-0.014009844487400516,11,Aldra,4
8,11,0.05704185367367398,4,Southern 1,4
8,12,0.03563347648298749,6,Southern 2,4
8,13,-0.08175286538555254,15,Southern 3,4
8,14,0.017222442456096713,8,Southern 4,4
8,15,0.001323446627021163,10,Southern 5,4
9,0,0.09605535824861668,2,Nesøy,4
9,1,0.03113305494587341,7,Myken,4
9,2,0.010093456132617949,9,Træna,4
9,3,-0.06431179135262616,14,Selvær,4
9,5,0.10117035067187242,1,Hestmannøy,4
9,6,0.06546280297059055,3,Indre Kvarøy,4
9,7,-0.03472593495869166,12,Onøy og Lurøy,4
9,8,0.055648521045032866,5,Lovund,4
9,9,-0.061321615074743686,13,Sleneset,4
9,10,-0.014858004166668295,11,Aldra,4
9,11,0.058565403016753045,4,Southern 1,4
9,12,0.03336015195300843,6,Southern 2,4
9,13,-0.07759685608514462,15,Southern 3,4
9,14,0.016348914833860726,8,Southern 4,4
9,15,0.0020695001394130295,10,Southern 5,4
10,0,0.09586254797629062,2,Nesøy,4
10,1,0.0355699604823083,6,Myken,4
10,2,0.010020061199347199,9,Træna,4
10,3,-0.06142891201732649,14,Selvær,4
10,5,0.09950946072408973,1,Hestmannøy,4
10,6,0.0642281184604535,3,Indre Kvarøy,4
10,7,-0.0340584325962903,12,Onøy og Lurøy,4
10,8,0.05190351992120331,5,Lovund,4
10,9,-0.05838491842182898,13,Sleneset,4
10,10,-0.015714230816491388,11,Aldra,4
10,11,0.05907756640340837,4,Southern 1,4
10,12,0.03307055749140338,7,Southern 2,4
10,13,-0.08034089662939609,15,Southern 3,4
10,14,0.0162729972313649,8,Southern 4,4
10,15,0.0015059129112286306,10,Southern 5,4
11,0,0.08735684306454794,2,Nesøy,4
11,1,0.03355333330746526,6,Myken,4
11,2,0.011064654750045366,9,Træna,4
11,3,-0.05920065639672379,13,Selvær,4
11,5,0.10810356569023614,1,Hestmannøy,4
11,6,0.06280694192662935,3,Indre Kvarøy,4
11,7,-0.03195460822368224,12,Onøy og Lurøy,4
11,8,0.04929782426604718,5,Lovund,4
11,9,-0.06222958632290564,14,Sleneset,4
11,10,-0.015534144596265998,11,Aldra,4
11,11,0.05760590075705904,4,Southern 1,4
11,12,0.031023030401847132,7,Southern 2,4
11,13,-0.07626148268039014,15,Southern 3,4
11,14,0.019923661334745466,8,Southern 4,4
11,15,0.00153803504110962,10,Southern 5,4
12,0,0.09147472176904865,2,Nesøy,4
12,1,0.0322402275158022,6,Myken,4
12,2,0.010707026984974263,9,Træna,4
12,3,-0.05746348822667352,13,Selvær,4
12,5,0.10649785233030078,1,Hestmannøy,4
12,6,0.06189507087235904,3,Indre Kvarøy,4
12,7,-0.03135318060451505,12,Onøy og Lurøy,4
12,8,0.04670760016211065,5,Lovund,4
12,9,-0.0592494874414036,14,Sleneset,4
12,10,-0.01938456147612308,11,Aldra,4
12,11,0.05639756219413746,4,Southern 1,4
12,12,0.030976461813106367,7,Southern 2,4
12,13,-0.07306466111839438,15,Southern 3,4
12,14,0.018771043147682662,8,Southern 4,4
12,15,0.0019411243973522262,10,Southern 5,4
13,0,0.09212193334536475,2,Nesøy,4
13,1,0.03033917018891132,6,Myken,4
13,2,0.011352819778333979,9,Træna,4
13,3,-0.05789037221173161,14,Selvær,4
13,5,0.10527801874795001,1,Hestmannøy,4
13,6,0.060909320854801004,3,Indre Kvarøy,4
13,7,-0.029575103498091185,12,Onøy og Lurøy,4
13,8,0.04499155459765243,5,Lovund,4
13,9,-0.05734639416081037,13,Sleneset,4
13,10,-0.02116403061933705,11,Aldra,4
13,11,0.05629206357455486,4,Southern 1,4
13,12,0.029576948234175393,7,Southern 2,4
13,13,-0.07173544622767701,15,Southern 3,4
13,14,0.021625098891618767,8,Southern 4,4
13,15,0.0023177308240493683,10,Southern 5,4
14,0,0.08996200960597182,2,Nesøy,4
14,1,0.0287096924801477,6,Myken,4
14,2,0.012771093220655142,9,Træna,4
14,3,-0.06077380010545438,14,Selvær,4
14,5,0.10374995592560025,1,Hestmannøy,4
14,6,0.059984949804211166,4,Indre Kvarøy,4
14,7,-0.02767967709918488,12,Onøy og Lurøy,4
14,8,0.04987262138041989,5,Lovund,4
14,9,-0.06034400373427253,13,Sleneset,4
14,10,-0.018396456267758838,11,Aldra,4
14,11,0.06433887434399106,3,Southern 1,4
