target_island,n_cal_samples,permutation_index,source_island,source_island_name,rank_mean,rank_std,phi_per_ind_mean,n_repeats
5,150.0,1,6,Indre Kvarøy,3.8,2.440400695696417,0.00020559768575474372,10
5,150.0,1,1,Myken,5.4,4.1952353926806065,0.00011926358561279266,10
5,150.0,1,8,Lovund,6.3,4.2176876234364356,0.00029183435503329507,10
5,150.0,1,9,Sleneset,6.6,4.6475800154489,6.860195214815335e-05,10
5,150.0,1,3,Selvær,7.2,4.917090377222873,9.887695041027437e-05,10
5,150.0,1,4,Gjerøy,7.3,5.1650535116083525,7.921703382022669e-05,10
5,150.0,1,7,Onøy og Lurøy,8.1,3.6347092196090616,3.712138533238943e-05,10
5,150.0,1,13,Southern 3,8.1,2.1832697191750423,3.424318057324417e-05,10
5,150.0,1,10,Aldra,8.5,4.089281382128433,-2.1446459888037002e-05,10
5,150.0,1,2,Træna,9.1,4.701063709417263,-8.832461589849582e-09,10
5,150.0,1,0,Nesøy,9.2,5.6134758493389025,-3.7268386665708616e-06,10
5,150.0,1,15,Southern 5,9.7,4.78539444560216,-1.9793989612567506e-05,10
5,150.0,1,12,Southern 2,9.9,3.7252889522529355,1.4335515575093478e-05,10
5,150.0,1,14,Southern 4,10.0,2.7487370837451075,-1.811183830104888e-05,10
5,150.0,1,11,Southern 1,10.8,2.6997942308422114,-1.6430350938152775e-05,10
5,150.0,2,6,Indre Kvarøy,3.2,1.9888578520235065,0.00020357391470581036,10
5,150.0,2,8,Lovund,5.5,4.790035954399971,0.0002289295176596963,10
5,150.0,2,1,Myken,6.2,3.966526608171604,0.00015551121558052017,10
5,150.0,2,9,Sleneset,6.3,4.595891885393108,0.00010732555159958959,10
5,150.0,2,4,Gjerøy,7.1,4.557045826702499,6.990755027440546e-05,10
5,150.0,2,3,Selvær,7.5,4.881939505292269,8.006889326993734e-05,10
5,150.0,2,13,Southern 3,8.3,1.9465068427541907,2.8804262092268448e-05,10
5,150.0,2,7,Onøy og Lurøy,8.6,3.806427312965386,3.9192666963299145e-05,10
5,150.0,2,10,Aldra,8.6,3.6575644598253874,-2.385588839994393e-05,10
5,150.0,2,15,Southern 5,9.1,5.342700108039421,4.057067949431362e-06,10
5,150.0,2,2,Træna,9.5,4.881939505292269,1.7770769507631712e-05,10
5,150.0,2,0,Nesøy,9.7,5.056349144063004,3.6147642452937264e-06,10
5,150.0,2,14,Southern 4,9.8,2.8596814119369625,-4.2680653780534125e-06,10
5,150.0,2,12,Southern 2,10.0,3.7416573867739413,-1.5212323162716547e-06,10
5,150.0,2,11,Southern 1,10.6,2.6331223544175337,-1.4235912152256696e-05,10
5,150.0,3,6,Indre Kvarøy,3.5,2.068278940998476,0.00018766689848957366,10
5,150.0,3,8,Lovund,5.2,3.7653389990514503,0.00019729638115332325,10
5,150.0,3,1,Myken,5.7,4.9452558635075246,0.00020571096424946378,10
5,150.0,3,9,Sleneset,6.9,4.748099034818507,9.658597334205088e-05,10
5,150.0,3,4,Gjerøy,7.2,4.779586221049312,7.358326458107474e-05,10
5,150.0,3,3,Selvær,8.0,4.570436400267363,6.819384893082865e-05,10
5,150.0,3,0,Nesøy,8.2,5.6134758493389025,2.8550303741841645e-05,10
5,150.0,3,13,Southern 3,8.3,1.7029386365926402,2.8654578941812087e-05,10
5,150.0,3,7,Onøy og Lurøy,8.5,4.006938426723769,6.051425668677224e-05,10
