n_permutations,n_cal_samples,method,n_removed,corr_mean,corr_std,mse_mean,mse_std,n_rows
10,10,random_individual,0,0.2260764247492044,0.008075309404499072,0.5470751762390137,0.014111007065110226,50
10,10,random_individual,1,0.22437974338154118,0.010420364852078277,0.5475313842296601,0.014505922094689472,50
10,10,random_individual,2,0.22131340272005562,0.012250550055260158,0.5483486247062683,0.014636585918633397,50
10,10,random_individual,3,0.21803095664316507,0.013910791563007976,0.5491372287273407,0.014707426432389046,50
10,10,random_individual,4,0.21189566652406844,0.01495521331944495,0.5504164409637451,0.01426572169377317,50
10,10,random_individual,5,0.2063463567762322,0.013494936293837722,0.5518678736686706,0.014423942078862655,50
10,10,random_individual,6,0.1956890780003469,0.019928502320410123,0.5538278222084045,0.014568590693759813,50
10,10,random_individual,7,0.1893878489065112,0.020488614163423197,0.5552974808216095,0.014540641237461915,50
10,10,random_individual,8,0.18035735627990604,0.02287779643142008,0.5570656764507294,0.014443319851805067,50
10,10,random_individual,9,0.16480491421648927,0.025730687369896775,0.5595725023746491,0.01448779128655613,50
10,10,random_individual,10,0.157766908489849,0.026310084293554963,0.5609793305397034,0.014493382218175706,50
10,10,random_individual,11,0.14802408998043137,0.02560977689417451,0.5629717588424683,0.014848621769696146,50
10,10,random_individual,12,0.12854468030002694,0.03559121251599366,0.5659186255931854,0.015119484874443258,50
10,10,random_individual,13,0.09608216578529387,0.04144457193911602,0.5700474274158478,0.01507732392065846,50
10,10,random_individual,14,0.06456448229276404,0.04394013734360782,0.5732982587814331,0.01595936844606693,50
10,10,shapley_mean,0,0.22607642474920436,0.008426572358308187,0.5470751762390137,0.01472481314666425,10
10,10,shapley_mean,1,0.22192310815851837,0.008698116306189238,0.548135781288147,0.014373338951171672,10
10,10,shapley_mean,2,0.21524905070530273,0.017540844838667784,0.549372798204422,0.01243613280966967,10
10,10,shapley_mean,3,0.21299824896475897,0.01684968181658143,0.5498453736305237,0.012430957215497215,10
10,10,shapley_mean,4,0.19820893516016855,0.03283507454793078,0.5524871230125428,0.01124705872175721,10
10,10,shapley_mean,5,0.19068811375350886,0.04073776349990895,0.5536924481391907,0.011769154882526636,10
10,10,shapley_mean,6,0.17789940000034207,0.04598151206093381,0.5559492170810699,0.012389863693312063,10
10,10,shapley_mean,7,0.17349924763372485,0.04427604590590357,0.5566685020923614,0.012703877930998588,10
10,10,shapley_mean,8,0.158939632779076,0.04059178777150626,0.5586135685443878,0.014330408958709942,10
10,10,shapley_mean,9,0.1502979026355068,0.05081558580331206,0.5599536895751953,0.015509374829958683,10
10,10,shapley_mean,10,0.13214377347496933,0.06472020165915951,0.5623557090759277,0.016029290035780852,10
10,10,shapley_mean,11,0.13550349603004497,0.06552656547362141,0.5622367560863495,0.016082043939660867,10
10,10,shapley_mean,12,0.11286919014021446,0.0453546269718649,0.565611970424652,0.015654652901009394,10
10,10,shapley_mean,13,0.08608506939743084,0.03262492008563654,0.5688252389431,0.014855202679737913,10
10,10,shapley_mean,14,0.0760425868670827,0.031711843851590406,0.5717754364013672,0.016975958485470805,10
10,20,random_individual,0,0.22845140481958107,0.012498988084482484,0.5448316872119904,0.013037580299120843,50
10,20,random_individual,1,0.22362958899281093,0.014487155260868165,0.545898883342743,0.012900687007556672,50
10,20,random_individual,2,0.22178698375521627,0.016986253768060816,0.5465151643753052,0.012887617492158058,50
10,20,random_individual,3,0.2152738570458832,0.01886573442558379,0.5479753506183624,0.01317558081788678,50
10,20,random_individual,4,0.20922984331299987,0.023671503458447644,0.5494479417800904,0.013403525535322335,50
10,20,random_individual,5,0.20422010036583807,0.026948807855913554,0.5506154835224152,0.013284704619461202,50
10,20,random_individual,6,0.19724615849066826,0.028217016393009872,0.5520367705821991,0.01272098521657831,50
10,20,random_individual,7,0.18888469463441968,0.029614265130844825,0.5537841153144837,0.012107670149011642,50
10,20,random_individual,8,0.17861552396482566,0.030894161235128635,0.5556446421146393,0.012532753973334887,50
10,20,random_individual,9,0.1677589630212589,0.03664057239912381,0.557396012544632,0.012688943499584293,50
10,20,random_individual,10,0.15542428664852095,0.04145456500753087,0.5595975971221924,0.01276829030311097,50
10,20,random_individual,11,0.13747274033085527,0.041940231274519436,0.5623805463314057,0.012179572264605804,50
10,20,random_individual,12,0.12247842230498579,0.041688785232739264,0.5647021472454071,0.012501980741446449,50
10,20,random_individual,13,0.09447449038237661,0.0436286872618921,0.5678447043895721,0.013104659423999104,50
10,20,random_individual,14,0.06979961535061778,0.05686601101661991,0.5712567007541657,0.01224138347441758,50
10,20,shapley_mean,0,0.22845140481958107,0.013042673936535932,0.5448316872119904,0.013604694045108277,10
10,20,shapley_mean,1,0.22063346500436806,0.01834021481644548,0.5463214933872222,0.01377646830998665,10
10,20,shapley_mean,2,0.22035199027852367,0.018882568162439318,0.5464691102504731,0.01363467647844304,10
10,20,shapley_mean,3,0.2195272230703714,0.018269584577931628,0.546805226802826,0.013144427823305438,10
10,20,shapley_mean,4,0.20943025975543064,0.029426272830575494,0.5487327814102173,0.013362625954100617,10
10,20,shapley_mean,5,0.20087570195724305,0.030597341042693352,0.5502001762390136,0.013600063118397681,10
10,20,shapley_mean,6,0.18818523170850812,0.031189481631508906,0.5526332378387451,0.012998417797399044,10
10,20,shapley_mean,7,0.1795084838509069,0.04066756385082956,0.5543270647525788,0.012947522530245283,10
10,20,shapley_mean,8,0.17444876284988226,0.04171074861012657,0.555346691608429,0.012730927152656526,10
10,20,shapley_mean,9,0.16531307486515323,0.04422950787089205,0.5567207753658294,0.01205421381561597,10
10,20,shapley_mean,10,0.15624177888873175,0.04664215572351443,0.5580386400222779,0.01110366681687853,10
10,20,shapley_mean,11,0.1542113032761919,0.04134709909065609,0.5588542580604553,0.011313650471598283,10
10,20,shapley_mean,12,0.13903887948429228,0.026010186827809933,0.56128688454628,0.011359030713262025,10
10,20,shapley_mean,13,0.1064883586140419,0.03799042575940867,0.5652934789657593,0.012760588372477184,10
10,20,shapley_mean,14,0.06543039511513353,0.037073808041254215,0.5726449191570282,0.013730793835854509,10
10,40,random_individual,0,0.219544626578819,0.012963261699422619,0.5559041738510132,0.01363338391268989,50
10,40,random_individual,1,0.21549929037739282,0.01511095532629455,0.5567235422134399,0.01400216841184655,50
10,40,random_individual,2,0.21267913780306177,0.016749203469406147,0.5574087500572205,0.014461088762549286,50
10,40,random_individual,3,0.20876377832994084,0.015488403298009842,0.5582596933841706,0.01411846998827273,50
10,40,random_individual,4,0.20564486506121568,0.017365086132987987,0.5590671849250793,0.01396143405776408,50
10,40,random_individual,5,0.19781216472012203,0.022447645332973297,0.5606755614280701,0.013696471622609663,50
10,40,random_individual,6,0.19105320554594812,0.0256328848890707,0.5621896398067474,0.014199399521919252,50
10,40,random_individual,7,0.17975036916172557,0.0296331418671689,0.5645008492469787,0.01416403370095917,50
10,40,random_individual,8,0.16903878800641373,0.0355098961692093,0.5663605582714081,0.01430778614659519,50
10,40,random_individual,9,0.16068237388789577,0.03552472065154761,0.5680697321891784,0.014056478571714767,50
10,40,random_individual,10,0.1523437671533247,0.03620096357507244,0.5696781539916992,0.013436941808665327,50
10,40,random_individual,11,0.13659801704395624,0.04014993088928633,0.5720963454246522,0.013253962761127704,50
10,40,random_individual,12,0.12355111810097567,0.04118901193290437,0.5741001951694489,0.01311432350030426,50
10,40,random_individual,13,0.09288830680717157,0.04319699857893405,0.5775381577014923,0.013739488398909884,50
10,40,random_individual,14,0.049590833371239505,0.05269265882441649,0.5832275903224945,0.013815972966430232,50
10,40,shapley_mean,0,0.219544626578819,0.013527142706013266,0.5559041738510132,0.014226414156325718,10
