n_removed,n_islands_remaining,n_individuals_remaining,corr_eval,mse_adj,method,order_seed,n_islands,n_individuals,target_island,target_island_name,repeat,split_seed,n_permutations,trait,cal_fraction,n_cal_samples
14,1,286,0.0492475784526003,0.5812891721725464,shapley_mean,-1,1,286,5,Hestmannøy,0,1582167011,10,tarsus,0.0094073377234242,10
13,2,682,0.0276625050187547,0.5825326442718506,shapley_mean,-1,2,682,5,Hestmannøy,0,1582167011,10,tarsus,0.0094073377234242,10
12,3,1265,0.0287652595290435,0.58261638879776,shapley_mean,-1,3,1265,5,Hestmannøy,0,1582167011,10,tarsus,0.0094073377234242,10
11,4,1751,0.0315425384679776,0.5827962756156921,shapley_mean,-1,4,1751,5,Hestmannøy,0,1582167011,10,tarsus,0.0094073377234242,10
10,5,1868,0.0438098555728915,0.5825178623199463,shapley_mean,-1,5,1868,5,Hestmannøy,0,1582167011,10,tarsus,0.0094073377234242,10
9,6,2125,0.0864628045804379,0.5786060690879822,shapley_mean,-1,6,2125,5,Hestmannøy,0,1582167011,10,tarsus,0.0094073377234242,10
8,7,2473,0.1471904676046553,0.5710729360580444,shapley_mean,-1,7,2473,5,Hestmannøy,0,1582167011,10,tarsus,0.0094073377234242,10
7,8,2667,0.1456350679782977,0.5713199973106384,shapley_mean,-1,8,2667,5,Hestmannøy,0,1582167011,10,tarsus,0.0094073377234242,10
6,9,3250,0.1397412490020783,0.5715969800949097,shapley_mean,-1,9,3250,5,Hestmannøy,0,1582167011,10,tarsus,0.0094073377234242,10
5,10,3805,0.1954675580145069,0.5633806586265564,shapley_mean,-1,10,3805,5,Hestmannøy,0,1582167011,10,tarsus,0.0094073377234242,10
4,11,4007,0.1953428243477347,0.563427746295929,shapley_mean,-1,11,4007,5,Hestmannøy,0,1582167011,10,tarsus,0.0094073377234242,10
3,12,4159,0.2008278957704166,0.5625059604644775,shapley_mean,-1,12,4159,5,Hestmannøy,0,1582167011,10,tarsus,0.0094073377234242,10
2,13,4332,0.1993571828337599,0.562928318977356,shapley_mean,-1,13,4332,5,Hestmannøy,0,1582167011,10,tarsus,0.0094073377234242,10
1,14,4424,0.2022180590360725,0.5619195699691772,shapley_mean,-1,14,4424,5,Hestmannøy,0,1582167011,10,tarsus,0.0094073377234242,10
0,15,4587,0.2068815980179425,0.5606256127357483,shapley_mean,-1,15,4587,5,Hestmannøy,0,1582167011,10,tarsus,0.0094073377234242,10
14,1,286,0.1511195302769372,0.5799100995063782,random_individual,0,1,286,5,Hestmannøy,0,1582167011,10,tarsus,0.0094073377234242,10
13,2,682,0.1687928998082641,0.5755699276924133,random_individual,0,2,682,5,Hestmannøy,0,1582167011,10,tarsus,0.0094073377234242,10
12,3,1265,0.1711475256182546,0.572150468826294,random_individual,0,3,1265,5,Hestmannøy,0,1582167011,10,tarsus,0.0094073377234242,10
11,4,1751,0.1561347772522575,0.5710927844047546,random_individual,0,4,1751,5,Hestmannøy,0,1582167011,10,tarsus,0.0094073377234242,10
10,5,1868,0.1669770673107809,0.5696117877960205,random_individual,0,5,1868,5,Hestmannøy,0,1582167011,10,tarsus,0.0094073377234242,10
9,6,2125,0.1640897076067888,0.5699702501296997,random_individual,0,6,2125,5,Hestmannøy,0,1582167011,10,tarsus,0.0094073377234242,10
8,7,2473,0.1801450704345523,0.5679160356521606,random_individual,0,7,2473,5,Hestmannøy,0,1582167011,10,tarsus,0.0094073377234242,10
7,8,2667,0.1956996338647292,0.5655724406242371,random_individual,0,8,2667,5,Hestmannøy,0,1582167011,10,tarsus,0.0094073377234242,10
6,9,3250,0.2191860334175,0.5605286955833435,random_individual,0,9,3250,5,Hestmannøy,0,1582167011,10,tarsus,0.0094073377234242,10
5,10,3805,0.2072085413887119,0.5613674521446228,random_individual,0,10,3805,5,Hestmannøy,0,1582167011,10,tarsus,0.0094073377234242,10
4,11,4007,0.2181925126624823,0.5599551796913147,random_individual,0,11,4007,5,Hestmannøy,0,1582167011,10,tarsus,0.0094073377234242,10
3,12,4159,0.2061096781015431,0.561420202255249,random_individual,0,12,4159,5,Hestmannøy,0,1582167011,10,tarsus,0.0094073377234242,10
2,13,4332,0.1992766030567128,0.5620273351669312,random_individual,0,13,4332,5,Hestmannøy,0,1582167011,10,tarsus,0.0094073377234242,10
1,14,4424,0.206327808407647,0.560695469379425,random_individual,0,14,4424,5,Hestmannøy,0,1582167011,10,tarsus,0.0094073377234242,10
0,15,4587,0.2068815980179425,0.5606256127357483,random_individual,0,15,4587,5,Hestmannøy,0,1582167011,10,tarsus,0.0094073377234242,10
14,1,286,0.0520186133914475,0.5818919539451599,random_individual,1,1,286,5,Hestmannøy,0,1582167011,10,tarsus,0.0094073377234242,10
13,2,682,0.0791697133296452,0.5792276263237,random_individual,1,2,682,5,Hestmannøy,0,1582167011,10,tarsus,0.0094073377234242,10
12,3,1265,0.1437500664734549,0.5721436142921448,random_individual,1,3,1265,5,Hestmannøy,0,1582167011,10,tarsus,0.0094073377234242,10
11,4,1751,0.1337901949999005,0.5727441906929016,random_individual,1,4,1751,5,Hestmannøy,0,1582167011,10,tarsus,0.0094073377234242,10
10,5,1868,0.1438426698174223,0.5717192888259888,random_individual,1,5,1868,5,Hestmannøy,0,1582167011,10,tarsus,0.0094073377234242,10
9,6,2125,0.1652016963541221,0.5692164301872253,random_individual,1,6,2125,5,Hestmannøy,0,1582167011,10,tarsus,0.0094073377234242,10
8,7,2473,0.1747452090627713,0.5673019886016846,random_individual,1,7,2473,5,Hestmannøy,0,1582167011,10,tarsus,0.0094073377234242,10
7,8,2667,0.1889457943874215,0.5650826096534729,random_individual,1,8,2667,5,Hestmannøy,0,1582167011,10,tarsus,0.0094073377234242,10
6,9,3250,0.1850934613100617,0.5644770860671997,random_individual,1,9,3250,5,Hestmannøy,0,1582167011,10,tarsus,0.0094073377234242,10
5,10,3805,0.1981940487168834,0.5621466636657715,random_individual,1,10,3805,5,Hestmannøy,0,1582167011,10,tarsus,0.0094073377234242,10
4,11,4007,0.1950675353066941,0.5629078149795532,random_individual,1,11,4007,5,Hestmannøy,0,1582167011,10,tarsus,0.0094073377234242,10
3,12,4159,0.192725461549567,0.5629546046257019,random_individual,1,12,4159,5,Hestmannøy,0,1582167011,10,tarsus,0.0094073377234242,10
2,13,4332,0.1969279286906571,0.5620813369750977,random_individual,1,13,4332,5,Hestmannøy,0,1582167011,10,tarsus,0.0094073377234242,10
1,14,4424,0.1978683588165743,0.5620263814926147,random_individual,1,14,4424,5,Hestmannøy,0,1582167011,10,tarsus,0.0094073377234242,10
0,15,4587,0.2068815980179425,0.5606256127357483,random_individual,1,15,4587,5,Hestmannøy,0,1582167011,10,tarsus,0.0094073377234242,10
14,1,286,0.0568574339410039,0.5816072225570679,random_individual,2,1,286,5,Hestmannøy,0,1582167011,10,tarsus,0.0094073377234242,10
13,2,682,0.0904233865546425,0.579207181930542,random_individual,2,2,682,5,Hestmannøy,0,1582167011,10,tarsus,0.0094073377234242,10
12,3,1265,0.1368702812255666,0.5738289952278137,random_individual,2,3,1265,5,Hestmannøy,0,1582167011,10,tarsus,0.0094073377234242,10
11,4,1751,0.1613268862618122,0.5698996186256409,random_individual,2,4,1751,5,Hestmannøy,0,1582167011,10,tarsus,0.0094073377234242,10
10,5,1868,0.1714362606641013,0.5686410069465637,random_individual,2,5,1868,5,Hestmannøy,0,1582167011,10,tarsus,0.0094073377234242,10
9,6,2125,0.1662863551493232,0.569023847579956,random_individual,2,6,2125,5,Hestmannøy,0,1582167011,10,tarsus,0.0094073377234242,10
8,7,2473,0.195314965134724,0.5644068717956543,random_individual,2,7,2473,5,Hestmannøy,0,1582167011,10,tarsus,0.0094073377234242,10
7,8,2667,0.194889665503009,0.5642381310462952,random_individual,2,8,2667,5,Hestmannøy,0,1582167011,10,tarsus,0.0094073377234242,10
6,9,3250,0.1832487183031803,0.5651340484619141,random_individual,2,9,3250,5,Hestmannøy,0,1582167011,10,tarsus,0.0094073377234242,10
5,10,3805,0.1954604961614661,0.5629263520240784,random_individual,2,10,3805,5,Hestmannøy,0,1582167011,10,tarsus,0.0094073377234242,10
4,11,4007,0.1871813594222565,0.5638641715049744,random_individual,2,11,4007,5,Hestmannøy,0,1582167011,10,tarsus,0.0094073377234242,10
3,12,4159,0.186789234331456,0.5636969804763794,random_individual,2,12,4159,5,Hestmannøy,0,1582167011,10,tarsus,0.0094073377234242,10
2,13,4332,0.2021797777220305,0.561499297618866,random_individual,2,13,4332,5,Hestmannøy,0,1582167011,10,tarsus,0.0094073377234242,10
1,14,4424,0.2006738567748187,0.5616270303726196,random_individual,2,14,4424,5,Hestmannøy,0,1582167011,10,tarsus,0.0094073377234242,10
0,15,4587,0.2068815980179425,0.5606256127357483,random_individual,2,15,4587,5,Hestmannøy,0,1582167011,10,tarsus,0.0094073377234242,10
14,1,286,0.0315094126570498,0.5851156115531921,random_individual,3,1,286,5,Hestmannøy,0,1582167011,10,tarsus,0.0094073377234242,10
13,2,682,0.0915439512168185,0.5788081288337708,random_individual,3,2,682,5,Hestmannøy,0,1582167011,10,tarsus,0.0094073377234242,10
12,3,1265,0.1296492225971297,0.5748446583747864,random_individual,3,3,1265,5,Hestmannøy,0,1582167011,10,tarsus,0.0094073377234242,10
11,4,1751,0.1185842718463214,0.574749231338501,random_individual,3,4,1751,5,Hestmannøy,0,1582167011,10,tarsus,0.0094073377234242,10
10,5,1868,0.1235922966903895,0.5743349194526672,random_individual,3,5,1868,5,Hestmannøy,0,1582167011,10,tarsus,0.0094073377234242,10
9,6,2125,0.1395580923537163,0.5718621611595154,random_individual,3,6,2125,5,Hestmannøy,0,1582167011,10,tarsus,0.0094073377234242,10
8,7,2473,0.1814314990965823,0.5661098957061768,random_individual,3,7,2473,5,Hestmannøy,0,1582167011,10,tarsus,0.0094073377234242,10
7,8,2667,0.1875466720679452,0.5645298957824707,random_individual,3,8,2667,5,Hestmannøy,0,1582167011,10,tarsus,0.0094073377234242,10
6,9,3250,0.2142920663833356,0.56174236536026,random_individual,3,9,3250,5,Hestmannøy,0,1582167011,10,tarsus,0.0094073377234242,10
