trait,target_island,method,n_individuals,corr_mean,corr_std,mse_mean,n_rows
body_mass,6,pevmean_ga,50,-0.01162514452446306,0.0632620563050789,1.619227409362793,5
body_mass,6,pevmean_ga,100,0.0403046836188671,0.06285211448287208,1.6015941381454468,5
body_mass,6,pevmean_ga,250,0.09960952911723378,0.0803239793211248,1.583891010284424,5
body_mass,6,pevmean_ga,500,0.1365252086486131,0.04527516111942994,1.5733771085739137,5
body_mass,6,pevmean_ga,1000,0.20499020230654824,0.031018232504255096,1.5503350257873536,5
body_mass,6,pevmean_ga,1500,0.23247186999994507,0.042697006607658156,1.5393622636795044,5
body_mass,6,pevmean_ga,2000,0.2621574755174852,0.022024308311373482,1.5246498584747314,5
body_mass,6,pevmean_ga,2500,0.2827287608801916,0.02873165307700438,1.5134650230407716,5
body_mass,6,pevmean_ga,3000,0.27625431304949305,0.01693621934776573,1.5110421657562256,5
body_mass,6,pevmean_ga,3500,0.281685360786519,0.02255647739253114,1.5044633626937867,5
body_mass,6,pevmean_ga,4000,0.30430605477330597,0.022400353007832514,1.4958713054656982,5
body_mass,6,pevmean_ga,4500,0.30979219108428413,0.0136917012972375,1.487322998046875,5
body_mass,6,pevmean_ga,5341,0.3187685784579027,4.850549959148034e-08,1.4793694019317627,5
body_mass,6,random_individual,50,0.031323845434742675,0.06094927035064554,1.6199724388122558,25
body_mass,6,random_individual,100,0.05673229694352276,0.07096548080889403,1.610492353439331,25
body_mass,6,random_individual,250,0.06308165920960042,0.06166604158301625,1.5938800144195557,25
body_mass,6,random_individual,500,0.10668815178771565,0.05799484271493907,1.5849186658859253,25
body_mass,6,random_individual,1000,0.16861787829835864,0.05971573230346304,1.5672677230834962,25
body_mass,6,random_individual,1500,0.20695675674407263,0.06225896950403065,1.551763892173767,25
body_mass,6,random_individual,2000,0.24177543538956478,0.04111203839509463,1.5364403200149537,25
body_mass,6,random_individual,2500,0.2581178734896955,0.027849775050644964,1.524938826560974,25
body_mass,6,random_individual,3000,0.2762256222112835,0.02565040365802725,1.514063730239868,25
body_mass,6,random_individual,3500,0.29611822249756786,0.024468873465960876,1.5034697294235229,25
body_mass,6,random_individual,4000,0.3112157542363351,0.01695274202281276,1.4933723163604737,25
body_mass,6,random_individual,4500,0.31194105170574776,0.01841197818512351,1.4894870185852052,25
body_mass,6,random_individual,5341,0.3187685784579027,4.850549959148034e-08,1.4793694019317627,5
