method,n_train_size,n_individuals,corr_eval_cal,corr_eval_test,mse_adj_test,pevmean_obj,fitness,target_island,target_island_name,n_cal_samples,repeat,repeat_seed,trait,order_seed,ga_generations,ga_elapsed_sec
all_individuals,5503,5503,0.3127491880087272,0.2100441253939338,0.9538391828536987,16597.565144808566,5.683248918930169e-05,3,Selvær,25,2,995953134,body_mass,-2,0,0.0
calibration_ga,500,500,0.9964265994473438,0.0330426248040657,0.98274165391922,,0.0019928531988946878,3,Selvær,25,2,995953134,body_mass,-1,100,307.3252007039264
pevmean_ga,500,500,0.272075302464783,0.21340426554450612,0.9567965269088745,18702.773799664374,0.000544150604929566,3,Selvær,25,2,995953134,body_mass,-1,100,26.812397519825026
random,500,500,0.00672763904354966,0.06454373757580109,0.977348804473877,,1.345527808709932e-05,3,Selvær,25,2,995953134,body_mass,0,0,0.0
random,500,500,-0.09165060113179462,0.07478366393739767,0.9810126423835754,,-0.00018330120226358923,3,Selvær,25,2,995953134,body_mass,1,0,0.0
random,500,500,-0.2299271515414987,0.14154938673617445,0.9688503742218018,,-0.0004598543030829974,3,Selvær,25,2,995953134,body_mass,2,0,0.0
random,500,500,0.43000841148548086,-0.013599031093522323,0.9868906140327454,,0.0008600168229709617,3,Selvær,25,2,995953134,body_mass,3,0,0.0
random,500,500,0.32409294228533997,0.1312836658577353,0.975990355014801,,0.00064818588457068,3,Selvær,25,2,995953134,body_mass,4,0,0.0
calibration_ga,1000,1000,0.9940282189735897,0.05729843396606168,0.984655499458313,,0.0009940282189735898,3,Selvær,25,2,995953134,body_mass,-1,100,773.2218064360786
pevmean_ga,1000,1000,0.22921341661999364,0.16254320751546633,0.9692724347114563,18284.175421382522,0.00022921341661999363,3,Selvær,25,2,995953134,body_mass,-1,100,103.93346321186982
random,1000,1000,0.37710849126527907,0.07441676163238091,0.982163667678833,,0.0003771084912652791,3,Selvær,25,2,995953134,body_mass,0,0,0.0
random,1000,1000,0.30683370669476073,0.16344633818313087,0.9594165086746216,,0.0003068337066947607,3,Selvær,25,2,995953134,body_mass,1,0,0.0
random,1000,1000,-0.05856430907329714,0.280393549995254,0.937209963798523,,-5.856430907329714e-05,3,Selvær,25,2,995953134,body_mass,2,0,0.0
random,1000,1000,0.18712346646213945,0.09227725464323902,0.9643358588218689,,0.00018712346646213945,3,Selvær,25,2,995953134,body_mass,3,0,0.0
random,1000,1000,0.024915514677149732,0.21687754924752378,0.9565315246582031,,2.4915514677149733e-05,3,Selvær,25,2,995953134,body_mass,4,0,0.0
calibration_ga,2000,2000,0.9784187795973847,0.1497233051787977,0.9693148732185364,,0.0004892093897986923,3,Selvær,25,2,995953134,body_mass,-1,100,1421.6326923270244
pevmean_ga,2000,2000,0.245867505445083,0.19560836675302187,0.9588106870651245,17722.641672655118,0.0001229337527225415,3,Selvær,25,2,995953134,body_mass,-1,100,313.0829930640757
random,2000,2000,0.2908950352983119,0.22172191286758897,0.946960985660553,,0.00014544751764915595,3,Selvær,25,2,995953134,body_mass,0,0,0.0
random,2000,2000,0.038943180594885746,0.2186197021321382,0.9471749663352966,,1.9471590297442874e-05,3,Selvær,25,2,995953134,body_mass,1,0,0.0
random,2000,2000,0.18404992724695826,0.09771709516294046,0.9828764796257019,,9.202496362347913e-05,3,Selvær,25,2,995953134,body_mass,2,0,0.0
random,2000,2000,0.2503212009595469,0.10857554516085485,0.9695255160331726,,0.00012516060047977346,3,Selvær,25,2,995953134,body_mass,3,0,0.0
random,2000,2000,0.2747161640078722,0.15675870913322723,0.9727663993835449,,0.0001373580820039361,3,Selvær,25,2,995953134,body_mass,4,0,0.0
calibration_ga,3000,3000,0.9836419114624355,0.07927233797129823,0.9869139194488525,,0.00032788063715414516,3,Selvær,25,2,995953134,body_mass,-1,100,2002.5602555531077
pevmean_ga,3000,3000,0.2872335190011137,0.20018640369991092,0.9552754759788513,17263.0335539118,9.574450633370458e-05,3,Selvær,25,2,995953134,body_mass,-1,100,657.3426249560434
random,3000,3000,0.0806765511394417,0.1663391280034496,0.9656124711036682,,2.689218371314723e-05,3,Selvær,25,2,995953134,body_mass,0,0,0.0
random,3000,3000,0.21129812821245655,0.13582632581833565,0.9808817505836487,,7.043270940415218e-05,3,Selvær,25,2,995953134,body_mass,1,0,0.0
random,3000,3000,0.47681072549557707,0.1397466905607389,0.9675021171569824,,0.0001589369084985257,3,Selvær,25,2,995953134,body_mass,2,0,0.0
random,3000,3000,0.2056689821769866,0.25027768558987096,0.9302011728286743,,6.855632739232886e-05,3,Selvær,25,2,995953134,body_mass,3,0,0.0
random,3000,3000,0.06555244668207882,0.14352880103955715,0.965225100517273,,2.1850815560692943e-05,3,Selvær,25,2,995953134,body_mass,4,0,0.0
calibration_ga,4000,4000,0.8279922413694434,0.15775974550731878,0.9659609794616699,,0.00020699806034236084,3,Selvær,25,2,995953134,body_mass,-1,100,3024.580120622879
pevmean_ga,4000,4000,0.21999449615712283,0.1758682038451332,0.9629751443862915,16954.79961773782,5.4998624039280704e-05,3,Selvær,25,2,995953134,body_mass,-1,100,1185.9100218028761
random,4000,4000,0.43668486039781484,0.19643746929019554,0.9627282619476318,,0.00010917121509945371,3,Selvær,25,2,995953134,body_mass,0,0,0.0
random,4000,4000,0.1988743182807367,0.19121891307563707,0.9614463448524475,,4.971857957018418e-05,3,Selvær,25,2,995953134,body_mass,1,0,0.0
random,4000,4000,0.24714151445503263,0.17207389376356397,0.9651823043823242,,6.178537861375816e-05,3,Selvær,25,2,995953134,body_mass,2,0,0.0
random,4000,4000,0.11446746208888806,0.18636183012498564,0.9538007378578186,,2.8616865522222014e-05,3,Selvær,25,2,995953134,body_mass,3,0,0.0
random,4000,4000,0.2683827447483154,0.2108114407306623,0.9534850716590881,,6.709568618707886e-05,3,Selvær,25,2,995953134,body_mass,4,0,0.0
all_individuals,5503,5503,0.22193380488048303,0.20346291156401508,0.9838229417800903,16597.565144808566,4.03296029221303e-05,3,Selvær,50,2,1439194918,body_mass,-2,0,0.0
calibration_ga,500,500,0.9293011323092031,-0.00562260816838093,0.9937998652458191,,0.0018586022646184062,3,Selvær,50,2,1439194918,body_mass,-1,100,320.5743979769759
pevmean_ga,500,500,0.2766243568331008,0.19335699256181269,0.9801926016807556,18702.773799664374,0.0005532487136662017,3,Selvær,50,2,1439194918,body_mass,-1,100,26.812397519825026
random,500,500,0.00940686408356452,0.1838620551139451,0.9653176069259644,,1.8813728167129042e-05,3,Selvær,50,2,1439194918,body_mass,0,0,0.0
random,500,500,0.01217220193101907,0.1501790837973644,0.9734053015708923,,2.4344403862038138e-05,3,Selvær,50,2,1439194918,body_mass,1,0,0.0
random,500,500,-0.04042585620556315,0.03843491085594294,0.9889801740646362,,-8.085171241112631e-05,3,Selvær,50,2,1439194918,body_mass,2,0,0.0
random,500,500,0.22033733345255346,0.09835787312774852,0.9860225319862366,,0.00044067466690510693,3,Selvær,50,2,1439194918,body_mass,3,0,0.0
random,500,500,0.13238620288748004,0.13373345878501305,0.9837055206298828,,0.0002647724057749601,3,Selvær,50,2,1439194918,body_mass,4,0,0.0
calibration_ga,1000,1000,0.896313758101688,0.09458009134771654,0.9839820861816406,,0.000896313758101688,3,Selvær,50,2,1439194918,body_mass,-1,100,775.5528703788295
pevmean_ga,1000,1000,0.1568332111685554,0.16277356471172602,0.9934306740760803,18284.175421382522,0.0001568332111685554,3,Selvær,50,2,1439194918,body_mass,-1,100,103.93346321186982
random,1000,1000,-0.06711897256090033,-0.010996388977236846,0.9918093085289001,,-6.711897256090032e-05,3,Selvær,50,2,1439194918,body_mass,0,0,0.0
random,1000,1000,0.28053061490676146,0.1211150629493973,0.9773985743522644,,0.00028053061490676144,3,Selvær,50,2,1439194918,body_mass,1,0,0.0
random,1000,1000,0.2193425730521703,0.16882481326066917,0.9688941240310669,,0.0002193425730521703,3,Selvær,50,2,1439194918,body_mass,2,0,0.0
random,1000,1000,0.18538386487013261,0.12701401140501092,0.9907298684120178,,0.0001853838648701326,3,Selvær,50,2,1439194918,body_mass,3,0,0.0
random,1000,1000,0.13650755373081733,0.15053925805407317,0.9801525473594666,,0.00013650755373081732,3,Selvær,50,2,1439194918,body_mass,4,0,0.0
calibration_ga,2000,2000,0.8773630614813814,0.1158092060792715,1.002224087715149,,0.0004386815307406907,3,Selvær,50,2,1439194918,body_mass,-1,100,1416.91249417793
pevmean_ga,2000,2000,0.17733127693677744,0.19673489151791781,0.9861619472503662,17722.641672655118,8.866563846838872e-05,3,Selvær,50,2,1439194918,body_mass,-1,100,313.0829930640757
random,2000,2000,0.20309825936464815,0.17559491979429748,0.9920179843902588,,0.00010154912968232407,3,Selvær,50,2,1439194918,body_mass,0,0,0.0
random,2000,2000,0.11522387735430413,0.1580005931831263,0.9770174026489258,,5.761193867715207e-05,3,Selvær,50,2,1439194918,body_mass,1,0,0.0
random,2000,2000,0.2678224683832262,0.10364305345743013,0.9986253380775452,,0.0001339112341916131,3,Selvær,50,2,1439194918,body_mass,2,0,0.0
random,2000,2000,0.11380449127554577,0.1954406905180764,0.9717261791229248,,5.690224563777289e-05,3,Selvær,50,2,1439194918,body_mass,3,0,0.0
random,2000,2000,0.17347550563871977,0.14527720533910818,0.993010938167572,,8.673775281935989e-05,3,Selvær,50,2,1439194918,body_mass,4,0,0.0
calibration_ga,3000,3000,0.7472183556075541,0.15749164342312708,0.9981161952018738,,0.00024907278520251805,3,Selvær,50,2,1439194918,body_mass,-1,100,2102.3002511768136
pevmean_ga,3000,3000,0.19671908700939358,0.19510638227857313,0.9807387590408325,17263.0335539118,6.55730290031312e-05,3,Selvær,50,2,1439194918,body_mass,-1,100,657.3426249560434
random,3000,3000,0.20979759766968886,0.19036119699849202,0.984821081161499,,6.993253255656296e-05,3,Selvær,50,2,1439194918,body_mass,0,0,0.0
random,3000,3000,0.10894102111051784,0.22350494399937607,0.9737660884857178,,3.631367370350595e-05,3,Selvær,50,2,1439194918,body_mass,1,0,0.0
random,3000,3000,0.20754122715804663,0.195338974105757,0.9716753363609314,,6.918040905268221e-05,3,Selvær,50,2,1439194918,body_mass,2,0,0.0
random,3000,3000,0.17174677426982907,0.07087161816082556,1.007912278175354,,5.724892475660969e-05,3,Selvær,50,2,1439194918,body_mass,3,0,0.0
random,3000,3000,0.206998172916111,0.13235890927158894,0.9851772785186768,,6.8999390972037e-05,3,Selvær,50,2,1439194918,body_mass,4,0,0.0
calibration_ga,4000,4000,0.6413501929052297,0.15822044819395062,1.0166090726852417,,0.0001603375482263074,3,Selvær,50,2,1439194918,body_mass,-1,100,2985.0544887830038
pevmean_ga,4000,4000,0.2284214223403539,0.1493326388017305,0.9960794448852539,16954.79961773782,5.7105355585088477e-05,3,Selvær,50,2,1439194918,body_mass,-1,100,1185.9100218028761
random,4000,4000,0.11440904952041145,0.10363737901569361,1.0005652904510498,,2.8602262380102862e-05,3,Selvær,50,2,1439194918,body_mass,0,0,0.0
random,4000,4000,0.2819652664662358,0.19120573691410286,0.9768120646476746,,7.049131661655895e-05,3,Selvær,50,2,1439194918,body_mass,1,0,0.0
random,4000,4000,0.17776180495426339,0.22756129262789787,0.9760069251060486,,4.444045123856585e-05,3,Selvær,50,2,1439194918,body_mass,2,0,0.0
random,4000,4000,0.2045508587285708,0.20731993006336993,0.9899923801422119,,5.11377146821427e-05,3,Selvær,50,2,1439194918,body_mass,3,0,0.0
random,4000,4000,0.18441611969371713,0.19943394732290476,0.9701987504959106,,4.6104029923429285e-05,3,Selvær,50,2,1439194918,body_mass,4,0,0.0
all_individuals,5503,5503,0.11180829283093895,0.3376561724768304,0.804206132888794,16597.565144808566,2.0317698133915853e-05,3,Selvær,100,2,1364527042,body_mass,-2,0,0.0
calibration_ga,500,500,0.8006583794417353,0.29958017868782233,0.8614497184753418,,0.0016013167588834706,3,Selvær,100,2,1364527042,body_mass,-1,100,325.7705343870912
pevmean_ga,500,500,0.09213703645585007,0.3539063176649471,0.8236961364746094,18702.773799664374,0.00018427407291170015,3,Selvær,100,2,1364527042,body_mass,-1,100,26.812397519825026
random,500,500,0.1592641469644454,0.1816733559727968,0.8669242858886719,,0.0003185282939288908,3,Selvær,100,2,1364527042,body_mass,0,0,0.0
random,500,500,0.09318268470997089,0.22918848637616177,0.8646113872528076,,0.0001863653694199418,3,Selvær,100,2,1364527042,body_mass,1,0,0.0
random,500,500,-0.009481834297602784,0.20422812161054882,0.8624914288520813,,-1.8963668595205568e-05,3,Selvær,100,2,1364527042,body_mass,2,0,0.0
random,500,500,0.06735949795366028,0.02629056394895125,0.8841959238052368,,0.00013471899590732057,3,Selvær,100,2,1364527042,body_mass,3,0,0.0
random,500,500,0.13680045353024328,0.16724321887735027,0.8679873943328857,,0.00027360090706048655,3,Selvær,100,2,1364527042,body_mass,4,0,0.0
calibration_ga,1000,1000,0.7297497266388205,0.27416188457000573,0.8624151349067688,,0.0007297497266388205,3,Selvær,100,2,1364527042,body_mass,-1,100,697.092307575047
pevmean_ga,1000,1000,0.041831532565536844,0.30243334257750765,0.823310911655426,18284.175421382522,4.183153256553684e-05,3,Selvær,100,2,1364527042,body_mass,-1,100,103.93346321186982
random,1000,1000,0.050581915908176366,0.1342506832148066,0.8661364316940308,,5.0581915908176365e-05,3,Selvær,100,2,1364527042,body_mass,0,0,0.0
random,1000,1000,0.030709876923203327,0.19204157641389108,0.8535581827163696,,3.070987692320333e-05,3,Selvær,100,2,1364527042,body_mass,1,0,0.0
random,1000,1000,-0.005592185569179751,0.10745397423232736,0.8658354878425598,,-5.592185569179751e-06,3,Selvær,100,2,1364527042,body_mass,2,0,0.0
random,1000,1000,0.02740001291947766,0.21978057489162292,0.8431793451309204,,2.7400012919477657e-05,3,Selvær,100,2,1364527042,body_mass,3,0,0.0
random,1000,1000,0.2564123877486731,0.2197034783374533,0.8625234365463257,,0.0002564123877486731,3,Selvær,100,2,1364527042,body_mass,4,0,0.0
calibration_ga,2000,2000,0.7391212535012002,0.19624998921379794,0.8568478226661682,,0.0003695606267506001,3,Selvær,100,2,1364527042,body_mass,-1,100,1442.3912670870777
pevmean_ga,2000,2000,0.11491620159205494,0.28975734011782295,0.831444263458252,17722.641672655118,5.7458100796027474e-05,3,Selvær,100,2,1364527042,body_mass,-1,100,313.0829930640757
random,2000,2000,-0.08624159458371819,0.29377000981948176,0.8389103412628174,,-4.3120797291859094e-05,3,Selvær,100,2,1364527042,body_mass,0,0,0.0
random,2000,2000,0.14830992012089175,0.2080234167876262,0.8500391244888306,,7.415496006044588e-05,3,Selvær,100,2,1364527042,body_mass,1,0,0.0
random,2000,2000,0.09638323580979942,0.23006315102739225,0.8466336131095886,,4.819161790489971e-05,3,Selvær,100,2,1364527042,body_mass,2,0,0.0
random,2000,2000,0.03802937969567155,0.24410821675635208,0.842018723487854,,1.9014689847835775e-05,3,Selvær,100,2,1364527042,body_mass,3,0,0.0
random,2000,2000,0.02451713941536205,0.22635017051076783,0.8390242457389832,,1.2258569707681025e-05,3,Selvær,100,2,1364527042,body_mass,4,0,0.0
calibration_ga,3000,3000,0.5955258963754438,0.3203382710521746,0.8306922316551208,,0.00019850863212514795,3,Selvær,100,2,1364527042,body_mass,-1,100,2064.3502124459483
