method,n_train_size,n_individuals,corr_eval_cal,corr_eval_test,mse_adj_test,pevmean_obj,fitness,target_island,target_island_name,n_cal_samples,repeat,repeat_seed,trait,order_seed,ga_generations,ga_elapsed_sec
pevmean_ga,3000,3000,0.08523638905026683,0.33789689583981325,0.8043836951255798,17263.0335539118,2.8412129683422277e-05,3,Selvær,100,2,1364527042,body_mass,-1,100,657.3426249560434
random,3000,3000,0.1271550657242666,0.3070447367311802,0.8199703097343445,,4.238502190808887e-05,3,Selvær,100,2,1364527042,body_mass,0,0,0.0
random,3000,3000,0.24513521056209497,0.2521892959075909,0.840320885181427,,8.171173685403165e-05,3,Selvær,100,2,1364527042,body_mass,1,0,0.0
random,3000,3000,0.10185223868420029,0.320076094308931,0.811298131942749,,3.3950746228066764e-05,3,Selvær,100,2,1364527042,body_mass,2,0,0.0
random,3000,3000,0.110951313624892,0.2846860780431052,0.832811176776886,,3.698377120829733e-05,3,Selvær,100,2,1364527042,body_mass,3,0,0.0
random,3000,3000,0.06290524374674782,0.23963761352059348,0.8416736721992493,,2.096841458224927e-05,3,Selvær,100,2,1364527042,body_mass,4,0,0.0
calibration_ga,4000,4000,0.49799538016845213,0.34950743306091653,0.8103663921356201,,0.00012449884504211304,3,Selvær,100,2,1364527042,body_mass,-1,100,3054.8841667789966
pevmean_ga,4000,4000,0.06088810304405978,0.3159211721717938,0.8113765120506287,16954.79961773782,1.5222025761014945e-05,3,Selvær,100,2,1364527042,body_mass,-1,100,1185.9100218028761
random,4000,4000,0.09179142507562008,0.27861445677203056,0.8335453867912292,,2.294785626890502e-05,3,Selvær,100,2,1364527042,body_mass,0,0,0.0
random,4000,4000,0.1290371986034853,0.28865618467048476,0.8241633176803589,,3.2259299650871327e-05,3,Selvær,100,2,1364527042,body_mass,1,0,0.0
random,4000,4000,0.07214786512531295,0.28735396056202656,0.828867495059967,,1.8036966281328235e-05,3,Selvær,100,2,1364527042,body_mass,2,0,0.0
random,4000,4000,0.08833475775149748,0.30306148730679777,0.8186719417572021,,2.208368943787437e-05,3,Selvær,100,2,1364527042,body_mass,3,0,0.0
random,4000,4000,0.08876160324110413,0.2746805560347639,0.8335180282592773,,2.2190400810276034e-05,3,Selvær,100,2,1364527042,body_mass,4,0,0.0
