trait,method,selection_method,n_individuals,pearson_r_mean,pearson_r_std,mse_adj_mean,n_rows
body_mass,full_train_pc_ridge,full_train,5127,0.2510326934082614,,1.1640315055847168,1
body_mass,pevmean_ga_pc_ridge,pevmean_ga,500,0.1581009891799127,,1.2627716064453125,1
body_mass,pevmean_ga_pc_ridge,pevmean_ga,1000,0.1003120937813723,,1.2475091218948364,1
body_mass,pevmean_ga_pc_ridge,pevmean_ga,1500,0.2318109952485506,,1.209883213043213,1
body_mass,pevmean_ga_pc_ridge,pevmean_ga,2000,0.193663486770108,,1.2059407234191897,1
body_mass,pevmean_ga_pc_ridge,pevmean_ga,2500,0.1828804243519292,,1.2074549198150637,1
body_mass,pevmean_ga_pc_ridge,pevmean_ga,3000,0.2210151745137689,,1.1995806694030762,1
body_mass,pevmean_ga_pc_ridge,pevmean_ga,3500,0.2606887885447476,,1.1705937385559082,1
body_mass,pevmean_ga_pc_ridge,pevmean_ga,4000,0.239891130177482,,1.1781010627746582,1
body_mass,pevmean_ga_pc_ridge,pevmean_ga,4500,0.2437821834640446,,1.1700732707977295,1
