trait,fold,method,selection_method,repeat,repeat_seed,n_individuals,n_train_available,n_test,n_pcs,n_pcs_selection,n_pcs_fit,alpha,pearson_r,mse_adj,pevmean_obj,ga_generations,ga_cache_size,ga_elapsed_sec,fit_time_seconds
body_mass,5,full_train_pc_ridge,full_train,-1,-1,5127,5127,570,4000,100,4000,62178.10809025701,0.2510326934082614,1.1640315055847168,0.015481570735573769,0,0,0.0,0.9841965727973729
body_mass,5,pevmean_ga_pc_ridge,pevmean_ga,0,5000514,500,5127,570,4000,100,4000,62178.10809025701,0.1581009891799127,1.2627716064453125,0.04132907837629318,300,26444,51.0651950140018,0.018868952058255672
body_mass,5,pevmean_ga_pc_ridge,pevmean_ga,0,5001014,1000,5127,570,4000,100,4000,62178.10809025701,0.10031209378137233,1.2475091218948364,0.0326753631234169,300,26509,59.37356206891127,0.05873402813449502
body_mass,5,pevmean_ga_pc_ridge,pevmean_ga,0,5001514,1500,5127,570,4000,100,4000,62178.10809025701,0.2318109952485506,1.209883213043213,0.02788490802049637,300,26577,69.41256170999259,0.11495002289302647
body_mass,5,pevmean_ga_pc_ridge,pevmean_ga,0,5002014,2000,5127,570,4000,100,4000,62178.10809025701,0.19366348677010808,1.2059407234191895,0.02431323006749153,300,26611,80.01710536819883,0.22020834498107433
body_mass,5,pevmean_ga_pc_ridge,pevmean_ga,0,5002514,2500,5127,570,4000,100,4000,62178.10809025701,0.18288042435192928,1.2074549198150635,0.022003987804055214,300,26676,89.16701048309915,0.3447818539571017
body_mass,5,pevmean_ga_pc_ridge,pevmean_ga,0,5003014,3000,5127,570,4000,100,4000,62178.10809025701,0.22101517451376898,1.1995806694030762,0.01991921104490757,300,26607,99.25918245711364,0.5152752329595387
body_mass,5,pevmean_ga_pc_ridge,pevmean_ga,0,5003514,3500,5127,570,4000,100,4000,62178.10809025701,0.26068878854474764,1.1705937385559082,0.01840043067932129,300,26624,108.87249312899075,0.6070301649160683
body_mass,5,pevmean_ga_pc_ridge,pevmean_ga,0,5004014,4000,5127,570,4000,100,4000,62178.10809025701,0.23989113017748204,1.1781010627746582,0.017241859808564186,300,26556,117.82676562503912,0.805197763023898
body_mass,5,pevmean_ga_pc_ridge,pevmean_ga,0,5004514,4500,5127,570,4000,100,4000,62178.10809025701,0.24378218346404462,1.1700732707977295,0.016225537285208702,300,26546,106.1191057569813,1.0096545170526952
