ringnr,island,score,rank
8887370,5,-0.0005589102402154822,0
8747224,5,-0.0002491516643203795,1
8L89399,6,-0.0002457318678352749,2
8981657,2,-0.00024192503042286262,3
8N42716,4,-0.00022898681709193625,4
8M72707,6,-0.0002100459696521284,5
8816949,4,-0.00019620263265096582,6
8816954,4,-0.00019186503959645052,7
8M71865,5,-0.00019087733380729333,8
8N42715,4,-0.00018795131109072827,9
8794352,1,-0.00017919629317475483,10
8N05299,13,-0.0001770020207914058,11
8981156,12,-0.00017368775479553733,12
8L64587,12,-0.00017362122343911324,13
8887342,5,-0.00017123315774369985,14
8L89654,5,-0.00016927792967180721,15
8P11894,14,-0.00016719835366529878,16
8981214,12,-0.00016341832633770537,17
8981031,4,-0.0001630751485208748,18
8668476,5,-0.00016279293231491465,19
8N14902,6,-0.00015952015201037284,20
8681038,5,-0.0001594759141880786,21
8M71867,5,-0.00015552102559013292,22
8N13927,5,-0.0001553859383420786,23
8681028,5,-0.00014987359099905007,24
8573608,7,-0.0001448010025342228,25
8934059,5,-0.00014402681154024322,26
8943897,5,-0.00014030123384145554,27
8N42729,5,-0.00013803926412947476,28
8P14856,14,-0.00013781092093267944,29
8N42989,14,-0.0001377187127218349,30
8N73409,4,-0.00013682172630069545,31
8934077,5,-0.0001363739684165921,32
8P11750,7,-0.00013553450116887689,33
8N87978,13,-0.00013274208504299168,34
8747735,7,-0.0001326695546595147,35
8730417,4,-0.00013169815429137088,36
8939184,1,-0.00013155659507901873,37
8N73406,4,-0.00013055494309810456,38
8N05682,15,-0.00012953684563399293,39
8730486,5,-0.0001292473480134504,40
8M72580,11,-0.00012826121201214846,41
8681371,5,-0.00012805160440620966,42
8681069,9,-0.0001261874240299221,43
8P14847,14,-0.00012475684889068361,44
8N42988,14,-0.00012365148722892627,45
8M71492,13,-0.00012238245290063787,46
8N05534,5,-0.0001221636193804443,47
8N05846,5,-0.00012087983486708254,48
8747732,7,-0.00011971144613198703,49
8L48651,5,-0.00011934239228139631,50
8N42706,4,-0.000119330536108464,51
8M72666,5,-0.00011912284207937773,52
8N73460,11,-0.00011883531260536984,53
8N72678,11,-0.00011870687012560666,54
8800077,5,-0.00011814098434115294,55
8800102,10,-0.00011795874434028519,56
8N05709,5,-0.00011759997778426623,57
8N05726,5,-0.00011700037339323899,58
8681396,7,-0.00011497645027702674,59
8P11538,15,-0.00011462331258371705,60
8N27119,7,-0.00011404427823435981,61
8N27902,1,-0.00011397434718674049,62
8N28784,14,-0.00011239936247875448,63
8P14992,14,-0.00011223462843190646,64
8800066,4,-0.00011208744126633974,65
8N13423,9,-0.00011141197501274291,66
8800171,10,-0.00011122712021460757,67
8N73678,13,-0.00011008357341779629,68
8M31789,11,-0.00010928167830570601,69
8747758,5,-0.00010888799079111777,70
8M31824,12,-0.00010836636738531524,71
8L26597,6,-0.00010701211431296542,72
8L19729,4,-0.00010648468378349207,73
8N05640,14,-0.00010636603656166699,74
8943009,5,-0.00010559420206845971,75
8M72996,10,-0.00010496371487533906,76
8M31634,4,-0.00010462686987011693,77
8N14181,6,-0.00010329760152671952,78
8651998,5,-0.00010323845890525263,79
8N87515,11,-0.00010290273621649249,80
8N06293,2,-0.00010223934077657759,81
8N73573,6,-0.00010214558824372943,82
8L48314,5,-0.00010206828392256284,83
8N72664,5,-9.991928618546808e-05,84
8M31504,4,-9.974608019547304e-05,85
8816486,5,-9.935012349160388e-05,86
8981604,10,-9.894961567624705e-05,87
8N14968,7,-9.894365575746633e-05,88
8M31764,11,-9.882905942504294e-05,89
8L19960,10,-9.807903825276298e-05,90
8N87526,11,-9.747680906002643e-05,91
8L89384,5,-9.630622207623674e-05,92
8N73533,5,-9.594167931936681e-05,93
8816418,4,-9.589899855200201e-05,94
8P14196,5,-9.514559405943146e-05,95
8N06853,11,-9.514534394838847e-05,96
8N73696,13,-9.480953394813696e-05,97
8N06359,5,-9.365400637761923e-05,98
8934058,5,-9.339941152575193e-05,99
8N73526,4,-9.30071628317819e-05,100
8N28864,4,-9.25608592297067e-05,101
8M31543,6,-9.242032228939934e-05,102
8N27194,14,-9.233128275809577e-05,103
8L89547,12,-9.231109652318992e-05,104
8934888,7,-9.229187799064675e-05,105
8M72708,6,-9.215713362209499e-05,106
8N73954,12,-9.202918135997606e-05,107
8L30396,2,-9.197224244417157e-05,108
8981962,2,-9.184101782011567e-05,109
8681454,5,-9.179285279969918e-05,110
8800663,12,-9.146231332124444e-05,111
8732656,5,-9.110377959586913e-05,112
8732595,7,-9.099204908125103e-05,113
8887243,1,-9.036217124958057e-05,114
8N06944,4,-8.926779264584184e-05,115
8M71304,6,-8.900273860490415e-05,116
8M31164,2,-8.87518563104095e-05,117
8981399,12,-8.844869716995163e-05,118
8N06311,5,-8.840473947202554e-05,119
8N14109,6,-8.750199140195036e-05,120
8N28041,6,-8.745886316319229e-05,121
8N42679,5,-8.743616581341485e-05,122
8L19988,4,-8.697374323674012e-05,123
8M31304,4,-8.690389404364396e-05,124
8N05840,10,-8.655294368509203e-05,125
8N05644,14,-8.646049172966741e-05,126
8M72420,13,-8.625660939287627e-05,127
8L30164,12,-8.567743043386145e-05,128
8730454,5,-8.539934424334206e-05,129
8816959,4,-8.473797515762271e-05,130
8L19921,5,-8.419028654316207e-05,131
8981220,11,-8.41271521494491e-05,132
8N27908,4,-8.368587259610649e-05,133
8887315,6,-8.345627247763332e-05,134
8L89655,5,-8.338391671713907e-05,135
8M31908,12,-8.337619419762632e-05,136
8N06481,12,-8.33238073028042e-05,137
8P11559,14,-8.330153013957897e-05,138
8943805,1,-8.258446723630186e-05,139
8816496,1,-8.256187902588863e-05,140
8800427,5,-8.246411016443744e-05,141
8747529,6,-8.206183520087507e-05,142
8732273,1,-8.193394933186937e-05,143
8939180,5,-8.179828910215292e-05,144
8M71344,12,-8.153461385518312e-05,145
8168642,5,-8.048575728025753e-05,146
8N73220,12,-7.949419978103833e-05,147
8L89371,5,-7.929569073894527e-05,148
8N05114,14,-7.896064562373795e-05,149
8N73052,5,-7.868453667470021e-05,150
8800489,10,-7.862888833187753e-05,151
8P14861,14,-7.836576332920231e-05,152
8L89276,5,-7.814929449523333e-05,153
8N14808,5,-7.790321160427993e-05,154
8943880,5,-7.785121215420077e-05,155
8L52905,7,-7.755459500913275e-05,156
8L52978,5,-7.745857237750897e-05,157
8800330,7,-7.743009518890176e-05,158
8981920,6,-7.69109665270662e-05,159
8M31781,11,-7.685532909817994e-05,160
8L52335,12,-7.677160101593472e-05,161
8N87836,14,-7.664302756893449e-05,162
8L48415,7,-7.642052969458746e-05,163
8N27142,7,-7.633534733031411e-05,164
8309175,4,-7.629362062289147e-05,165
8N42545,7,-7.616949915245641e-05,166
8M31109,12,-7.601899415021762e-05,167
8N05175,13,-7.582458238175604e-05,168
8L64915,4,-7.579525572509738e-05,169
8N87592,11,-7.555047704954632e-05,170
8N28402,2,-7.551406906713964e-05,171
8N13697,13,-7.522275973315118e-05,172
8N73568,6,-7.494627880078042e-05,173
8N27907,6,-7.487171751563437e-05,174
8P14126,7,-7.479671103283181e-05,175
8N14673,13,-7.457834180968348e-05,176
8732235,2,-7.44740082154749e-05,177
8939897,5,-7.435492716467706e-05,178
8800967,12,-7.435068118866184e-05,179
8981199,11,-7.427028594975127e-05,180
8L89722,4,-7.410864782286808e-05,181
8732286,8,-7.392916904791491e-05,182
8N42276,5,-7.389524216705468e-05,183
8L52204,8,-7.38893568268395e-05,184
8N73680,13,-7.364728662651032e-05,185
8L52419,4,-7.354735589615302e-05,186
8730993,4,-7.336583712458378e-05,187
8N05223,12,-7.33117258278071e-05,188
8L52695,9,-7.323455247387756e-05,189
8L89639,5,-7.284358434844762e-05,190
8N87957,13,-7.269952038768679e-05,191
8P14063,5,-7.251657734741457e-05,192
8N73444,11,-7.24954043107573e-05,193
8P26701,7,-7.24106612324249e-05,194
8P14333,14,-7.238415855681524e-05,195
8934884,2,-7.225378249131609e-05,196
