ringnr,island,score,rank
8887370,5,-0.00039829044180805795,0
8L89399,6,-0.00018581006588647142,1
8747224,5,-0.00017757067871571053,2
8981657,2,-0.00016333037456206512,3
8N42716,4,-0.00016056245294748805,4
8M72707,6,-0.0001530494246253511,5
8816949,4,-0.00014192752678354736,6
8816954,4,-0.00013982405289425515,7
8L64587,12,-0.00013834532001055777,8
8N42715,4,-0.00013410112842393573,9
8887342,5,-0.0001308356677327538,10
8981156,12,-0.00012728724868793506,11
8N05299,13,-0.0001261962952412432,12
8794352,1,-0.00012307301403780002,13
8M71865,5,-0.0001222893024532823,14
8L89654,5,-0.00011890173300344031,15
8668476,5,-0.00011811293552455027,16
8681038,5,-0.00011718087989720516,17
8P11894,14,-0.00011710199578374159,18
8M71867,5,-0.00011624611943261698,19
8N13927,5,-0.00011524396359163802,20
8981031,4,-0.000114004567876691,21
8N14902,6,-0.00011237988201173721,22
8P11750,7,-0.00010932959958154242,23
8N73409,4,-0.00010833845772140194,24
8943897,5,-0.00010670278970792424,25
8981214,12,-0.00010556928191363113,26
8730417,4,-0.00010384208781033522,27
8573608,7,-0.00010209488118562149,28
8N42729,5,-0.00010203747478954028,29
8N87978,13,-9.965155732061248e-05,30
8P14856,14,-9.622882680559997e-05,31
8N73406,4,-9.579918878444005e-05,32
8N72678,11,-9.531415435048984e-05,33
8L48651,5,-9.499929728917778e-05,34
8747735,7,-9.470911663811421e-05,35
8934077,5,-9.447015327168629e-05,36
8N42989,14,-9.377159312862204e-05,37
8681028,5,-9.370757288706955e-05,38
8N05682,15,-9.307914842793252e-05,39
8N05709,5,-9.304103696194943e-05,40
8N28784,14,-9.180298820865573e-05,41
8934059,5,-9.08860492927488e-05,42
8681396,7,-9.066830534720793e-05,43
8747732,7,-9.059589683602098e-05,44
8N05534,5,-8.911400800570846e-05,45
8N42988,14,-8.794430323177949e-05,46
8730486,5,-8.738485666981433e-05,47
8800077,5,-8.68668266775785e-05,48
8N73460,11,-8.674525906826602e-05,49
8681371,5,-8.67140070113237e-05,50
8M72580,11,-8.605445964349201e-05,51
8N05846,5,-8.401061768381624e-05,52
8N05726,5,-8.38757332530804e-05,53
8N05640,14,-8.355203408427769e-05,54
8N27902,1,-8.267939483630471e-05,55
8M72996,10,-8.157668526109774e-05,56
8M71492,13,-8.13875794847263e-05,57
8P14847,14,-8.102180345304077e-05,58
8M72666,5,-8.098061516648158e-05,59
8L48314,5,-8.065857582550962e-05,60
8939184,1,-8.015837829589145e-05,61
8N42706,4,-8.003987204574514e-05,62
8M31789,11,-7.934419591038022e-05,63
8P14992,14,-7.900285163486842e-05,64
8L26597,6,-7.879719760239823e-05,65
8800171,10,-7.86227128628525e-05,66
8N06293,2,-7.851453938201303e-05,67
8L19960,10,-7.814676973794121e-05,68
8N27119,7,-7.799615832482232e-05,69
8800102,10,-7.784106855979189e-05,70
8N87515,11,-7.682895920879673e-05,71
8N28864,4,-7.632397637280519e-05,72
8747758,5,-7.6091413575341e-05,73
8681069,9,-7.571009973617038e-05,74
8M31824,12,-7.362124051724095e-05,75
8N73573,6,-7.330043263209518e-05,76
8N14181,6,-7.312251773328171e-05,77
8800066,4,-7.2791815000528e-05,78
8L19729,4,-7.270704463735456e-05,79
8N73533,5,-7.2358694524155e-05,80
8800489,10,-7.230792471091263e-05,81
8N73678,13,-7.228359527289285e-05,82
8M31504,4,-7.222396834549727e-05,83
8N06853,11,-7.219626240839716e-05,84
8934888,7,-7.185089998529293e-05,85
8M31543,6,-7.172107325459365e-05,86
8L89547,12,-7.140776961023221e-05,87
8L89384,5,-7.120773716451367e-05,88
8L30396,2,-7.057716811686987e-05,89
8934058,5,-7.0226193201961e-05,90
8943009,5,-7.005187762842979e-05,91
8P11538,15,-6.969334981477004e-05,92
8981604,10,-6.955235767236445e-05,93
8N73526,4,-6.906919225002639e-05,94
8651998,5,-6.885637594677974e-05,95
8800663,12,-6.872588346595876e-05,96
8M31634,4,-6.846586256870069e-05,97
8N14968,7,-6.835344811406685e-05,98
8N73696,13,-6.788386599509977e-05,99
8981399,12,-6.74268853799731e-05,100
8681454,5,-6.741667402820894e-05,101
8L48415,7,-6.702364635202684e-05,102
8816486,5,-6.69677829137072e-05,103
8M31164,2,-6.610738364543067e-05,104
8N42679,5,-6.508532987936633e-05,105
8981962,2,-6.502124733742676e-05,106
8M72708,6,-6.492034481198061e-05,107
8N28041,6,-6.455483708123211e-05,108
8N87526,11,-6.450383807532489e-05,109
8N72664,5,-6.435500381485326e-05,110
8N05840,10,-6.41188175904972e-05,111
8730454,5,-6.403754287021002e-05,112
8N06944,4,-6.392853265424492e-05,113
8816418,4,-6.391605575117865e-05,114
8M31109,12,-6.374698796207667e-05,115
8L19921,5,-6.373433598128031e-05,116
8939180,5,-6.34539537713863e-05,117
8943880,5,-6.33610015938757e-05,118
8M31764,11,-6.319223348327796e-05,119
8P14063,5,-6.298746347965789e-05,120
8M71304,6,-6.265495494517381e-05,121
8N06481,12,-6.249667785596102e-05,122
8N87592,11,-6.2447212258121e-05,123
8887243,1,-6.24117924417078e-05,124
8800427,5,-6.212063181010308e-05,125
8L89655,5,-6.203975317475852e-05,126
8N14531,11,-6.144505050542648e-05,127
8N42273,5,-6.135645116955857e-05,128
8P26701,7,-6.127629831098602e-05,129
8P11559,14,-6.118498595242272e-05,130
8747529,6,-6.107912395236781e-05,131
8N73954,12,-6.0844110976177035e-05,132
8N05644,14,-6.073847907828167e-05,133
8L30164,12,-6.067491312933271e-05,134
8M31781,11,-6.057573318685172e-05,135
8732273,1,-6.0372462485247524e-05,136
8N05442,6,-6.036775494067115e-05,137
8N06359,5,-6.0201431097084424e-05,138
8732286,8,-6.011761570334784e-05,139
8N28510,2,-5.983976643619826e-05,140
8816496,1,-5.9835562751686666e-05,141
8732656,5,-5.966794878986548e-05,142
8N13423,9,-5.954566404398065e-05,143
8M31304,4,-5.945108296145918e-05,144
8N27908,4,-5.93138943258964e-05,145
8981220,11,-5.9275571402395144e-05,146
8168642,5,-5.8915704812534386e-05,147
8934884,2,-5.870196946489159e-05,148
8N87608,15,-5.8623535551305395e-05,149
8L30829,3,-5.860567216586787e-05,150
8L89371,5,-5.855735253135208e-05,151
8M72420,13,-5.845465102538583e-05,152
8N73444,11,-5.8309863561589736e-05,153
8800151,9,-5.826769211125793e-05,154
8L89276,5,-5.824139634569292e-05,155
8732595,7,-5.794997105112998e-05,156
8N27194,14,-5.7938293593906565e-05,157
8N87553,11,-5.782775815532659e-05,158
8L19988,4,-5.7817202559817815e-05,159
8N05618,14,-5.7689499499247177e-05,160
8N42545,7,-5.7660535730974516e-05,161
8N06311,5,-5.752200377173722e-05,162
8N05703,5,-5.750902164436411e-05,163
8943805,1,-5.7244254549004836e-05,164
8981920,6,-5.724095262849005e-05,165
8L64915,4,-5.719879391108407e-05,166
8N06474,12,-5.7181805914297e-05,167
8N73493,12,-5.70648949178576e-05,168
8N06527,5,-5.6956065691338154e-05,169
8N27142,7,-5.649224840453826e-05,170
8N73923,11,-5.623257675324567e-05,171
8N27907,6,-5.5733934459567536e-05,172
8939095,10,-5.521283765119733e-05,173
8N14808,5,-5.504110140464036e-05,174
8N05114,14,-5.503766078618355e-05,175
8N28402,2,-5.48731436538219e-05,176
8939582,10,-5.478703542394214e-05,177
8N14673,13,-5.4670183089911006e-05,178
8N27412,5,-5.4636874665447976e-05,179
8P14126,7,-5.429602276763035e-05,180
8L89614,4,-5.422267895482946e-05,181
8P14196,5,-5.4199562555368175e-05,182
8M71344,12,-5.417271677288227e-05,183
8N72616,5,-5.416853127826471e-05,184
8L52920,6,-5.416816156866844e-05,185
8N05695,15,-5.4095104587759124e-05,186
8N13697,13,-5.396677397584426e-05,187
8L26578,6,-5.3935349569655955e-05,188
8939119,10,-5.3914070122118574e-05,189
8L52905,7,-5.390901606006082e-05,190
8P11526,15,-5.384266978580854e-05,191
8L64598,12,-5.3733041568193585e-05,192
8732565,4,-5.368184338294668e-05,193
8P14333,14,-5.363664877222618e-05,194
8N72354,6,-5.335696778274723e-05,195
8118433,4,-5.3211638260108884e-05,196
8N87836,14,-5.315837597663631e-05,197
8800352,5,-5.309226889949059e-05,198
8816959,4,-5.2953973408875754e-05,199
8N28218,2,-5.2842290187982144e-05,200
8N73052,5,-5.282728852762375e-05,201
8800967,12,-5.2804498864134075e-05,202
8681175,4,-5.2765434702450875e-05,203
8N14109,6,-5.267268170427997e-05,204
8M71480,13,-5.2656157549790805e-05,205
8M31908,12,-5.257486054688343e-05,206
8N87957,13,-5.249023251963081e-05,207
8N14527,11,-5.234966238276684e-05,208
8N73220,12,-5.2324612624943256e-05,209
8N13642,14,-5.2238799526094226e-05,210
8N28792,15,-5.21749184372311e-05,211
8L89722,4,-5.204422404858633e-05,212
8N72986,2,-5.180364860279951e-05,213
8N05464,5,-5.1800023811665596e-05,214
8N14143,6,-5.178992387300241e-05,215
8681041,5,-5.174490388526465e-05,216
8L30695,12,-5.17435951223888e-05,217
8L52419,4,-5.1586891004262725e-05,218
8887315,6,-5.158472504263045e-05,219
8943129,4,-5.122881793795386e-05,220
8N05223,12,-5.122615038999356e-05,221
8L52695,9,-5.122259790368844e-05,222
8N06554,4,-5.108129016662133e-05,223
8981007,5,-5.097758867123048e-05,224
8309175,4,-5.095602182336734e-05,225
8P14859,14,-5.094221933177323e-05,226
8857215,10,-5.039407460571965e-05,227
8981199,11,-5.034886726207333e-05,228
8N42858,5,-5.0346192892902764e-05,229
8934301,5,-5.033976685808739e-05,230
8L52335,12,-5.016113664169097e-05,231
8M31874,5,-4.991276102828124e-05,232
