trait,target_island,method,n_individuals,corr_mean,corr_std,mse_mean,n_rows
body_mass,3,pevmean_ga,1000,0.1916054075431755,,0.907091736793518,1
body_mass,3,random_individual,1000,0.13351412755889505,0.049466520490057925,0.9146460175514222,5
