target_island,target_island_name,repeat,split_seed,n_permutations,cal_fraction,v_full,n_source_islands
0,Nesøy,4,171974825,10,0.05,0.1031106471913912,15
0,Nesøy,9,1776109052,10,0.05,-0.01942224784276424,15
0,Nesøy,4,171974825,25,0.05,0.1031106471913912,15
0,Nesøy,9,1776109052,25,0.05,-0.01942224784276424,15
0,Nesøy,4,171974825,50,0.05,0.1031106471913912,15
0,Nesøy,9,1776109052,50,0.05,-0.01942224784276424,15
0,Nesøy,4,337089562,10,0.1,0.3546103848995741,15
0,Nesøy,9,368710794,10,0.1,-0.26221543875865977,15
0,Nesøy,4,337089562,25,0.1,0.3546103848995741,15
0,Nesøy,9,368710794,25,0.1,-0.26221543875865977,15
0,Nesøy,4,337089562,50,0.1,0.3546103848995741,15
0,Nesøy,9,368710794,50,0.1,-0.26221543875865977,15
0,Nesøy,4,597056219,10,0.15,0.2333956772479634,15
0,Nesøy,9,1343154866,10,0.15,0.0472728436107088,15
0,Nesøy,4,597056219,25,0.15,0.2333956772479634,15
0,Nesøy,9,1343154866,25,0.15,0.0472728436107088,15
0,Nesøy,4,597056219,50,0.15,0.2333956772479634,15
0,Nesøy,9,1343154866,50,0.15,0.0472728436107088,15
0,Nesøy,4,735793150,10,0.2,0.3834580432909441,15
0,Nesøy,9,2057123582,10,0.2,0.43310830023814495,15
0,Nesøy,4,735793150,25,0.2,0.3834580432909441,15
0,Nesøy,9,2057123582,25,0.2,0.43310830023814495,15
0,Nesøy,4,735793150,50,0.2,0.3834580432909441,15
0,Nesøy,9,2057123582,50,0.2,0.43310830023814495,15
0,Nesøy,4,1193775889,10,0.25,0.46877884857167196,15
0,Nesøy,9,285572873,10,0.25,0.23041877962816343,15
0,Nesøy,4,1193775889,25,0.25,0.46877884857167196,15
0,Nesøy,9,285572873,25,0.25,0.23041877962816343,15
0,Nesøy,4,1193775889,50,0.25,0.46877884857167196,15
0,Nesøy,9,285572873,50,0.25,0.23041877962816343,15
