trait,target_island,target_island_name,analysis,method,selection_method,n_components,selection_n_components,n_individuals,corr_mean,corr_std,mse_mean,n_rows
body_mass,11,Southern 1,full_baseline,full_source_unweighted,none,500,,5114,0.0874972624106476,,0.9674781410706648,1
body_mass,11,Southern 1,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,500,0.1116998342561942,,0.9630194880314956,1
body_mass,11,Southern 1,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,1000,0.0946062753615147,,0.9669966753483862,1
body_mass,11,Southern 1,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,1500,0.0603000842546619,,0.9759174327728494,1
body_mass,11,Southern 1,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,2000,0.0529945396077621,,0.9834379358138458,1
body_mass,11,Southern 1,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,2500,0.0604531264632966,,0.9772212783737668,1
body_mass,11,Southern 1,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,3000,0.0500498126942457,,0.9792174223768042,1
body_mass,11,Southern 1,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,3500,0.0724182938564267,,0.9742353432805058,1
body_mass,11,Southern 1,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,4000,0.0708593932814786,,0.9728119953337844,1
body_mass,11,Southern 1,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,4500,0.0670293321411598,,0.9727668676440308,1
body_mass,11,Southern 1,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,500,0.086768326385456,,0.9749156516779016,1
body_mass,11,Southern 1,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,1000,0.1122283474463919,,0.963779030509769,1
body_mass,11,Southern 1,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,1500,0.0942564689555258,,0.970820483257723,1
body_mass,11,Southern 1,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,2000,0.094049530870845,,0.9686811913003668,1
body_mass,11,Southern 1,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,2500,0.0967799689683433,,0.9653857385102416,1
body_mass,11,Southern 1,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,3000,0.1008605521961841,,0.9645555050215256,1
body_mass,11,Southern 1,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,3500,0.1128185443676437,,0.9615412829857172,1
body_mass,11,Southern 1,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,4000,0.1089317605176572,,0.963548212427841,1
body_mass,11,Southern 1,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,4500,0.0963711468988528,,0.9658702372650622,1
body_mass,11,Southern 1,ranked_subset,random_individual,random,500,,500,0.03507426024749184,0.06820595383949431,0.9760301489863492,5
body_mass,11,Southern 1,ranked_subset,random_individual,random,500,,1000,0.03645294429538098,0.04672499002155883,0.9769973677527043,5
body_mass,11,Southern 1,ranked_subset,random_individual,random,500,,1500,0.02195413980934188,0.02895106438878321,0.97866850671345,5
body_mass,11,Southern 1,ranked_subset,random_individual,random,500,,2000,0.03663573598621532,0.03666429042834813,0.9770444510956541,5
body_mass,11,Southern 1,ranked_subset,random_individual,random,500,,2500,0.06658536353286579,0.0265400703454528,0.9713929402401671,5
body_mass,11,Southern 1,ranked_subset,random_individual,random,500,,3000,0.07868399868069532,0.019783387638314973,0.968926905455272,5
body_mass,11,Southern 1,ranked_subset,random_individual,random,500,,3500,0.07917761162960069,0.02722532315941517,0.9693605062217973,5
body_mass,11,Southern 1,ranked_subset,random_individual,random,500,,4000,0.0781622981882189,0.024657136045270447,0.969343768879747,5
body_mass,11,Southern 1,ranked_subset,random_individual,random,500,,4500,0.08412189796664546,0.016026644333945236,0.968299958404435,5
