trait,target_island,method,n_individuals,corr_mean,corr_std,mse_mean,n_rows
body_mass,6,pevmean_ga,50,-0.0508881020712043,,1.610588788986206,1
body_mass,6,pevmean_ga,100,0.071494391776277,,1.5973877906799316,1
body_mass,6,pevmean_ga,250,0.1593215355640001,,1.565994143486023,1
body_mass,6,pevmean_ga,500,0.1558012651691362,,1.5719728469848633,1
body_mass,6,pevmean_ga,2000,0.2820375396138459,,1.5187586545944214,1
body_mass,6,pevmean_ga,3500,0.2979171709017192,,1.5068352222442627,1
body_mass,6,pevmean_ga,5341,0.3187686315930153,,1.4793694019317627,1
body_mass,6,random_individual,50,0.002625489533638119,0.0683989954246391,1.614669919013977,5
body_mass,6,random_individual,100,0.0007946923987539433,0.09189813899344355,1.6093475818634033,5
body_mass,6,random_individual,250,0.004845609858849862,0.06569928522903676,1.6009161710739135,5
body_mass,6,random_individual,500,0.08887534630464812,0.04884464768219629,1.5909309387207031,5
body_mass,6,random_individual,2000,0.24895539253171134,0.03239714076379238,1.5366506814956664,5
body_mass,6,random_individual,3500,0.310493959164749,0.028287098360576846,1.4981102228164673,5
body_mass,6,random_individual,5341,0.3187686315930153,,1.4793694019317627,1
