target_island,method,removal_fraction,cal_fraction,corr_eval,mse_adj,n_train_remaining,seed,epochs_trained
0,random,0.5,0.2,0.14687250554561615,1.4616451263427734,2789,32,17
0,random,0.0,0.2,0.3249143064022064,1.3686909675598145,5578,33,16
0,random,0.1,0.2,0.23756152391433716,1.4839304685592651,5021,33,19
0,random,0.2,0.2,0.13733477890491486,1.4539457559585571,4463,33,18
0,random,0.3,0.2,0.26511654257774353,1.4587445259094238,3905,33,27
0,random,0.4,0.2,0.27392134070396423,1.475119709968567,3347,33,28
0,random,0.5,0.2,0.3288290798664093,1.4163867235183716,2789,33,28
0,random,0.0,0.2,0.24158485233783722,1.3837693929672241,5578,34,18
0,random,0.1,0.2,0.31247833371162415,1.4184131622314453,5021,34,17
0,random,0.2,0.2,0.29054632782936096,1.4447070360183716,4463,34,17
0,random,0.3,0.2,0.3386404514312744,1.422728180885315,3905,34,20
0,random,0.4,0.2,0.21549108624458313,1.4671930074691772,3347,34,18
0,random,0.5,0.2,0.1913769394159317,1.434930682182312,2789,34,17
0,random,0.0,0.2,0.3070591688156128,1.3509894609451294,5578,35,18
0,random,0.1,0.2,0.19231419265270233,1.5306576490402222,5021,35,17
0,random,0.2,0.2,0.267736554145813,1.466562271118164,4463,35,18
0,random,0.3,0.2,0.2077607810497284,1.5651607513427734,3905,35,18
0,random,0.4,0.2,0.1021316796541214,1.5036855936050415,3347,35,17
0,random,0.5,0.2,0.1775820255279541,1.4551626443862915,2789,35,11
0,random,0.0,0.2,0.24518533051013947,1.4440315961837769,5578,36,19
0,random,0.1,0.2,0.2596372067928314,1.3968238830566406,5021,36,17
0,random,0.2,0.2,0.27964699268341064,1.3664265871047974,4463,36,19
0,random,0.3,0.2,0.1983693689107895,1.4652814865112305,3905,36,21
0,random,0.4,0.2,0.22824819386005402,1.4739303588867188,3347,36,19
0,random,0.5,0.2,0.2033466249704361,1.3930010795593262,2789,36,31
