target_island,method,removal_fraction,cal_fraction,corr_eval,mse_adj,n_train_remaining,seed,epochs_trained
0,tracin,0.0,0.2,0.23349450528621674,1.4521780014038086,5578,27,19
0,tracin,0.1,0.2,0.253471314907074,1.3885911703109741,5021,27,16
0,tracin,0.2,0.2,0.1283203363418579,1.4923372268676758,4463,27,32
0,tracin,0.3,0.2,0.19450630247592926,1.459633231163025,3905,27,11
0,tracin,0.4,0.2,0.19624318182468414,1.4432848691940308,3347,27,24
0,tracin,0.5,0.2,0.2500070631504059,1.4363425970077515,2789,27,41
0,tracin,0.0,0.2,0.2754814326763153,1.4854799509048462,5578,28,17
0,tracin,0.1,0.2,0.18533502519130707,1.4614101648330688,5021,28,19
0,tracin,0.2,0.2,0.1046612486243248,1.4633198976516724,4463,28,23
0,tracin,0.3,0.2,0.1263643056154251,1.4237213134765625,3905,28,38
0,tracin,0.4,0.2,0.16691944003105164,1.3999296426773071,3347,28,23
0,tracin,0.5,0.2,0.08431047946214676,1.6661897897720337,2789,28,22
0,tracin,0.0,0.2,0.24742628633975983,1.376928687095642,5578,29,17
0,tracin,0.1,0.2,0.16652518510818481,1.4619426727294922,5021,29,20
0,tracin,0.2,0.2,0.16462475061416626,1.4046393632888794,4463,29,18
0,tracin,0.3,0.2,0.19029982388019562,1.4198440313339233,3905,29,26
0,tracin,0.4,0.2,0.2085603028535843,1.3968448638916016,3347,29,24
0,tracin,0.5,0.2,0.09065861999988556,1.5531219244003296,2789,29,15
0,tracin,0.0,0.2,0.261252760887146,1.4787029027938843,5578,30,16
0,tracin,0.1,0.2,0.13759024441242218,1.4935096502304077,5021,30,21
0,tracin,0.2,0.2,0.1376562863588333,1.4137307405471802,4463,30,16
0,tracin,0.3,0.2,0.08384867757558823,1.4562559127807617,3905,30,15
0,tracin,0.4,0.2,0.22365756332874298,1.3792314529418945,3347,30,26
0,tracin,0.5,0.2,0.009202318266034126,1.616867184638977,2789,30,13
0,tracin,0.0,0.2,0.21420295536518097,1.4279569387435913,5578,31,16
0,tracin,0.1,0.2,0.19828984141349792,1.5159517526626587,5021,31,24
0,tracin,0.2,0.2,0.20041964948177338,1.4079828262329102,4463,31,16
0,tracin,0.3,0.2,0.14132505655288696,1.431766152381897,3905,31,35
0,tracin,0.4,0.2,0.22998139262199402,1.4276937246322632,3347,31,22
0,tracin,0.5,0.2,0.2894972860813141,1.4760208129882812,2789,31,29
0,tracin,0.0,0.2,0.25848326086997986,1.4308992624282837,5578,32,19
0,tracin,0.1,0.2,0.17716312408447266,1.5098028182983398,5021,32,24
0,tracin,0.2,0.2,0.12966620922088623,1.4880882501602173,4463,32,35
0,tracin,0.3,0.2,0.12414144724607468,1.4390954971313477,3905,32,24
0,tracin,0.4,0.2,0.1685018092393875,1.4319216012954712,3347,32,33
0,tracin,0.5,0.2,0.1912543624639511,1.5102342367172241,2789,32,22
0,tracin,0.0,0.2,0.3241569697856903,1.3963680267333984,5578,33,16
0,tracin,0.1,0.2,0.2166297286748886,1.4344453811645508,5021,33,29
0,tracin,0.2,0.2,0.1935647875070572,1.4688364267349243,4463,33,43
0,tracin,0.3,0.2,0.22153715789318085,1.419737458229065,3905,33,15
0,tracin,0.4,0.2,0.23961204290390015,1.3651599884033203,3347,33,23
0,tracin,0.5,0.2,0.26432928442955017,1.5243650674819946,2789,33,11
0,tracin,0.0,0.2,0.24930910766124725,1.393362045288086,5578,34,18
0,tracin,0.1,0.2,0.11603749543428421,1.493977427482605,5021,34,22
0,tracin,0.2,0.2,0.0684460997581482,1.520250916481018,4463,34,33
0,tracin,0.3,0.2,0.10783878713846207,1.4323171377182007,3905,34,14
0,tracin,0.4,0.2,0.20612390339374542,1.4636284112930298,3347,34,24
0,tracin,0.5,0.2,0.15123111009597778,1.5149677991867065,2789,34,31
0,tracin,0.0,0.2,0.2532404065132141,1.4112650156021118,5578,35,18
0,tracin,0.1,0.2,0.17048126459121704,1.4380115270614624,5021,35,21
0,tracin,0.2,0.2,0.10944894701242447,1.5020666122436523,4463,35,29
0,tracin,0.3,0.2,0.11374856531620026,1.4390521049499512,3905,35,28
0,tracin,0.4,0.2,0.11983947455883026,1.492566704750061,3347,35,11
0,tracin,0.5,0.2,0.17231351137161255,1.5555323362350464,2789,35,14
0,tracin,0.0,0.2,0.2429441511631012,1.4699186086654663,5578,36,15
0,tracin,0.1,0.2,0.2078179270029068,1.46066415309906,5021,36,30
0,tracin,0.2,0.2,0.13110798597335815,1.502644419670105,4463,36,30
0,tracin,0.3,0.2,-0.014102517627179623,1.468042254447937,3905,36,12
0,tracin,0.4,0.2,0.11251086741685867,1.452527403831482,3347,36,18
0,tracin,0.5,0.2,-0.09453067183494568,1.649789810180664,2789,36,11
0,random,0.0,0.2,0.26444917917251587,1.3955885171890259,5578,27,17
0,random,0.1,0.2,0.24984359741210938,1.4661731719970703,5021,27,17
0,random,0.2,0.2,0.28099149465560913,1.4099311828613281,4463,27,16
0,random,0.3,0.2,0.16430392861366272,1.4952338933944702,3905,27,22
0,random,0.4,0.2,0.2390614002943039,1.4298440217971802,3347,27,20
0,random,0.5,0.2,0.27012938261032104,1.4259761571884155,2789,27,19
0,random,0.0,0.2,0.20108982920646667,1.4741621017456055,5578,28,16
0,random,0.1,0.2,0.24358493089675903,1.4492114782333374,5021,28,17
0,random,0.2,0.2,0.2206937074661255,1.449270248413086,4463,28,18
0,random,0.3,0.2,0.23141273856163025,1.3856172561645508,3905,28,18
0,random,0.4,0.2,0.1831407994031906,1.4717239141464233,3347,28,16
0,random,0.5,0.2,0.22449001669883728,1.417208194732666,2789,28,18
0,random,0.0,0.2,0.24141520261764526,1.5385098457336426,5578,29,18
0,random,0.1,0.2,0.21052688360214233,1.4563058614730835,5021,29,18
0,random,0.2,0.2,0.07319938391447067,1.4815045595169067,4463,29,15
0,random,0.3,0.2,0.17781396210193634,1.4658454656600952,3905,29,20
0,random,0.4,0.2,0.11048101633787155,1.4583059549331665,3347,29,16
0,random,0.5,0.2,0.13305427134037018,1.4683717489242554,2789,29,14
0,random,0.0,0.2,0.20814631879329681,1.5920463800430298,5578,30,16
0,random,0.1,0.2,0.2248273640871048,1.439963698387146,5021,30,17
0,random,0.2,0.2,0.21236634254455566,1.4160594940185547,4463,30,20
0,random,0.3,0.2,0.16555267572402954,1.4671173095703125,3905,30,35
0,random,0.4,0.2,0.20989154279232025,1.5123205184936523,3347,30,21
0,random,0.5,0.2,0.18135935068130493,1.5931177139282227,2789,30,21
0,random,0.0,0.2,0.1436348408460617,1.4561799764633179,5578,31,16
0,random,0.1,0.2,0.232028990983963,1.4797121286392212,5021,31,17
0,random,0.2,0.2,0.23620416224002838,1.5043243169784546,4463,31,16
0,random,0.3,0.2,0.21548880636692047,1.4318078756332397,3905,31,25
0,random,0.4,0.2,0.21862143278121948,1.4277215003967285,3347,31,18
0,random,0.5,0.2,0.20402711629867554,1.4574702978134155,2789,31,20
0,random,0.0,0.2,0.22796520590782166,1.3804677724838257,5578,32,18
0,random,0.1,0.2,0.1912599802017212,1.412615180015564,5021,32,17
0,random,0.2,0.2,0.2690289318561554,1.4065641164779663,4463,32,17
0,random,0.3,0.2,0.2156759649515152,1.4881807565689087,3905,32,31
0,random,0.4,0.2,0.11607173085212708,1.5246700048446655,3347,32,16
