ringnr,island,score,rank
8L89399,6,-0.004451289460121188,0
8N42716,4,-0.003961917266678938,1
8816949,4,-0.003355873421241995,2
8816954,4,-0.003274529954069294,3
8M72707,6,-0.0026988932149834,4
8P11894,14,-0.0026970087201334536,5
8N14902,6,-0.0024283698185172398,6
8681396,7,-0.00238617742434144,7
8M72580,11,-0.0023855343366676607,8
8N73409,4,-0.002383687849942362,9
8N42715,4,-0.0023791952080500778,10
8800102,10,-0.0023187511651485693,11
8800171,10,-0.002216567754658172,12
8N05682,15,-0.0020940550366503885,13
8981657,2,-0.0020899511691823136,14
8N73460,11,-0.0019905740573449293,15
8M72996,10,-0.0019891394226760895,16
8N05640,14,-0.001924812097058748,17
8981156,12,-0.00180240908957785,18
8681069,9,-0.0017296647056355141,19
8939184,1,-0.0017224540024471935,20
8P11530,15,-0.0017055095995601732,21
8573608,7,-0.0015883682790445164,22
8N42988,14,-0.001584060579261859,23
8816496,1,-0.0015723956312285736,24
8N28432,2,-0.0015679105090384837,25
8N06367,0,-0.0015552059521724004,26
8N87978,13,-0.0015154716711549554,27
8747732,7,-0.0015110447820916306,28
8981399,12,-0.0014868913594909827,29
8939095,10,-0.001450034750632767,30
8L19960,10,-0.0014486343061435036,31
8816929,4,-0.0014454057127295528,32
8857252,4,-0.0014388356175913941,33
8747234,10,-0.001434554455045145,34
8794352,1,-0.0014240156142477645,35
8N42642,7,-0.0014136572458482988,36
8N42989,14,-0.0014052784599698498,37
8981962,2,-0.0013965705184091348,38
8747735,7,-0.0013921447225584416,39
8N72678,11,-0.0013834721364673896,40
8N28784,14,-0.0013808477342536207,41
8N87574,11,-0.0013748375367867993,42
8730417,4,-0.001369527632050449,43
8L19729,4,-0.0013535870239138603,44
8M72708,6,-0.0013501402354449965,45
8N73406,4,-0.0013481359792422154,46
8P14992,14,-0.0013466400832840009,47
8M31504,4,-0.0013403788761934265,48
8L48609,6,-0.0013384116864472162,49
8P11559,14,-0.0013228852076281328,50
8N14181,6,-0.0013126407939125784,51
8N28864,4,-0.0013118582755851094,52
8M31164,2,-0.0013096029233565787,53
8M31824,12,-0.0013062274808817165,54
8M72659,0,-0.0012918176407765714,55
8981604,10,-0.0012740628317260416,56
8800375,4,-0.001253320078831166,57
8800489,10,-0.001242272554009105,58
8681175,4,-0.0012412020405463409,59
8681009,0,-0.001240483799847425,60
8747529,6,-0.001239184752193978,61
8L57758,2,-0.0012302128270675894,62
8939379,7,-0.0012294533271415276,63
8N14531,11,-0.0012229817475599702,64
8N73604,14,-0.0012221739083884131,65
8N05644,14,-0.0012193370293971384,66
8M72420,13,-0.0012164821728219977,67
8L48415,7,-0.001203095683194988,68
8M31109,12,-0.0011997057845292147,69
8L64142,8,-0.0011929414667974925,70
8816418,4,-0.0011897499862243421,71
8N05840,10,-0.0011891901413036976,72
8P14333,14,-0.0011753234757634345,73
8N27902,1,-0.001175094279460609,74
8L48691,10,-0.0011700380709953606,75
8L57990,13,-0.0011613590904744342,76
8N87608,15,-0.001159592190560943,77
8M31435,4,-0.001154308977220353,78
8943459,0,-0.0011511657330629532,79
8939118,10,-0.0011446752378105884,80
8N05199,13,-0.0011433711551944725,81
8P14861,14,-0.0011401260635466315,82
8732286,8,-0.0011178962522535585,83
8800170,10,-0.0011002821979673172,84
8118433,4,-0.0010918792058873805,85
8N06853,11,-0.0010867776545637753,86
8981920,6,-0.0010861417722480837,87
8N05063,4,-0.0010768062511488097,88
8981214,12,-0.0010698536825657357,89
8981220,11,-0.0010696045337681426,90
8L89547,12,-0.0010681808198569342,91
8P14126,7,-0.0010647321851138258,92
8N14582,11,-0.0010561471808614442,93
8N06944,4,-0.0010527973681746516,94
8732235,2,-0.0010437010596433538,95
8N14004,6,-0.0010408448724774644,96
8N73626,11,-0.0010284098680131137,97
8N28767,4,-0.001027378108119592,98
8P14622,2,-0.0010226058329863008,99
8943805,1,-0.001019898831145838,100
8N05220,12,-0.0010166651591134723,101
8N05128,14,-0.00101448885152422,102
8N14968,7,-0.0010132883689948358,103
8N42647,7,-0.0010086856655107113,104
8857401,4,-0.0010086785987368785,105
8N06477,12,-0.0010084200057463022,106
8L19505,3,-0.0009983358177123591,107
8747875,1,-0.000996318298348342,108
8N73989,12,-0.0009879534991341643,109
8981704,0,-0.0009872327746052179,110
8800151,9,-0.0009872201553662308,111
8N28091,2,-0.0009857366640062537,112
8L64795,13,-0.0009824331900745165,113
8P26527,9,-0.0009790795188564516,114
8N05256,13,-0.0009746658361109439,115
8943129,4,-0.0009745337938511511,116
8P11750,7,-0.0009685208715382032,117
8N73922,11,-0.0009684205663802459,118
8939582,10,-0.0009675721526036796,119
8N42706,4,-0.0009657248883740976,120
8800663,12,-0.0009640257262617524,121
8N06554,4,-0.0009541468916722806,122
8887243,1,-0.000953361612118897,123
8N73234,12,-0.0009525942259642761,124
8L64598,12,-0.0009437086700927466,125
8N06532,4,-0.0009204474499711068,126
8N13642,14,-0.0009182566968775063,127
8732273,1,-0.0009178464642900508,128
8730451,1,-0.0009169685672532069,129
8M31543,6,-0.0009165078317892039,130
8L89614,4,-0.0009083033028218779,131
8N87962,13,-0.0009065885315067135,132
8598790,3,-0.0009037681061272451,133
8M71502,4,-0.0009034531483393948,134
8800090,6,-0.0009009287714434322,135
8L52965,6,-0.0009001223734230734,136
8N14673,13,-0.0008955212424552883,137
8N87284,3,-0.0008950279088821844,138
8N73454,11,-0.0008831575487420196,139
8N05655,14,-0.000882935170352539,140
8934227,10,-0.0008799631941656116,141
8L64298,9,-0.0008784031722370855,142
8N87999,13,-0.000877826254509273,143
8732595,7,-0.0008750495017011417,144
8N72986,2,-0.0008737405951251276,145
8M71480,13,-0.0008705518739589024,146
8L89822,0,-0.000868892948346911,147
8M71106,13,-0.000864247011122643,148
8N27908,4,-0.0008640494535256948,149
8N73526,4,-0.0008488065577694215,150
8N05168,12,-0.0008469218264508527,151
8L48479,4,-0.0008375217330467422,152
8N28041,6,-0.0008291792837553658,153
8934884,2,-0.0008290819323519827,154
8N28510,2,-0.0008275571753983968,155
8N05698,15,-0.0008175989285064134,156
8N14981,6,-0.0008170187657015049,157
8N05127,14,-0.0008169533939508256,158
8L52695,9,-0.0008130214609991526,159
8857215,10,-0.0008097386707959231,160
8L30695,12,-0.0008083916600298835,161
8N28470,2,-0.0008046716347962501,162
8N73923,11,-0.0008039328549784841,163
8N05167,12,-0.0008012342887013801,164
8P11526,15,-0.0007994401466930867,165
8N42143,2,-0.0007990899393917061,166
8N27142,7,-0.0007975452945174766,167
8N05695,15,-0.0007963648239410759,168
8L52527,0,-0.0007908694205980282,169
8N05131,12,-0.000789089946920285,170
8M72406,13,-0.0007851978452890762,171
8N14515,11,-0.000781376433224068,172
8M31995,1,-0.000780675617079396,173
8N87815,14,-0.0007772965386720898,174
8N87836,14,-0.0007764549482089933,175
8N73568,6,-0.0007707841541559901,176
8N87937,13,-0.0007677486282773316,177
8934899,0,-0.0007664652675885009,178
8L64011,11,-0.0007638453571416903,179
8N14539,11,-0.0007611103646922857,180
8N13618,14,-0.0007596390723847435,181
8N05263,13,-0.0007537463643529918,182
8M71304,6,-0.0007473308460248518,183
8800330,7,-0.0007384891187030007,184
8573856,4,-0.0007370285188699199,185
8L30641,11,-0.000736905497888074,186
8N05442,6,-0.0007343947922322513,187
8M71344,12,-0.0007340471238421742,188
8N06489,12,-0.0007338684447404376,189
8N73493,12,-0.0007335231093748007,190
8N87553,11,-0.0007283697468665196,191
8N73636,13,-0.0007271246831805911,192
8P14847,14,-0.0007260617348947562,193
8747636,4,-0.0007223561879072804,194
8M71492,13,-0.0007212841519503854,195
8747569,9,-0.0007200586882163407,196
8N73444,11,-0.0007199266829047701,197
8981605,10,-0.0007181964983828948,198
8N05110,12,-0.0007181099668969182,199
8943470,2,-0.0007180347529356368,200
8800027,4,-0.0007154922304835054,201
8N05686,15,-0.0007134684856282547,202
8N28898,14,-0.0007115865737432614,203
8800533,10,-0.000711234893060464,204
8N42771,10,-0.0007098333626345266,205
8N42986,14,-0.0007086662808433175,206
8N87957,13,-0.0007076449073792901,207
8P14988,14,-0.0007052549027548594,208
8N73623,13,-0.0007051952270558104,209
8N05649,11,-0.0007050929420984176,210
8N73442,11,-0.0007050222675388795,211
8N87947,13,-0.0007047174955943092,212
8939119,10,-0.0007033554620647919,213
8N05122,12,-0.0007027939611816691,214
8309175,4,-0.0007013577805992099,215
8M31764,11,-0.0007003794053161982,216
8N72917,13,-0.0006992429298406933,217
8P14982,14,-0.0006986760199652053,218
8N73198,15,-0.0006982093918850296,219
8N27864,6,-0.0006976432778174058,220
8981354,11,-0.0006935563933438971,221
8N72695,11,-0.0006922277625562856,222
8N73696,13,-0.0006898094925418263,223
8N05423,4,-0.0006857161024527159,224
8N13373,2,-0.0006851938978797989,225
8N73951,12,-0.0006828753330410109,226
8N72913,13,-0.0006815810717171189,227
8L64265,2,-0.0006794926957809366,228
8N73450,11,-0.0006789268391003134,229
8N14443,4,-0.0006756978746125242,230
8M71811,0,-0.0006753498814759951,231
8N27907,6,-0.0006752695508112083,232
8M31774,11,-0.0006731455911221929,233
8N05618,14,-0.00067101965260008,234
8L64399,2,-0.0006683066976620466,235
8N14662,13,-0.0006659439322902472,236
8N72554,6,-0.0006596306784558692,237
8N73432,11,-0.0006593817888642661,238
8L48764,11,-0.0006568987628270406,239
8M72565,11,-0.0006554907395184273,240
8N73464,11,-0.0006544442285303376,241
8730993,4,-0.0006488169271960942,242
8M71162,13,-0.0006487005230155773,243
8747492,3,-0.0006469479240251985,244
8L64060,14,-0.0006438195141527103,245
8P14585,8,-0.0006397497681973618,246
8730493,4,-0.0006394065676431637,247
8N27216,14,-0.000638176695247239,248
8N14588,11,-0.0006368144604493864,249
8N27194,14,-0.0006272462578635896,250
8794353,1,-0.0006259360225158161,251
8N13216,9,-0.0006221434086910449,252
8747548,10,-0.0006218015978447511,253
8N13132,14,-0.0006201601918291999,254
8N72348,6,-0.0006195161477080546,255
8L26597,6,-0.000619366224782425,256
8N73306,15,-0.0006166530893096933,257
8N06863,11,-0.0006135076998816658,258
8800066,4,-0.000610626029811101,259
8981120,12,-0.0006097152981965337,260
8800967,12,-0.0006095786564515038,261
8L64915,4,-0.0006088324889788055,262
8N28690,6,-0.0006064166418582317,263
8N27119,7,-0.0006052850492324069,264
8732565,4,-0.0006043212570148171,265
8N72668,4,-0.0006038570504642848,266
8981090,11,-0.0006029571441104054,267
8L64981,4,-0.0006009028111293446,268
8N06474,12,-0.0006007164879520133,269
8N14647,13,-0.000598968217933038,270
8N42987,14,-0.0005984896833979292,271
8N73215,12,-0.0005984068930047215,272
8N27624,14,-0.0005982036802834045,273
8730927,3,-0.0005977028895358671,274
8P11635,2,-0.0005902060711377999,275
8N72672,11,-0.0005885599821340293,276
8887360,10,-0.0005881829638383351,277
8N13149,14,-0.0005877594567209599,278
8L64182,7,-0.0005846799094797461,279
8939376,7,-0.0005836476666445378,280
8N14528,11,-0.0005790203085780377,281
8800606,8,-0.0005787462282569322,282
8L64873,14,-0.0005781230997854436,283
8N05257,13,-0.0005770791328814084,284
8N14980,6,-0.0005754899502790067,285
8N73461,11,-0.0005738600189033605,286
8N14668,13,-0.0005687712018698221,287
8N14937,4,-0.0005671337939929799,288
8N73680,13,-0.0005669768679581466,289
8309231,13,-0.0005666595384354878,290
8N42463,14,-0.0005633760088130657,291
8816947,4,-0.0005630807936540805,292
8981945,2,-0.000560787069844082,293
8887358,10,-0.0005594586559709569,294
8943109,10,-0.000558765926371052,295
8L30487,12,-0.0005586054724062706,296
8L89615,4,-0.0005564017540216071,297
8N06482,12,-0.0005540734791793511,298
8P14856,14,-0.0005530973212444223,299
8M31304,4,-0.000550692442629952,300
8N13619,14,-0.0005491153233379009,301
8N73678,13,-0.0005470111827889923,302
8L52375,11,-0.0005469709848284765,303
8N14972,7,-0.0005461316259243176,304
8N06999,6,-0.0005438966509245802,305
8P14826,4,-0.0005432979996840004,306
8M71463,13,-0.0005414655287836467,307
8N14590,11,-0.0005393721639848081,308
8N05176,13,-0.0005385405283959699,309
8L30963,2,-0.0005370110357034719,310
8747817,7,-0.0005363809294749444,311
8800146,9,-0.0005329019768396392,312
8747610,7,-0.0005323649008630582,313
8N27031,14,-0.0005264420688035898,314
8P14696,2,-0.0005262129475340771,315
8887462,1,-0.0005255430396573502,316
8L52203,8,-0.0005240719838184305,317
8N28402,2,-0.0005213696676946711,318
8P14811,15,-0.0005204173457968864,319
8N28224,8,-0.0005183994758226618,320
8N42952,4,-0.0005170651716071006,321
8N05253,13,-0.0005150700690137455,322
8981929,3,-0.000514620603610183,323
8N05272,13,-0.0005136802610650193,324
8P14936,14,-0.0005134912173616613,325
8L48695,6,-0.0005130809895490529,326
8816959,4,-0.000512139958118496,327
8N73459,11,-0.0005117049622640479,328
8M72444,13,-0.0005112941767038137,329
8N42990,14,-0.0005110095662530512,330
8M31828,12,-0.0005064244014647556,331
8M31781,11,-0.0005055128558524302,332
8N13697,13,-0.0005045244379289215,333
8M72987,4,-0.0005036877901147818,334
8N13863,15,-0.0005024996698921314,335
8N05660,13,-0.0005018428823859722,336
8N13423,9,-0.000501458694543544,337
8816942,4,-0.0004998065323889023,338
8981050,12,-0.0004987006859664689,339
8934343,10,-0.0004972382957930677,340
8M31793,11,-0.0004953891616423789,341
8N73530,4,-0.0004935344204568537,342
8N87890,13,-0.0004926971905661048,343
8M31255,8,-0.0004920240587580338,344
8800063,4,-0.0004906408375973115,345
8N27096,8,-0.0004896026788969721,346
8747609,0,-0.0004871445978551492,347
8M31780,11,-0.0004839937469682809,348
8N73651,13,-0.0004824599707262678,349
8N42991,14,-0.0004814342287318141,350
8M72416,13,-0.0004776490786753129,351
8681385,3,-0.0004760329511555028,352
8N14599,11,-0.00047335582348750904,353
8L89645,6,-0.0004727288151116227,354
8N28786,15,-0.00047138217766473645,355
8M31317,4,-0.00047033604823809583,356
8L48789,11,-0.0004698903192945636,357
8N05223,12,-0.000468934014406841,358
8L52335,12,-0.0004655026848467969,359
8N05513,8,-0.00046398480617426685,360
8N73515,7,-0.0004620550262188772,361
8L89487,11,-0.00046150426169333514,362
8N14592,11,-0.0004613236060322379,363
8800482,0,-0.0004605753674695734,364
8N87810,14,-0.000460091122022277,365
8N27835,6,-0.00045924141522846185,366
8L52342,12,-0.0004592400071032898,367
8L52963,6,-0.00045917488660052186,368
8N72519,4,-0.00045584315830637934,369
8N14445,4,-0.0004547022426777403,370
8N42664,4,-0.00045454512610376696,371
8P26688,7,-0.0004537436307145981,372
8N13647,14,-0.00045340883298194967,373
8P14006,2,-0.00045274237027115305,374
8M72566,11,-0.00045257267765919096,375
8168615,7,-0.0004523755906120641,376
8N13643,14,-0.00044767783447241527,377
8N87525,11,-0.00044588198215933517,378
8118430,6,-0.0004447948076631292,379
8L48425,7,-0.0004435789965100412,380
8N05175,13,-0.0004430995013535721,381
8L49909,10,-0.00044132731482449117,382
8N05275,13,-0.0004406821271913941,383
8N87806,14,-0.0004387464068713598,384
8N05697,15,-0.0004386496336792334,385
8N05186,13,-0.0004384897526392706,386
8L30762,12,-0.00043650303632603027,387
8N73472,11,-0.00043642135963928297,388
8N28792,15,-0.00043507521331775934,389
8N13119,14,-0.00043321738235135854,390
8794306,4,-0.0004329783987486735,391
8N14907,4,-0.00043127832336153915,392
8N14640,13,-0.00043078442779176385,393
8M71292,6,-0.00042968798561560106,394
8747879,1,-0.0004266735923010856,395
8N72680,11,-0.00042653780519685824,396
8N28368,2,-0.00042547834107153903,397
8P11564,14,-0.0004250207662153116,398
8118425,6,-0.0004235395056184643,399
8N72394,6,-0.00042206117996101966,400
8N06499,12,-0.0004173350795042552,401
8N05114,14,-0.0004166161133980495,402
8M72218,8,-0.0004164486792888056,403
8681361,4,-0.0004149892265559174,404
8N05245,13,-0.000413586874401517,405
8800196,6,-0.00041142281042994,406
8981047,12,-0.0004111149773962097,407
8816943,4,-0.00040977496541927394,408
8981199,11,-0.00040917907790571917,409
8N27894,6,-0.000408776152653445,410
8N06895,14,-0.0004082163798386773,411
8P26450,6,-0.0004070575366625917,412
8N72687,11,-0.0004062211123709858,413
8N72043,2,-0.0004058115582665778,414
8N73953,12,-0.00040567636671084983,415
8N42535,4,-0.00040455508406012086,416
8N05286,13,-0.0004032531719531107,417
8N73573,6,-0.00040285569048137404,418
8730565,3,-0.0004009616982330044,419
8P11833,15,-0.00039940593705978245,420
8800168,10,-0.0003974461267262086,421
8L64113,12,-0.00039685733599981177,422
8N73311,15,-0.0003933632078769733,423
8M71336,12,-0.000393346829184793,424
8N27813,1,-0.0003931591936634504,425
8N05120,14,-0.0003926549256902945,426
8N73987,12,-0.00039222396480909083,427
8N05687,15,-0.00039211051762322313,428
8N73681,13,-0.000391508999200596,429
8651621,0,-0.0003906183819708531,430
8N14801,2,-0.00039042813540390853,431
8L26576,6,-0.0003865938620037923,432
8N87520,11,-0.0003864948058094342,433
8730928,2,-0.0003864478044874886,434
8794305,4,-0.0003851245201076381,435
8934039,3,-0.0003837835045032989,436
8N87920,13,-0.00038224605305003934,437
8L48461,10,-0.00038052324180171126,438
8M31420,10,-0.0003803155377681833,439
8816930,4,-0.0003793278006014589,440
8800437,6,-0.00037900319784966996,441
8N13699,13,-0.000378965409254306,442
8N05713,6,-0.00037797059849253856,443
8N05113,12,-0.0003776349140025559,444
8981031,4,-0.00037501247879845323,445
8981803,6,-0.00037395703611764475,446
8857269,1,-0.00037376445334302844,447
8N73301,15,-0.0003713904684445879,448
8934883,3,-0.0003701205505421967,449
8M31653,11,-0.00036981215362175135,450
8887316,6,-0.0003670374071589322,451
8M71167,13,-0.0003656213425529131,452
8N87975,13,-0.00036367252243962866,453
8N87603,15,-0.0003599197380026453,454
8L52905,7,-0.0003579744252419914,455
8L52555,4,-0.00035789408639175235,456
8N73998,14,-0.0003566610721463803,457
8N06840,11,-0.00035436230655250256,458
8681259,0,-0.0003534170109560364,459
8732225,7,-0.0003518561757118732,460
8N14527,11,-0.0003516827473504236,461
8N06478,12,-0.00035081408736914454,462
8M72525,11,-0.0003502297547584021,463
8N13680,13,-0.00034873532877099933,464
8N73247,14,-0.0003479174056337797,465
8N87607,15,-0.0003478225351045694,466
8L19610,9,-0.00034549945121398196,467
8N14017,7,-0.0003450507574598305,468
8L26595,6,-0.0003434199779803748,469
8N73657,13,-0.0003433800029597478,470
8857278,10,-0.0003429223963280492,471
8M72530,11,-0.00034209950558761193,472
8L52961,6,-0.0003418816195335239,473
8N06493,12,-0.0003413817530599772,474
8N87592,11,-0.00034072481093971874,475
8N42985,14,-0.0003395441326574655,476
8N05294,13,-0.00033729171536833746,477
8L48607,6,-0.00033698904462653445,478
8L52913,10,-0.00033697353364914306,479
8N42791,4,-0.00033559824373696756,480
8M72319,7,-0.00033558338881789496,481
8N87537,11,-0.00033517668609306384,482
8P14815,14,-0.0003334690796918949,483
8168649,4,-0.0003320644063933287,484
8887357,10,-0.00033021263129739964,485
8N05675,15,-0.000328935952552456,486
