target_island,target_island_name,method,removal_fraction,cal_fraction,corr_eval,mse_adj,seed,epochs_trained
5,27,tracin,0.5,0.2,0.06780333071947098,1.6866400241851807,29,19
5,27,tracin,0.0,0.2,0.15601690113544464,1.563534140586853,30,18
5,27,tracin,0.1,0.2,0.12555237114429474,1.5770740509033203,30,22
5,27,tracin,0.2,0.2,0.12246770411729813,1.5759522914886475,30,24
5,27,tracin,0.3,0.2,0.13465619087219238,1.5858010053634644,30,19
5,27,tracin,0.4,0.2,0.14093461632728577,1.5730384588241577,30,25
5,27,tracin,0.5,0.2,0.07193834334611893,1.6050341129302979,30,16
5,27,tracin,0.0,0.2,0.12960413098335266,1.631934642791748,31,21
5,27,tracin,0.1,0.2,0.1254613846540451,1.579453468322754,31,19
5,27,tracin,0.2,0.2,0.12813711166381836,1.6159031391143799,31,22
5,27,tracin,0.3,0.2,0.11173659563064575,1.671739101409912,31,21
5,27,tracin,0.4,0.2,0.11410878598690033,1.6897501945495605,31,22
5,27,tracin,0.5,0.2,0.13298872113227844,1.7501094341278076,31,32
5,27,tracin,0.0,0.2,0.13234934210777283,1.5831561088562012,32,22
5,27,tracin,0.1,0.2,0.09476245939731598,1.6042498350143433,32,23
5,27,tracin,0.2,0.2,0.0746128112077713,1.6034815311431885,32,24
5,27,tracin,0.3,0.2,0.07527372241020203,1.624336838722229,32,29
5,27,tracin,0.4,0.2,0.10811720788478851,1.5823311805725098,32,27
5,27,tracin,0.5,0.2,0.09786900132894516,1.592224359512329,32,37
5,27,tracin,0.0,0.2,0.13642340898513794,1.585204839706421,33,23
5,27,tracin,0.1,0.2,0.07755251228809357,1.6020536422729492,33,20
5,27,tracin,0.2,0.2,0.06867878884077072,1.636875033378601,33,25
5,27,tracin,0.3,0.2,0.0784519612789154,1.6076849699020386,33,26
5,27,tracin,0.4,0.2,0.06158563867211342,1.6307940483093262,33,28
5,27,tracin,0.5,0.2,0.04871121048927307,1.6164525747299194,33,26
5,27,tracin,0.0,0.2,0.11173985153436661,1.5815980434417725,34,19
5,27,tracin,0.1,0.2,0.13533364236354828,1.569596529006958,34,20
5,27,tracin,0.2,0.2,0.13441450893878937,1.583209753036499,34,22
5,27,tracin,0.3,0.2,0.1019156351685524,1.6024127006530762,34,24
5,27,tracin,0.4,0.2,0.12669481337070465,1.579295039176941,34,26
5,27,tracin,0.5,0.2,0.06815243512392044,1.6369361877441406,34,30
5,27,tracin,0.0,0.2,0.09017528593540192,1.5917606353759766,35,17
5,27,tracin,0.1,0.2,0.1463289111852646,1.6094118356704712,35,20
5,27,tracin,0.2,0.2,0.11661265045404434,1.6164571046829224,35,33
5,27,tracin,0.3,0.2,0.11951760202646255,1.62055242061615,35,24
5,27,tracin,0.4,0.2,0.11211047321557999,1.625269889831543,35,31
5,27,tracin,0.5,0.2,0.09313920885324478,1.605297327041626,35,33
5,27,tracin,0.0,0.2,0.1273830085992813,1.5914016962051392,36,21
5,27,tracin,0.1,0.2,0.14407503604888916,1.5742658376693726,36,20
5,27,tracin,0.2,0.2,0.08389153331518173,1.6593012809753418,36,31
5,27,tracin,0.3,0.2,0.08376777172088623,1.6398134231567383,36,26
5,27,tracin,0.4,0.2,0.04124761000275612,1.7258731126785278,36,12
5,27,tracin,0.5,0.2,0.017945408821105957,1.733830451965332,36,14
5,27,random,0.0,0.2,0.10788596421480179,1.5892788171768188,27,22
5,27,random,0.1,0.2,0.10781795531511307,1.5863256454467773,27,19
5,27,random,0.2,0.2,0.1315762847661972,1.5926902294158936,27,22
5,27,random,0.3,0.2,0.10665765404701233,1.5938173532485962,27,19
5,27,random,0.4,0.2,0.1160079836845398,1.5951203107833862,27,20
5,27,random,0.5,0.2,0.08639799803495407,1.604814887046814,27,21
5,27,random,0.0,0.2,0.09541093558073044,1.6087709665298462,28,20
5,27,random,0.1,0.2,0.12865014374256134,1.5828089714050293,28,22
5,27,random,0.2,0.2,0.1226443499326706,1.5761171579360962,28,21
5,27,random,0.3,0.2,0.1300174593925476,1.5743216276168823,28,19
5,27,random,0.4,0.2,0.10411062091588974,1.590169072151184,28,17
5,27,random,0.5,0.2,0.1492449790239334,1.5741446018218994,28,28
5,27,random,0.0,0.2,0.13410185277462006,1.6113227605819702,29,24
5,27,random,0.1,0.2,0.12298239767551422,1.5814368724822998,29,19
5,27,random,0.2,0.2,0.1085042804479599,1.5887073278427124,29,20
5,27,random,0.3,0.2,0.12663047015666962,1.5774903297424316,29,21
5,27,random,0.4,0.2,0.0666562169790268,1.6169973611831665,29,19
5,27,random,0.5,0.2,-0.02913011610507965,1.6141650676727295,29,11
5,27,random,0.0,0.2,0.12032581865787506,1.6062945127487183,30,22
5,27,random,0.1,0.2,0.07440785318613052,1.5955767631530762,30,17
5,27,random,0.2,0.2,0.13420039415359497,1.6098549365997314,30,22
5,27,random,0.3,0.2,0.1097332090139389,1.5806339979171753,30,18
5,27,random,0.4,0.2,0.1202780231833458,1.5752296447753906,30,18
5,27,random,0.5,0.2,0.09630792587995529,1.592234492301941,30,20
5,27,random,0.0,0.2,0.1290305256843567,1.6034233570098877,31,24
5,27,random,0.1,0.2,0.138035848736763,1.576491355895996,31,20
5,27,random,0.2,0.2,0.12635982036590576,1.57761549949646,31,19
5,27,random,0.3,0.2,0.14400814473628998,1.5760159492492676,31,20
5,27,random,0.4,0.2,0.11718564480543137,1.583364725112915,31,20
5,27,random,0.5,0.2,0.1257883608341217,1.5769566297531128,31,20
5,27,random,0.0,0.2,0.1407603919506073,1.5964186191558838,32,21
5,27,random,0.1,0.2,0.09250607341527939,1.5919804573059082,32,17
5,27,random,0.2,0.2,0.1154617890715599,1.605362057685852,32,21
5,27,random,0.3,0.2,0.14070197939872742,1.5855417251586914,32,21
5,27,random,0.4,0.2,0.13691499829292297,1.572655439376831,32,20
5,27,random,0.5,0.2,0.05760311335325241,1.6031501293182373,32,14
5,27,random,0.0,0.2,0.10555388033390045,1.587522268295288,33,19
5,27,random,0.1,0.2,0.1510901004076004,1.5851575136184692,33,22
5,27,random,0.2,0.2,0.13522838056087494,1.586417317390442,33,20
5,27,random,0.3,0.2,0.09336988627910614,1.5930447578430176,33,19
5,27,random,0.4,0.2,0.09827747941017151,1.635437250137329,33,23
5,27,random,0.5,0.2,0.07851924002170563,1.6099532842636108,33,21
5,27,random,0.0,0.2,0.12342730909585953,1.6124249696731567,34,21
5,27,random,0.1,0.2,0.10775622725486755,1.630989909172058,34,24
5,27,random,0.2,0.2,0.09187551587820053,1.6008670330047607,34,20
5,27,random,0.3,0.2,0.09178386628627777,1.6061748266220093,34,21
5,27,random,0.4,0.2,0.06564908474683762,1.6062755584716797,34,19
5,27,random,0.5,0.2,0.06440180540084839,1.6100833415985107,34,22
5,27,random,0.0,0.2,0.12456261366605759,1.5842856168746948,35,19
5,27,random,0.1,0.2,0.11950883269309998,1.5880014896392822,35,22
5,27,random,0.2,0.2,0.10245172679424286,1.5923185348510742,35,21
5,27,random,0.3,0.2,0.07519708573818207,1.5924102067947388,35,17
5,27,random,0.4,0.2,0.1182103157043457,1.5973917245864868,35,22
5,27,random,0.5,0.2,0.07689507305622101,1.5942028760910034,35,18
5,27,random,0.0,0.2,0.1262866109609604,1.58358633518219,36,20
5,27,random,0.1,0.2,0.1302303671836853,1.5773882865905762,36,19
5,27,random,0.2,0.2,0.10438600182533264,1.6131740808486938,36,22
5,27,random,0.3,0.2,0.10719049721956253,1.6646867990493774,36,26
5,27,random,0.4,0.2,0.1028478667140007,1.5900299549102783,36,19
5,27,random,0.5,0.2,0.10915763676166534,1.590869426727295,36,22
