target_island,target_island_name,method,removal_fraction,cal_fraction,corr_eval,mse_adj,seed,epochs_trained
9,35,random,0.1,0.2,0.14712147414684296,1.0309877395629883,31,15
9,35,random,0.2,0.2,0.02493181824684143,1.0795828104019165,31,16
9,35,random,0.3,0.2,0.02203567512333393,1.0465785264968872,31,12
9,35,random,0.4,0.2,0.10296190530061722,1.0768862962722778,31,18
9,35,random,0.5,0.2,0.15195511281490326,1.0248216390609741,31,17
9,35,random,0.0,0.2,0.10508354008197784,1.0658557415008545,32,18
9,35,random,0.1,0.2,0.1502140760421753,1.0514365434646606,32,16
9,35,random,0.2,0.2,0.1410859376192093,1.0266584157943726,32,18
9,35,random,0.3,0.2,0.06820236891508102,1.0765690803527832,32,23
9,35,random,0.4,0.2,0.10004633665084839,1.0655815601348877,32,20
9,35,random,0.5,0.2,0.017580734565854073,1.2505342960357666,32,23
9,35,random,0.0,0.2,0.08088555932044983,1.037901759147644,33,16
9,35,random,0.1,0.2,0.1135212853550911,1.0736116170883179,33,22
9,35,random,0.2,0.2,0.14405246078968048,1.0311914682388306,33,18
9,35,random,0.3,0.2,0.10274005681276321,1.047263503074646,33,18
9,35,random,0.4,0.2,0.15054930746555328,1.125611662864685,33,27
9,35,random,0.5,0.2,0.22188115119934082,1.0071548223495483,33,17
9,35,random,0.0,0.2,0.11884013563394547,1.1161056756973267,34,23
9,35,random,0.1,0.2,0.10743025690317154,1.0672881603240967,34,19
9,35,random,0.2,0.2,-0.10768456012010574,1.0542484521865845,34,13
9,35,random,0.3,0.2,-0.002402567770332098,1.0476902723312378,34,11
9,35,random,0.4,0.2,0.013221083208918571,1.0673766136169434,34,13
9,35,random,0.5,0.2,0.02439383789896965,1.0533064603805542,34,16
9,35,random,0.0,0.2,0.008036252111196518,1.0467253923416138,35,11
9,35,random,0.1,0.2,0.18215477466583252,1.0214911699295044,35,16
9,35,random,0.2,0.2,0.08252228796482086,1.0366389751434326,35,15
9,35,random,0.3,0.2,0.15055745840072632,1.039465069770813,35,23
9,35,random,0.4,0.2,0.012174964882433414,1.0489345788955688,35,15
9,35,random,0.5,0.2,0.11448150128126144,1.0299431085586548,35,18
9,35,random,0.0,0.2,0.12399382144212723,1.10515558719635,36,24
9,35,random,0.1,0.2,0.07600060850381851,1.0696918964385986,36,19
9,35,random,0.2,0.2,0.09263686090707779,1.044113039970398,36,12
9,35,random,0.3,0.2,-0.039582379162311554,1.0533881187438965,36,11
9,35,random,0.4,0.2,0.07237832993268967,1.0458123683929443,36,12
9,35,random,0.5,0.2,0.10736730694770813,1.041366457939148,36,13
0,20,tracin,0.0,0.2,0.23349450528621674,1.4521780014038086,27,19
0,20,tracin,0.1,0.2,0.253471314907074,1.3885911703109741,27,16
0,20,tracin,0.2,0.2,0.1283203363418579,1.4923372268676758,27,32
0,20,tracin,0.3,0.2,0.19450630247592926,1.459633231163025,27,11
0,20,tracin,0.4,0.2,0.19624318182468414,1.4432848691940308,27,24
0,20,tracin,0.5,0.2,0.2500070631504059,1.4363425970077515,27,41
0,20,tracin,0.0,0.2,0.2754814326763153,1.4854799509048462,28,17
0,20,tracin,0.1,0.2,0.18533502519130707,1.4614101648330688,28,19
0,20,tracin,0.2,0.2,0.1046612486243248,1.4633198976516724,28,23
0,20,tracin,0.3,0.2,0.1263643056154251,1.4237213134765625,28,38
0,20,tracin,0.4,0.2,0.16691944003105164,1.3999296426773071,28,23
0,20,tracin,0.5,0.2,0.08431047946214676,1.6661897897720337,28,22
0,20,tracin,0.0,0.2,0.24742628633975983,1.376928687095642,29,17
0,20,tracin,0.1,0.2,0.16652518510818481,1.4619426727294922,29,20
0,20,tracin,0.2,0.2,0.16462475061416626,1.4046393632888794,29,18
0,20,tracin,0.3,0.2,0.19029982388019562,1.4198440313339233,29,26
0,20,tracin,0.4,0.2,0.2085603028535843,1.3968448638916016,29,24
0,20,tracin,0.5,0.2,0.09065861999988556,1.5531219244003296,29,15
0,20,tracin,0.0,0.2,0.261252760887146,1.4787029027938843,30,16
0,20,tracin,0.1,0.2,0.13759024441242218,1.4935096502304077,30,21
0,20,tracin,0.2,0.2,0.1376562863588333,1.4137307405471802,30,16
0,20,tracin,0.3,0.2,0.08384867757558823,1.4562559127807617,30,15
0,20,tracin,0.4,0.2,0.22365756332874298,1.3792314529418945,30,26
0,20,tracin,0.5,0.2,0.009202318266034126,1.616867184638977,30,13
0,20,tracin,0.0,0.2,0.21420295536518097,1.4279569387435913,31,16
0,20,tracin,0.1,0.2,0.19828984141349792,1.5159517526626587,31,24
0,20,tracin,0.2,0.2,0.20041964948177338,1.4079828262329102,31,16
0,20,tracin,0.3,0.2,0.14132505655288696,1.431766152381897,31,35
0,20,tracin,0.4,0.2,0.22998139262199402,1.4276937246322632,31,22
0,20,tracin,0.5,0.2,0.2894972860813141,1.4760208129882812,31,29
0,20,tracin,0.0,0.2,0.25848326086997986,1.4308992624282837,32,19
0,20,tracin,0.1,0.2,0.17716312408447266,1.5098028182983398,32,24
0,20,tracin,0.2,0.2,0.12966620922088623,1.4880882501602173,32,35
0,20,tracin,0.3,0.2,0.12414144724607468,1.4390954971313477,32,24
0,20,tracin,0.4,0.2,0.1685018092393875,1.4319216012954712,32,33
0,20,tracin,0.5,0.2,0.1912543624639511,1.5102342367172241,32,22
0,20,tracin,0.0,0.2,0.3241569697856903,1.3963680267333984,33,16
0,20,tracin,0.1,0.2,0.2166297286748886,1.4344453811645508,33,29
0,20,tracin,0.2,0.2,0.1935647875070572,1.4688364267349243,33,43
0,20,tracin,0.3,0.2,0.22153715789318085,1.419737458229065,33,15
0,20,tracin,0.4,0.2,0.23961204290390015,1.3651599884033203,33,23
0,20,tracin,0.5,0.2,0.26432928442955017,1.5243650674819946,33,11
0,20,tracin,0.0,0.2,0.24930910766124725,1.393362045288086,34,18
0,20,tracin,0.1,0.2,0.11603749543428421,1.493977427482605,34,22
0,20,tracin,0.2,0.2,0.0684460997581482,1.520250916481018,34,33
0,20,tracin,0.3,0.2,0.10783878713846207,1.4323171377182007,34,14
0,20,tracin,0.4,0.2,0.20612390339374542,1.4636284112930298,34,24
0,20,tracin,0.5,0.2,0.15123111009597778,1.5149677991867065,34,31
0,20,tracin,0.0,0.2,0.2532404065132141,1.4112650156021118,35,18
0,20,tracin,0.1,0.2,0.17048126459121704,1.4380115270614624,35,21
0,20,tracin,0.2,0.2,0.10944894701242447,1.5020666122436523,35,29
0,20,tracin,0.3,0.2,0.11374856531620026,1.4390521049499512,35,28
0,20,tracin,0.4,0.2,0.11983947455883026,1.492566704750061,35,11
0,20,tracin,0.5,0.2,0.17231351137161255,1.5555323362350464,35,14
0,20,tracin,0.0,0.2,0.2429441511631012,1.4699186086654663,36,15
0,20,tracin,0.1,0.2,0.2078179270029068,1.46066415309906,36,30
0,20,tracin,0.2,0.2,0.13110798597335815,1.502644419670105,36,30
0,20,tracin,0.3,0.2,-0.014102517627179623,1.468042254447937,36,12
0,20,tracin,0.4,0.2,0.11251086741685867,1.452527403831482,36,18
0,20,tracin,0.5,0.2,-0.09453067183494568,1.649789810180664,36,11
0,20,random,0.0,0.2,0.26444917917251587,1.3955885171890259,27,17
0,20,random,0.1,0.2,0.24984359741210938,1.4661731719970703,27,17
0,20,random,0.2,0.2,0.28099149465560913,1.4099311828613281,27,16
0,20,random,0.3,0.2,0.16430392861366272,1.4952338933944702,27,22
0,20,random,0.4,0.2,0.2390614002943039,1.4298440217971802,27,20
0,20,random,0.5,0.2,0.27012938261032104,1.4259761571884155,27,19
0,20,random,0.0,0.2,0.20108982920646667,1.4741621017456055,28,16
0,20,random,0.1,0.2,0.24358493089675903,1.4492114782333374,28,17
0,20,random,0.2,0.2,0.2206937074661255,1.449270248413086,28,18
0,20,random,0.3,0.2,0.23141273856163025,1.3856172561645508,28,18
0,20,random,0.4,0.2,0.1831407994031906,1.4717239141464233,28,16
0,20,random,0.5,0.2,0.22449001669883728,1.417208194732666,28,18
0,20,random,0.0,0.2,0.24141520261764526,1.5385098457336426,29,18
0,20,random,0.1,0.2,0.21052688360214233,1.4563058614730835,29,18
0,20,random,0.2,0.2,0.07319938391447067,1.4815045595169067,29,15
0,20,random,0.3,0.2,0.17781396210193634,1.4658454656600952,29,20
0,20,random,0.4,0.2,0.11048101633787155,1.4583059549331665,29,16
0,20,random,0.5,0.2,0.13305427134037018,1.4683717489242554,29,14
0,20,random,0.0,0.2,0.20814631879329681,1.5920463800430298,30,16
0,20,random,0.1,0.2,0.2248273640871048,1.439963698387146,30,17
0,20,random,0.2,0.2,0.21236634254455566,1.4160594940185547,30,20
0,20,random,0.3,0.2,0.16555267572402954,1.4671173095703125,30,35
0,20,random,0.4,0.2,0.20989154279232025,1.5123205184936523,30,21
0,20,random,0.5,0.2,0.18135935068130493,1.5931177139282227,30,21
0,20,random,0.0,0.2,0.1436348408460617,1.4561799764633179,31,16
0,20,random,0.1,0.2,0.232028990983963,1.4797121286392212,31,17
0,20,random,0.2,0.2,0.23620416224002838,1.5043243169784546,31,16
0,20,random,0.3,0.2,0.21548880636692047,1.4318078756332397,31,25
0,20,random,0.4,0.2,0.21862143278121948,1.4277215003967285,31,18
0,20,random,0.5,0.2,0.20402711629867554,1.4574702978134155,31,20
0,20,random,0.0,0.2,0.22796520590782166,1.3804677724838257,32,18
0,20,random,0.1,0.2,0.1912599802017212,1.412615180015564,32,17
0,20,random,0.2,0.2,0.2690289318561554,1.4065641164779663,32,17
0,20,random,0.3,0.2,0.2156759649515152,1.4881807565689087,32,31
0,20,random,0.4,0.2,0.11607173085212708,1.5246700048446655,32,16
0,20,random,0.5,0.2,0.14687250554561615,1.4616451263427734,32,17
0,20,random,0.0,0.2,0.3249143064022064,1.3686909675598145,33,16
0,20,random,0.1,0.2,0.23756152391433716,1.4839304685592651,33,19
0,20,random,0.2,0.2,0.13733477890491486,1.4539457559585571,33,18
0,20,random,0.3,0.2,0.26511654257774353,1.4587445259094238,33,27
0,20,random,0.4,0.2,0.27392134070396423,1.475119709968567,33,28
0,20,random,0.5,0.2,0.3288290798664093,1.4163867235183716,33,28
0,20,random,0.0,0.2,0.24158485233783722,1.3837693929672241,34,18
0,20,random,0.1,0.2,0.31247833371162415,1.4184131622314453,34,17
0,20,random,0.2,0.2,0.29054632782936096,1.4447070360183716,34,17
0,20,random,0.3,0.2,0.3386404514312744,1.422728180885315,34,20
0,20,random,0.4,0.2,0.21549108624458313,1.4671930074691772,34,18
0,20,random,0.5,0.2,0.1913769394159317,1.434930682182312,34,17
0,20,random,0.0,0.2,0.3070591688156128,1.3509894609451294,35,18
0,20,random,0.1,0.2,0.19231419265270233,1.5306576490402222,35,17
0,20,random,0.2,0.2,0.267736554145813,1.466562271118164,35,18
0,20,random,0.3,0.2,0.2077607810497284,1.5651607513427734,35,18
0,20,random,0.4,0.2,0.1021316796541214,1.5036855936050415,35,17
0,20,random,0.5,0.2,0.1775820255279541,1.4551626443862915,35,11
0,20,random,0.0,0.2,0.24518533051013947,1.4440315961837769,36,19
0,20,random,0.1,0.2,0.2596372067928314,1.3968238830566406,36,17
0,20,random,0.2,0.2,0.27964699268341064,1.3664265871047974,36,19
0,20,random,0.3,0.2,0.1983693689107895,1.4652814865112305,36,21
0,20,random,0.4,0.2,0.22824819386005402,1.4739303588867188,36,19
0,20,random,0.5,0.2,0.2033466249704361,1.3930010795593262,36,31
5,27,tracin,0.0,0.2,0.13528236746788025,1.6081284284591675,27,23
5,27,tracin,0.1,0.2,0.0745987519621849,1.6019893884658813,27,21
5,27,tracin,0.2,0.2,0.10758842527866364,1.5903648138046265,27,24
5,27,tracin,0.3,0.2,0.11666309833526611,1.5884989500045776,27,26
5,27,tracin,0.4,0.2,0.06635230779647827,1.6079602241516113,27,29
5,27,tracin,0.5,0.2,0.06691643595695496,1.6075941324234009,27,35
5,27,tracin,0.0,0.2,0.13690723478794098,1.577695608139038,28,21
5,27,tracin,0.1,0.2,0.12288997322320938,1.6043976545333862,28,25
5,27,tracin,0.2,0.2,0.11118102818727493,1.6493993997573853,28,20
5,27,tracin,0.3,0.2,0.07770825177431107,1.6644504070281982,28,17
5,27,tracin,0.4,0.2,0.09261424094438553,1.7712867259979248,28,20
5,27,tracin,0.5,0.2,0.08891550451517105,1.8484197854995728,28,29
5,27,tracin,0.0,0.2,0.12758074700832367,1.5779247283935547,29,20
5,27,tracin,0.1,0.2,0.07645877450704575,1.6973356008529663,29,27
5,27,tracin,0.2,0.2,0.10184318572282791,1.628285527229309,29,26
5,27,tracin,0.3,0.2,0.07986988872289658,1.740769863128662,29,24
5,27,tracin,0.4,0.2,0.07020263373851776,1.7247264385223389,29,23
