target_island,method,removal_fraction,cal_fraction,corr_eval,mse_adj,n_train_remaining,seed,epochs_trained
3,tracin,0.0,0.2,0.17831718921661377,1.1386456489562988,5503,27,21
3,tracin,0.1,0.2,0.27191561460494995,1.0411121845245361,4953,27,14
3,tracin,0.2,0.2,0.003371788654476404,1.0974195003509521,4403,27,11
3,tracin,0.3,0.2,0.14299294352531433,1.151869535446167,3853,27,12
3,tracin,0.4,0.2,0.17233994603157043,1.1247040033340454,3302,27,16
3,tracin,0.5,0.2,0.13414809107780457,1.348620057106018,2752,27,17
3,tracin,0.0,0.2,0.23212221264839172,0.9960659742355347,5503,28,14
3,tracin,0.1,0.2,0.15875504910945892,1.0519882440567017,4953,28,11
3,tracin,0.2,0.2,0.06334249675273895,1.0524884462356567,4403,28,11
3,tracin,0.3,0.2,0.050730399787425995,1.0977234840393066,3853,28,14
3,tracin,0.4,0.2,0.07343912869691849,1.1326297521591187,3302,28,11
3,tracin,0.5,0.2,0.15808700025081635,1.091717004776001,2752,28,12
3,tracin,0.0,0.2,0.18893840909004211,0.9846368432044983,5503,29,15
3,tracin,0.1,0.2,0.2298365980386734,1.0494167804718018,4953,29,14
3,tracin,0.2,0.2,0.19149234890937805,1.059259295463562,4403,29,19
3,tracin,0.3,0.2,0.06391864269971848,1.1552717685699463,3853,29,11
3,tracin,0.4,0.2,0.19033034145832062,1.2349060773849487,3302,29,25
3,tracin,0.5,0.2,0.20465874671936035,1.1470717191696167,2752,29,24
3,tracin,0.0,0.2,0.16335780918598175,1.0045897960662842,5503,30,14
3,tracin,0.1,0.2,0.1614857017993927,1.035786747932434,4953,30,16
3,tracin,0.2,0.2,0.26089802384376526,0.9706346392631531,4403,30,22
3,tracin,0.3,0.2,0.15391457080841064,1.162152647972107,3853,30,32
3,tracin,0.4,0.2,0.11397121846675873,1.1404141187667847,3302,30,15
3,tracin,0.5,0.2,0.04322569817304611,1.1166218519210815,2752,30,14
3,tracin,0.0,0.2,0.18381144106388092,1.0312873125076294,5503,31,17
3,tracin,0.1,0.2,0.18469449877738953,1.0038760900497437,4953,31,15
3,tracin,0.2,0.2,0.12475978583097458,1.0915848016738892,4403,31,15
3,tracin,0.3,0.2,0.18042011559009552,1.0899497270584106,3853,31,17
3,tracin,0.4,0.2,0.13108965754508972,1.2174434661865234,3302,31,17
3,tracin,0.5,0.2,0.18009397387504578,1.2732179164886475,2752,31,17
3,tracin,0.0,0.2,0.21587397158145905,1.007507562637329,5503,32,19
3,tracin,0.1,0.2,0.22352172434329987,1.059810757637024,4953,32,20
3,tracin,0.2,0.2,0.22031092643737793,1.05131196975708,4403,32,15
3,tracin,0.3,0.2,0.18175998330116272,1.149407982826233,3853,32,25
3,tracin,0.4,0.2,0.17688770592212677,1.1995595693588257,3302,32,11
3,tracin,0.5,0.2,0.10558070242404938,1.295389175415039,2752,32,20
3,tracin,0.0,0.2,0.22447329759597778,1.082533836364746,5503,33,18
3,tracin,0.1,0.2,0.1934778094291687,1.0128945112228394,4953,33,16
3,tracin,0.2,0.2,0.08227159827947617,1.075104832649231,4403,33,14
3,tracin,0.3,0.2,0.18057134747505188,1.168001413345337,3853,33,21
3,tracin,0.4,0.2,0.15286803245544434,1.2079600095748901,3302,33,12
3,tracin,0.5,0.2,0.045764315873384476,1.3222655057907104,2752,33,11
3,tracin,0.0,0.2,0.2022414654493332,1.1327522993087769,5503,34,27
3,tracin,0.1,0.2,0.10622742772102356,1.0489249229431152,4953,34,16
3,tracin,0.2,0.2,0.16032831370830536,1.079923391342163,4403,34,20
3,tracin,0.3,0.2,0.1523037999868393,1.0525095462799072,3853,34,15
3,tracin,0.4,0.2,0.12729083001613617,1.2058101892471313,3302,34,13
3,tracin,0.5,0.2,0.11476041376590729,1.240694284439087,2752,34,24
3,tracin,0.0,0.2,0.19253234565258026,1.1349550485610962,5503,35,21
3,tracin,0.1,0.2,0.21670202910900116,1.0116252899169922,4953,35,18
3,tracin,0.2,0.2,0.19591282308101654,1.02118980884552,4403,35,19
3,tracin,0.3,0.2,0.16346578299999237,1.0968749523162842,3853,35,22
3,tracin,0.4,0.2,0.060846686363220215,1.1662442684173584,3302,35,11
3,tracin,0.5,0.2,0.07906395941972733,1.2109096050262451,2752,35,13
3,tracin,0.0,0.2,0.1841937005519867,1.1318572759628296,5503,36,22
3,tracin,0.1,0.2,-0.005674788728356361,1.0342059135437012,4953,36,12
3,tracin,0.2,0.2,-0.14045017957687378,1.1054683923721313,4403,36,11
3,tracin,0.3,0.2,-0.06147635728120804,1.190471887588501,3853,36,13
3,tracin,0.4,0.2,-0.019874705001711845,1.2209694385528564,3302,36,11
