n_individuals,corr_eval,mse_adj,method,order_seed,pevmean_obj,target_island,target_island_name,repeat,repeat_seed,trait
1000,0.10665371173639124,1.4709757566452026,pevmean_ga,-1,18271.72736526496,4,Gjerøy,1,1639125088,body_mass
4000,0.10173390020826525,1.472240924835205,pevmean_ga,-1,17262.3611893458,4,Gjerøy,1,1639125088,body_mass
1000,0.09107780646436313,1.4830492734909058,random_individual,0,,4,Gjerøy,1,1639125088,body_mass
4000,0.1313919189422794,1.4652483463287354,random_individual,0,,4,Gjerøy,1,1639125088,body_mass
1000,0.10746671024512648,1.4789258241653442,random_individual,1,,4,Gjerøy,1,1639125088,body_mass
4000,0.11119167540440843,1.4688286781311035,random_individual,1,,4,Gjerøy,1,1639125088,body_mass
1000,0.03734083794250223,1.489380955696106,random_individual,2,,4,Gjerøy,1,1639125088,body_mass
4000,0.08224715723258093,1.4770787954330444,random_individual,2,,4,Gjerøy,1,1639125088,body_mass
1000,0.08263288289402164,1.484617829322815,random_individual,3,,4,Gjerøy,1,1639125088,body_mass
4000,0.03895468562387727,1.4955273866653442,random_individual,3,,4,Gjerøy,1,1639125088,body_mass
1000,0.13799723922963567,1.478341817855835,random_individual,4,,4,Gjerøy,1,1639125088,body_mass
4000,0.09154780134718171,1.478481650352478,random_individual,4,,4,Gjerøy,1,1639125088,body_mass
